,name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden,name_missing,isNamedCreature_missing,isNpc_missing,ac_missing,hp/average_missing,hp/formula_missing,alignment_missing,type_missing,swarm_missing,size_missing,str_missing,dex_missing,con_missing,int_missing,wis_missing,cha_missing,save/cha_missing,save/int_missing,save/wis_missing,save/con_missing,save/dex_missing,save/str_missing,skill/arcana_missing,skill/history_missing,skill/insight_missing,skill/perception_missing,skill/performance_missing,skill/stealth_missing,skill/investigation_missing,skill/acrobatics_missing,skill/animal handling_missing,skill/athletics_missing,skill/deception_missing,skill/intimidation_missing,skill/medicine_missing,skill/nature_missing,skill/persuasion_missing,skill/religion_missing,skill/sleight of hand_missing,skill/survival_missing,initiative/advantageMode_missing,passive_missing,senseTags_missing,speed/walk_missing,speed/burrow_missing,speed/climb_missing,speed/fly_missing,speed/swim_missing,conditionInflict_missing,damageTags_missing,savingThrowForced_missing,legendaryActions_missing,legendary_missing,vulnerable_missing,languages_missing,languageTags_missing,environment_missing,miscTags_missing,source_missing,summonedBySpell_missing,summonedBySpellLevel_missing,variant_missing,reprinted_missing,sidekickHidden_missing
1304,Wharfling,0,0,0,12,10,4d4,U,beast,,,T,4,14,10,2,12,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,0,13,D,30,,-1,,10,,-1,,30,True,"[""Amphibious""]",,,,,,True,,False,False,,P,,-1,0,,,,False,,,,,,,,"coastal, underwater",MW,ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1
1305,Expeditious Messenger,0,1,0,13,7,2d4 + 2,N,construct,,,T,6,16,13,8,12,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,11,D,25,,-1,,-1,,60,,-1,True,"[""Flyby""]",,,,,,True,,False,False,,P,,-1,0,,,,False,,,"[""poison""]","[""exhaustion"",""poisoned""]","[""one language spoken by its creator""]",,,,MW,ERLW,False,"[""Homunculi""]",,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1
1306,Flying Rocking Horse,0,1,0,15,22,4d8 + 4,U,construct,,,M,10,10,13,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6,B,0,,-1,,-1,mounted; hover,40,,-1,True,"[""False Appearance"",""Unusual Nature""]",,,,,,True,,False,False,,B,,-1,0,,,,False,,,"[""poison"",""psychic""]","[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]",,,,,MW,WBtW,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
1307,Monodrone,0,0,0,15,5,1d8 + 1,L N,construct,,,M,10,13,12,4,10,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,U,30,,-1,,-1,,30,,-1,True,,,,,,,True,,False,False,,P,,-1,0,,,,False,,,,,"[""Modron""]",OTH,"dagger, javelin",,"MLW,MW, RW, THW",MM,False,"[""Modrons""]",,-1,,True,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1
1308,Vox Seeker,0,1,0,14,7,2d4 + 2,U,construct,,,T,2,10,12,1,10,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,B,20,,-1,,20,,-1,,-1,True,"[""Spider Climb""]",,,,,,True,,False,False,,"L,P",,-1,0,,,,False,,,"[""poison"",""psychic""]","[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]",,,,,MW,EGW,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
1309,Khargra,0,0,0,20,11,2d6 + 4,N,elemental,,,S,13,10,14,5,11,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,D,5,,-1,,-1,,30,,-1,True,,,,,,,True,,False,True,,"O,P",,-1,0,,,,False,,,,,"[""Terran""]",T,,,MW,MFF,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1310,Boggle,0,0,0,14,18,4d6 + 4,C N,fey,,,S,8,18,13,6,12,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,0,13,D,30,,-1,,30,,-1,,-1,True,,,,,,,True,,False,False,"[""prone"",""restrained""]",B,"[""dexterity"",""strength""]",-1,0,,,,False,"[""fire""]",,,,"[""Sylvan""]",S,,"underdark, forest, hill, urban",MW,VGM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1
1311,Cikavak,0,0,0,12,17,7d4,N,fey,,,T,4,15,10,12,12,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,15,D,10,,-1,,-1,,40,,-1,True,,,,,,,True,,False,False,"[""deafened""]",P,"[""constitution""]",-1,0,,,,False,"[""acid"",""fire"",""poison""]",,,,"[""understands Common but can't speak""]","C,CS",,"farmland, forest","AOE, MW",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
1312,Valenar Hawk,0,1,0,14,10,4d4,N,fey,,,T,8,18,10,9,16,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,15,,10,,-1,,-1,,60,,-1,True,"[""Keen Senses""]",,,,,,True,,False,False,,S,,-1,0,,,,False,,,,,"[""understands Common"",""Elvish"",""and Sylvan but can't speak""]","C,CS,E,S",,,MW,ERLW,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1313,Manes,0,0,0,9,9,2d6 + 2,C E,fiend,demon,,S,10,9,13,3,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,D,20,,-1,,-1,,-1,,-1,False,,,,,,,True,,False,False,,S,,-1,0,,,,False,"[""cold"",""fire"",""lightning""]",,"[""poison""]","[""charmed"",""frightened"",""poisoned""]","[""understands Abyssal but can't speak""]","AB,CS",,,MW,MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1
1314,Aarakocra Simulacrum,0,1,0,12,6,3d4,N G,humanoid,aarakocra,,M,10,14,10,11,12,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,15,,20,,-1,,-1,,50,,-1,True,,,,,,,True,,False,False,,"P,S",,-1,0,,,,False,,,,,"[""Auran"",""Aarakocra""]","AU,OTH",javelin,,"MLW,MW, RW, THW",SKT,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1315,Bandit,0,0,0,12,11,2d8 + 2,NX C G NY E,humanoid,any,,M,11,12,12,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,,30,,-1,,-1,,-1,,-1,False,,,,,,,True,,False,False,,"P,S",,-1,0,,,,False,,,,,"[""any one language (usually Common)""]","C,X","light crossbow, scimitar","coastal, hill, arctic, urban, forest, desert","MLW,MW, RNG, RW",MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
1316,Beast Gnoll,0,0,0,11,9,2d8,C E,humanoid,gnoll,,M,13,12,11,6,10,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,-1,True,"[""Rampage""]",,,,,,True,,False,False,,"P,S",,-1,0,,,,False,,,,,gnoll,OTH,,,"MW, RW",GHLoE,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1317,Clown,0,1,0,13,11,2d8 + 2,A,humanoid,any,,M,13,12,12,10,11,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,,30,,-1,,-1,,-1,,-1,False,,,,,,,True,,False,False,,B,,-1,0,,,,False,,,,,"[""Common""]",C,,,"MLW,MW",NRH-CoI,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1318,Crystal Cave Merfolk,0,1,0,11,11,,N,humanoid,merfolk,,M,10,13,12,11,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,,10,,-1,,-1,,-1,,40,True,"[""Amphibious""]",,,,,,True,,False,False,,P,"[""wisdom""]",-1,0,,,,False,,,,,,,,,MW,AWM,False,,,-1,,,,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1
1319,Cultist,0,0,0,12,9,2d8,L NX C NY E,humanoid,any,,M,11,12,10,10,11,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,0,10,,30,,-1,,-1,,-1,,-1,True,,,,,,,True,,False,False,,S,,-1,0,,,,False,,,,,"[""any one language (usually Common)""]","C,X",scimitar,urban,"MLW,MW",MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
1320,Faerl,0,0,0,15,9,2d8,N E,humanoid,Elf,,M,11,12,11,12,14,16,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,0,12,,30,,-1,,-1,,-1,,-1,True,"[""Fey Ancestry""]",,,,,,True,"[""Parry""]",False,True,,P,,-1,0,,,,False,,,,,"[""Common"",""Elvish""]",C E,rapier,,"MLW,MW",CM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1321,Goon,0,0,0,12,9,2d8,A,humanoid,any,,M,11,12,10,10,11,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,,30,,-1,,-1,,-1,,-1,True,,,,,,,True,,False,False,,S,,-1,0,,,,False,,,,,"[""Common""]",C,scimitar,,"MLW,MW",NRH-ASS,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1322,Guard,0,0,0,16,11,2d8 + 2,A,humanoid,any,,M,13,12,12,10,11,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,,30,,-1,,-1,,-1,,-1,False,,,,,,,True,,False,False,,P,,-1,0,,,,False,,,,,"[""any one language (usually Common)""]","C,X",spear,"coastal, mountain, grassland, hill, urban, forest, desert","MLW,MW, RW, THW",MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
1323,Guardian of Gorm,0,1,0,16,9,2d8,L G,humanoid,,,M,15,10,10,10,13,12,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,2,-1,-1,0,11,,30,,-1,,-1,,-1,,-1,True,,,,,,,True,,False,False,,"L,P,S",,-1,0,,,,False,,,,,"[""Common""]",C,handaxe,,"MLW,MW, RW, THW",QftIS,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1324,Hadozee Shipmate,0,0,0,12,9,2d8,A,humanoid,,,M,11,14,11,10,14,12,-1,-1,-1,2,4,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,0,14,,30,,-1,,30,,-1,,-1,True,,,,,,,True,,False,True,,P,,-1,0,,,,False,,,,,"[""Common"",""Hadozee""]",C,dagger,,"MLW,MW, RW, THW",BAM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1325,Harengon Brigand,0,1,0,14,9,2d8,A,humanoid,,,M,14,17,11,10,11,10,-1,-1,-1,-1,5,-1,-1,-1,-1,4,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,,30,,-1,,-1,,-1,,-1,True,"[""Pack Tactics""]",,,,,,True,,False,False,,B,,-1,0,,,,False,,,,,"[""Common"",""Sylvan""]","C,S","club, sling",,"MLW,MW, RNG, RW",WBtW,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1326,Howling Hatred Initiate,0,1,0,13,9,2d8,N E,humanoid,Human,,M,10,15,10,10,9,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,0,9,,30,,-1,,-1,,-1,,-1,True,"[""Hold Breath""]",,,,,,True,,False,False,,P,,-1,0,,,,False,,,,,"[""Common""]",C,dagger,,"MLW,MW, RW, THW",PotA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1327,Icewind Kobold,0,1,0,14,9,2d6 + 2,A,humanoid,kobold,,S,7,15,12,8,8,8,-1,-1,-1,3,4,-1,-1,-1,-1,1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,11,D,30,,-1,,20,,-1,,-1,True,"[""Pack Tactics"",""Sunlight Sensitivity""]",,,,,,True,,False,False,,P,,-1,0,,,,False,,,,,"[""Common"",""Draconic""]","C,DR","dagger, javelin",,"MLW,MW, RW, THW",IDRotF,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1328,Jermlaine,0,0,0,11,3,1d4 + 1,N E,humanoid,jermlaine,,T,4,12,13,10,11,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,-1,True,"[""Magic Resistance""]",,,,,,True,,False,False,,"B, P",,-1,0,,,,False,,,,,"[""Undercommon""]",U,"club, dart",,"MLW,MW, RW, THW",MFF,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1329,Kobold,0,0,0,12,5,2d6 - 2,L E,humanoid,kobold,,S,7,15,9,8,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,D,30,,-1,,-1,,-1,,-1,True,"[""Pack Tactics"",""Sunlight Sensitivity""]",,,,,,True,,False,False,,"B, P",,-1,0,,,,False,,,,,"[""Common"",""Draconic""]","C,DR","dagger, sling","forest, swamp, hill, urban, desert, coastal, arctic, mountain, underdark","MLW,MW, RNG, RW",MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
1330,Kobold Underling,0,1,0,13,7,3d6 - 3,L E,humanoid,kobold,,S,7,16,9,8,9,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,D,30,,-1,,-1,,-1,,-1,True,"[""Pack Tactics"",""Sunlight Sensitivity""]",,,,,,True,,False,False,,"B, P","[""dexterity""]",-1,0,,,,False,,,,,"[""Common"",""Draconic""]","C,DR","hand crossbow, shortsword",,"MLW,MW, RNG, RW",EGW,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1331,Merfolk,0,0,0,11,11,2d8 + 2,N,humanoid,merfolk,,M,10,13,12,11,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,,10,,-1,,-1,,-1,,40,True,"[""Amphibious""]",,,,,,True,,False,False,,P,,-1,0,,,,False,,,,,"[""Aquan"",""Common""]","AQ,C",spear,"underwater, coastal","MLW,MW, RW, THW",MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
1332,Morbus Kobold,0,0,0,12,9,2d6 + 2,L E,humanoid,kobold,,S,6,14,13,10,9,8,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,9,D,30,,-1,,-1,,-1,,30,True,"[""Pack Tactics"",""Sunlight Sensitivity""]",,,,,,True,,False,False,,"B, P",,-1,0,,,,False,"[""poison""]",,,,"[""Draconic and one other language""]","DR,X","dagger, sling",,"AOE, DIS, MLW,MW, RW, THW",GHLoE,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1333,Noble,0,0,0,15,9,2d8,A,humanoid,any,,M,11,12,11,12,14,16,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,0,12,,30,,-1,,-1,,-1,,-1,False,,,,,,,True,"[""Parry""]",False,True,,P,,-1,0,,,,False,,,,,"[""any two languages""]",X,rapier,urban,"MLW,MW",MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
1334,Orond Gralhund,0,0,0,15,9,2d8,L E,humanoid,Human,,M,11,12,11,9,14,16,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,0,12,,30,,-1,,-1,,-1,,-1,False,,,,,,,True,"[""Parry""]",False,True,,P,,-1,0,,,,False,,,,,"[""Common""]",C,rapier,,"MLW,MW",WDH,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1335,Ott Steeltoes,0,0,0,12,9,2d8,C E,humanoid,dwarf,,M,11,12,10,6,11,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,0,-1,-1,0,10,D,25,,-1,,-1,,-1,,-1,True,,,,,,,True,,False,False,,S,,-1,0,,,,False,"[""poison""]",,,,"[""Common"",""Dwarvish""]","C,D",scimitar,,"MLW,MW",WDH,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1336,Tribal Warrior,0,0,0,12,11,2d8 + 2,A,humanoid,any,,M,13,11,12,8,11,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,,30,,-1,,-1,,-1,,-1,True,"[""Pack Tactics""]",,,,,,True,,False,False,,P,,-1,0,,,,False,,,,,"[""any one language""]",X,spear,"coastal, mountain, grassland, hill, arctic, forest, swamp, underdark, desert","MLW,MW, RW, THW",MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
1337,Varnyr,0,0,0,15,9,2d8,C G,humanoid,Elf,,M,11,12,11,12,14,16,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,0,12,D,30,,-1,,-1,,-1,,-1,True,"[""Fey Ancestry""]",,,,,,True,"[""Multiattack"",""Parry""]",False,True,,B,,-1,0,,,,False,,,,,"[""Common"",""Elvish""]",C E,,,MW,CM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
