name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden
Adult Brass Dragon,,,13,18,172,15d12 + 75,C G,dragon,,,H,23,10,21,14,13,17,8,,6,10,5,,,7,,11,,5,,,,,,,,,8,,,,,21,"B, SD",40,,40,,,,80,,,TRUE,"[""Legendary Resistances""]",,,,,,TRUE,"[""Breath Weapon"",""Frightful Presence"",""Multiattack""]",FALSE,FALSE,"[""frightened"",""prone"",""unconscious""]","B, F,P,S","[""constitution"",""dexterity"",""wisdom""]",,TRUE,B,"[""constitution"",""strength""]","[""blinded"",""prone""]",FALSE,,,"[""fire""]",,"[""Common"",""Draconic""]","C,DR",,desert,"AOE, MW, RCH",MM,FALSE,"[""Metallic Dragon""]",,,,TRUE,TRUE,
Adult White Dragon,,,13,18,200,16d12 + 96,C E,dragon,,,H,22,10,22,8,12,12,6,,6,11,5,,,,,11,,5,,,,,,,,,,,,,,21,"B, SD",40,,30,,,,80,,40,TRUE,"[""Legendary Resistances""]",,,,,,TRUE,"[""Breath Weapon"",""Frightful Presence"",""Multiattack""]",FALSE,FALSE,"[""frightened"",""prone""]","B, C,P,S","[""constitution"",""dexterity"",""wisdom""]",,TRUE,"C,P","[""constitution""]","[""blinded""]",FALSE,,,"[""cold""]",,"[""Common"",""Draconic""]","C,DR",,arctic,"AOE, MW, RCH",MM,FALSE,"[""Chromatic Dragon""]",,,,TRUE,TRUE,
Jabberwock,FALSE,FALSE,13,18,115,10d12 + 50,C E,dragon,,,H,20,12,20,4,7,11,5,2,3,10,6,10,,,,8,,,,,,,,,,,,,,,,18,U,30,,,,30,,60,,30,TRUE,"[""Legendary Resistances"",""Regeneration""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""prone""]","B, F,S","[""charisma"",""dexterity""]",,TRUE,,,,FALSE,,"[{""cond"":true,""note"":""from a vorpal sword"",""vulnerable"":[""slashing""]}]","[""poison""]","[""charmed"",""frightened"",""poisoned""]",,,,,"AOE, MW, RCH",WBtW,FALSE,,,,,,,
Young Red Shadow Dragon,,,13,18,178,17d10 + 85,C E,dragon,,,L,23,10,21,14,11,19,9,,5,10,5,,,,,10,,10,,,,,,,,,,,,,,18,"B, SD",40,,,,40,,80,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,"[""Breath Weapon"",""Multiattack""]",FALSE,FALSE,,"N,P,S","[""dexterity""]",,FALSE,,,,FALSE,"[""necrotic""]",,"[""fire""]",,"[""Common"",""Draconic""]","C,DR",,underdark,"AOE, MW, RCH",MM,FALSE,,,,,TRUE,TRUE,
Devourer,,,13,16,178,17d10 + 85,C E,fiend,,,L,20,12,20,13,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,10,SD,30,,,,,,,,,FALSE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"N,S","[""constitution""]",,FALSE,,,,FALSE,"[""cold"",""fire"",""lightning""]",,"[""poison""]","[""poisoned""]","[""Abyssal"",""telepathy 120 ft.""]","AB,TP",,underdark,"AOE, MW",VGM,FALSE,,,,,,TRUE,
Nalfeshnee,,,13,18,184,16d10 + 96,C E,fiend,demon,,L,21,10,22,19,12,15,7,9,6,11,,,,,,,,,,,,,,,,,,,,,,11,U,20,,,,,,30,,,TRUE,"[""Magic Resistance""]",,,,,,TRUE,"[""Multiattack"",""Teleport""]",FALSE,FALSE,"[""frightened""]","P,S","[""wisdom""]",,FALSE,,,,FALSE,"[""cold"",""fire"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""poisoned""]","[""Abyssal"",""telepathy 120 ft.""]","AB,TP",,,"MW, RCH",MM,FALSE,,,,,TRUE,TRUE,
Narzugon,FALSE,,13,20,112,15d8 + 45,L E,fiend,devil,,M,20,10,17,16,14,19,9,,,8,5,,,,,7,,,,,,,,,,,,,,,,17,SD,30,,,,,,,,,TRUE,"[""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""frightened""]","F,P","[""charisma""]",,FALSE,,,,FALSE,"[""acid"",""cold"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""charmed"",""frightened"",""poisoned""]","[""Common"",""Infernal"",""telepathy 120 ft.""]","C,I,TP",,,"MLW,MW, RCH",MTF,FALSE,,,,,,TRUE,
Narzugon,FALSE,,13,20,112,15d8 + 45,L E,fiend,devil,,M,20,10,17,16,14,19,9,,,8,5,,,,,12,,,,,,,,,,,,,,,,22,SD,30,,,,,,,,,TRUE,"[""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""frightened""]","F,P","[""charisma""]",,FALSE,,,,FALSE,"[""acid"",""cold"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""charmed"",""frightened"",""poisoned""]","[""Common"",""Infernal"",""telepathy 120 ft.""]","C,I,TP",,,"AOE, MLW,MW, RCH",MPMM,FALSE,,,,,,,
Stuhac,FALSE,,13,18,209,22d8 + 110,N E,fiend,,,M,22,18,20,12,16,15,7,,,10,9,11,,,,,,,,,,,12,,,,,,,,,13,D,40,,,,40,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"O,P,S","[""constitution""]",,FALSE,,,,FALSE,"[""acid"",""fire"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing""]}]",,,"[""poisoned""]","[""Abyssal"",""Common"",""Infernal"",""telepathy 120 ft.""]","AB,C,I,TP",,"arctic, mountain",MW,ToB1-2023,FALSE,,,,,,,
Wastrilith,FALSE,,13,18,157,15d10 + 75,C E,fiend,demon,,L,19,18,21,19,12,14,,,,10,,9,,,,,,,,,,,,,,,,,,,,11,SD,30,,,,,,,,80,TRUE,"[""Amphibious"",""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""poisoned""]","A, I,P,S","[""constitution"",""strength""]",,FALSE,,,,FALSE,"[""cold"",""fire"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""poisoned""]","[""Abyssal"",""telepathy 120 ft.""]","AB,TP",,"coastal, swamp, underdark, underwater","MW, RCH",MTF,FALSE,,,,,,TRUE,
Dire Troll,FALSE,,13,15,172,15d12 + 75,C E,giant,,,H,22,15,21,9,11,5,2,,5,,,,,,,5,,,,,,,,,,,,,,,,15,D,40,,,,,,,,,TRUE,"[""Keen Senses"",""Regeneration""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"I,P,S","[""dexterity""]",,FALSE,,,,FALSE,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,"[""frightened"",""poisoned""]","[""Giant""]",GI,,"arctic, forest, hill, mountain, underdark","MW, RCH",MTF,FALSE,,,,,,TRUE,
Dire Troll,FALSE,,13,15,172,15d12 + 75,C E,giant,,,H,22,15,21,9,11,5,2,,5,,,,,,,5,,,,,,,,,,,,,,,,15,D,40,,,,,,,,,TRUE,"[""Regeneration""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"I,P,S","[""dexterity""]",,FALSE,,,,FALSE,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,"[""frightened"",""poisoned""]","[""Giant""]",GI,,"arctic, forest, hill, mountain, underdark","AOE, MW, RCH",MPMM,FALSE,,,,,,,
Altisaur,,,13,15,198,12d20 + 72,U,monstrosity,dinosaur,,G,28,6,23,3,12,7,,,,,,,,,,11,,,,,,,,,,,,,,,,21,,40,,,,,,,,,TRUE,"[""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,B,"[""strength""]",,FALSE,,,,FALSE,,,,,,,,,"MW, RCH",BGG,FALSE,"[""Dinosaurs""]",,,,,,
Angry Sorrowsworn,FALSE,,13,18,255,30d8 + 120,N E,monstrosity,,,M,17,10,19,8,13,6,,,,,,,,,,11,,,,,,,,,,,,,,,,21,D,30,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"P,Y",,,FALSE,,,,FALSE,"[{""cond"":true,""note"":""while in dim light or darkness"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,,"[""Common""]",C,,"underdark, urban",MW,MPMM,FALSE,,,,,,,
Criosphinx,,,13,18,228,24d10 + 96,N,monstrosity,,,L,18,15,18,16,16,16,,,,,,,8,8,,8,,,,,,,,,,,,8,,,,18,U,30,,,,,,60,,,TRUE,"[""Magic Weapons""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"B, S",,,TRUE,,,,FALSE,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""psychic""]","[""charmed"",""frightened""]","[""understands Common"",""Sphinx""]","C,OTH",,,MW,PSA,FALSE,,,,,,,
Skyswimmer,FALSE,,13,18,216,16d20 + 48,U,monstrosity,,,G,23,15,16,7,12,6,,,,8,,,,,,6,,,,,,,,,,,,,,,,16,,10,,,,,,60,,,TRUE,"[""Amphibious""]",,,,,,TRUE,"[""Multiattack"",""Swallow""]",FALSE,FALSE,"[""blinded"",""restrained""]","A, B, P","[""dexterity""]",,FALSE,,,,FALSE,,,,,,,,,"MW, RCH",GGR,FALSE,,,,,,,
Sunbird,FALSE,,13,17,279,18d20 + 90,U,monstrosity,,,G,28,10,20,13,14,15,7,,7,10,5,,,,,7,,,,,,,,,,,,,,,,17,SD,20,,,,,,120,,,TRUE,"[""Death Burst"",""Flyby"",""Keen Senses""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""grappled"",""restrained""]","F,S","[""dexterity""]",,FALSE,,,,FALSE,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire""]",,"[""Giant Owl"",""understands Common but can't speak it""]","C,CS,GI,OTH",,,"AOE, MW",PSX,FALSE,,,,,,,
The Angry,FALSE,,13,18,255,30d8 + 120,L E,monstrosity,,,M,17,10,19,8,13,6,,,,,,,,,,6,,,,,,,,,,,,,,,,16,D,30,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"P,Y",,,FALSE,,,,FALSE,"[{""cond"":true,""note"":""while in dim light or darkness"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,,"[""Common""]",C,,"underdark, urban",MW,MTF,FALSE,,,,,,TRUE,
Atropal,FALSE,FALSE,13,7,225,18d12 + 108,N E,undead,titan,,H,19,5,22,25,19,24,,,9,11,,,,,,,,,,,,,,,,,,,,,,14,"SD, U",0,,,,,hover,50,,,TRUE,"[""Magic Resistance"",""Turn Resistance""]",,,,,,TRUE,,FALSE,FALSE,"[""exhaustion""]",C N,"[""constitution""]",,TRUE,,,,FALSE,,"[""radiant""]","[""cold"",""necrotic"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks""}]","[""charmed"",""exhaustion"",""frightened"",""poisoned""]","[""understands Celestial but utters only obscene nonsense""]",CE,,,MW,ToA,FALSE,,,,,,,
Devourer,FALSE,,13,16,189,18d10 + 90,C E,undead,,,L,20,12,20,13,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,10,SD,30,,,,,,,,,TRUE,"[""Unusual Nature""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""restrained""]","N,S","[""constitution""]",,FALSE,,,,FALSE,"[""cold"",""fire"",""lightning""]",,"[""poison""]","[""poisoned""]","[""Abyssal"",""telepathy 120 ft.""]","AB,TP",,underdark,"AOE, MW",MPMM,FALSE,,,,,,,
Mask Wight,FALSE,,13,19,207,18d8 + 126,N E,undead,,,M,22,18,24,15,16,18,9,7,8,12,9,11,,,,,,,,,,,,,,,,,,,,13,"D, U",40,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""deafened"",""prone""]","B, N,S,T, Y","[""charisma"",""strength"",""wisdom""]",,FALSE,,,,FALSE,"[""acid"",""cold"",""fire"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]","[""radiant""]","[""necrotic"",""poison""]","[""charmed"",""frightened"",""paralyzed"",""petrified"",""poisoned"",""stunned"",""unconscious""]","[""Abyssal"",""Common"",""Infernal""]","AB,C,I",,planar,"AOE, MW",ToB1-2023,FALSE,,,,,,,
Spectral Cloud,,,13,11,189,18d12 + 72,N,undead,,,H,24,12,18,12,17,16,8,,,,6,,,,,8,,,,,,,,,,,,,,,,18,,0,,,,,hover,40,,,TRUE,"[""Incorporeal Movement""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""incapacitated""]","C,N,O","[""constitution""]",,FALSE,,,,FALSE,"[""cold"",""necrotic"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison"",""thunder""]","[""charmed"",""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained""]","[""Common"",""Giant""]","C,GI",,,"AOE, HPR, MW, RCH",BGG,FALSE,,,,,,,
Vampire,,,13,16,144,17d8 + 68,L E,undead,shapechanger,,M,18,18,18,17,15,18,9,,7,,9,,,,,7,,9,,,,,,,,,,,,,,17,SD,30,,,,,,,,,TRUE,"[""Legendary Resistances"",""Regeneration"",""Shapechanger"",""Spider Climb"",""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""charmed""]","B, N,P","[""wisdom""]",,TRUE,,,,FALSE,"[""necrotic"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,,"[""the languages it knew in life""]",LF,,urban,"HPR, MW",MM,FALSE,,,,,,TRUE,
Zorak Lightdrinker,TRUE,TRUE,13,18,144,17d8 + 68,L E,undead,shapechanger,,M,18,18,18,17,15,18,9,,7,,9,,,,,7,,9,,,,,,,,,,,,,,17,SD,30,,,,,,,,,TRUE,"[""Legendary Resistances"",""Regeneration"",""Shapechanger"",""Spider Climb"",""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""charmed""]","B, N,P","[""wisdom""]",,TRUE,,,,FALSE,"[""necrotic"",""poison"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,,"[""Common"",""Dwarvish""]","C,D",dwarven thrower,,"HPR, MW, RW",WDMM,FALSE,,,,,,,
Greater Shadow Horror,FALSE,FALSE,12,13,170,20d12 + 40,N E,aberration,,,H,14,16,14,2,17,18,,,,,,,,,,7,,11,,,,,,,,,,,,,,17,SD,40,,,,,,,,,TRUE,"[""Incorporeal Movement"",""Legendary Resistances"",""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""frightened""]","N,O,P,S","[""dexterity"",""wisdom""]",,TRUE,,,,FALSE,,"[""radiant""]",,"[""frightened""]",,,,,"AOE, MW",AitFR-THP,FALSE,,,,,,,
Titanoboa,FALSE,,12,14,232,15d20 + 75,U,beast,,,G,26,10,20,3,10,3,,,4,,4,,,,,4,,,,,,,,,,,,,,,,14,B,40,,,,40,,,,40,TRUE,,,,,,,TRUE,"[""Multiattack"",""Swallow""]",FALSE,FALSE,"[""blinded"",""grappled"",""restrained"",""stunned""]","A, B, P","[""constitution"",""wisdom""]",,FALSE,,,,FALSE,,,,,,,,forest,"MW, RCH",ToB1-2023,FALSE,,,,,,,
Alyxian the Callous,TRUE,TRUE,12,17,157,15d10 + 75,L E,celestial,,,L,23,18,21,15,16,20,,,7,9,,10,,,7,7,,,,,,,9,,,,,,,,,17,U,30,,,,,,90,,,TRUE,"[""Legendary Resistances""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""blinded"",""prone"",""restrained""]",R,"[""constitution"",""strength""]",,TRUE,,"[""dexterity"",""wisdom""]",,FALSE,,,"[""radiant""]","[""charmed"",""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""restrained"",""stunned""]","[""Celestial"",""Common"",""Elvish"",""telepathy 120 ft.""]","C,CE,E,TP",,,"AOE, MLW,MW, RW, THW",CRCotN,FALSE,,,,,,,
Ancient Titan,FALSE,,12,15,198,12d20 + 72,N G,celestial,titan,,G,27,13,22,16,16,20,9,,7,10,,,,,,7,,,,,,12,,9,,,,,,,,17,SD,50,,,,,,,,30,TRUE,"[""Amphibious"",""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""prone"",""stunned""]","O,S","[""constitution"",""dexterity""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Giant"",""Primordial"",""telepathy 120 ft.""]","C,GI,P,TP",greatsword,any,"AOE, MLW,MW, RCH",ToB1-2023,FALSE,,,,,,,
Adranach,FALSE,FALSE,12,17,170,20d12 + 40,,construct,,,H,23,16,14,8,14,11,,,,,8,11,,,,7,,,,,,11,,,,,,,,,,17,SD,40,,,,,,60,,,TRUE,"[""Immutable Form"",""Magic Resistance"",""Magic Weapons""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"O,R,S",,,FALSE,,,,FALSE,"[{""special"":""damage from spells""}]",,"[""poison"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from non-magical attacks""}]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""understands the languages spoken by its creator but can't speak""]",CS,,,MW,TDCSR,FALSE,"[""Adranachs""]",,,,TRUE,,
Hoard Golem,FALSE,,12,18,161,14d12 + 70,U,construct,,,H,22,15,20,3,11,1,,,,9,,,,,,4,,,,,,10,,,,,,,,,,14,SD,40,,,,,,,,,TRUE,"[""Immutable Form"",""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"B, O","[""dexterity"",""wisdom""]",,FALSE,,,,FALSE,,,"[""poison"",""psychic"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks that aren't adamantine""}]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""understands the languages of its creator but can't speak""]",CS,,"underdark, urban","AOE, MW, RCH",ToB1-2023,FALSE,,,,,,,
Stone Juggernaut,FALSE,FALSE,12,15,157,15d10 + 75,U,construct,,,L,16,12,15,14,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,10,B,50,,,,,,,,,TRUE,"[""Immutable Form"",""Regeneration"",""Siege Monster""]",,,,,,TRUE,,FALSE,FALSE,"[""prone""]",B,"[""dexterity"",""strength""]",,FALSE,,,,FALSE,,,"[""poison"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks not made with adamantine weapons""}]","[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned"",""prone""]",,,,,MW,ToA,FALSE,,,,,,,
Bakunawa,FALSE,FALSE,12,15,150,12d20 + 24,N,dragon,,,G,21,12,15,14,17,16,,,7,6,5,,,,,,,,,,,,,,,,,,,,,21,"B, SD",20,,,,,,60,,60,TRUE,"[""Amphibious"",""Legendary Resistances""]",,,,,,TRUE,"[""Multiattack"",""Swallow""]",FALSE,FALSE,"[""blinded"",""restrained""]","B, L,P,T","[""constitution"",""dexterity"",""strength""]",,TRUE,,,,FALSE,"[""lightning"",""thunder""]",,,,"[""Celestial"",""Common"",""Draconic""]","C,CE,DR",,,"MW, RCH",JttRC,FALSE,,,,,,,
Dragon Eel,FALSE,,12,18,195,17d12 + 85,N,dragon,,,H,26,12,20,14,13,14,6,6,5,,5,12,,,5,5,,,,5,,12,,,,,,,,,,15,D,20,,,,,,,,60,TRUE,,,,,,,TRUE,"[""Breath Weapon"",""Multiattack""]",FALSE,FALSE,"[""paralyzed""]","B, L,P","[""constitution"",""dexterity"",""strength""]",,FALSE,,,,FALSE,,,"[""lightning""]","[""paralyzed"",""prone""]","[""Common"",""Draconic"",""Primordial""]","C,DR,P",,"coastal, underwater","AOE, MW, RCH",ToB1-2023,FALSE,,,,,,,
Arclight Phoenix,FALSE,,12,16,142,19d8 + 57,C N,elemental,,,M,15,22,17,5,12,7,,,,,10,,,,,,,,,,,,,,,,,,,,,11,D,0,,,,,,120,,,TRUE,"[""Flyby"",""Illumination""]",,,,,,TRUE,,FALSE,FALSE,,"L,O","[""dexterity""]",,FALSE,,,,FALSE,"[""thunder"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""lightning"",""poison""]","[""exhaustion"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""restrained"",""unconscious""]",,,,,"AOE, MW",GGR,FALSE,,,,,,,
Thuellai,FALSE,,12,17,161,14d12 + 70,C N,elemental,,,H,22,24,20,10,11,14,6,4,4,,,,,,,4,,,,,,,,,,,,,,,,14,D,0,,,,,hover,100,,,TRUE,,,,,,,TRUE,"[""Breath Weapon"",""Multiattack""]",FALSE,FALSE,,"C,S","[""constitution"",""dexterity""]",,FALSE,,,,FALSE,"[""lightning"",""thunder"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]","[""fire""]","[""poison""]","[""exhaustion"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained"",""unconscious""]","[""Common"",""Dwarvish"",""Primordial""]","C,D,P",,arctic,"AOE, MW, RCH",ToB1-2023,FALSE,,,,,,,
Ayperobo Swarm,FALSE,FALSE,12,20,130,20d8 + 40,L E,fiend,devil,TRUE,M,3,24,14,8,13,13,5,,,,11,,,,,5,,11,,,,,,5,,,,,,5,,15,"B, SD",5,,,,,hover,60,,,TRUE,"[""Devil's Sight"",""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"N,P","[""constitution""]",,FALSE,,,,FALSE,"[""cold"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""charmed"",""frightened"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained"",""stunned""]","[""Celestial"",""Draconic"",""Infernal"",""telepathy 120 ft.""]","CE,DR,I,TP",,,MW,CoA,FALSE,,,,,,,
Erinyes,,,12,18,153,18d8 + 72,L E,fiend,devil,,M,18,16,18,14,14,18,8,,6,8,7,,,,,,,,,,,,,,,,,,,,,12,U,30,,,,,,60,,,TRUE,"[""Magic Resistance""]",,,,,,TRUE,"[""Multiattack"",""Parry""]",FALSE,TRUE,"[""poisoned""]","I,P,S","[""constitution""]",,FALSE,,,,FALSE,"[""cold"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""poisoned""]","[""Infernal"",""telepathy 120 ft.""]","I,TP","longbow, longsword",,"MLW,MW, RNG, RW",MM,FALSE,,,,,TRUE,TRUE,
Pain Devil (Excruciarch),FALSE,FALSE,12,16,171,18d8 + 90,L E,fiend,devil,,M,18,15,20,11,10,13,,,,9,,8,,,4,4,,,,,,,5,5,,,,,,,,14,SD,30,,,,,,,,,TRUE,"[""Devil's Sight"",""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,TRUE,"[""incapacitated""]","B, S","[""dexterity""]",,FALSE,,,,FALSE,"[""cold"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""poisoned""]","[""Celestial"",""Common"",""Infernal"",""telepathy 120 ft.""]","C,CE,I,TP",,,"MW, RCH",CoA,FALSE,,,,,,,
Relentless Juggernaut,FALSE,,12,17,161,14d10 + 84,,fiend,,,L,22,12,22,8,15,16,7,,6,,5,,,,,6,,,,,,,,,,,,,,6,,16,SD,30,,,,,,,,,TRUE,"[""Legendary Resistances"",""Regeneration"",""Unusual Nature""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""incapacitated"",""prone""]","B, N,P,S","[""dexterity"",""strength""]",,TRUE,,,,FALSE,,,,"[""charmed"",""exhaustion"",""frightened""]","[""understands all languages but can't speak""]","CS,XX",,,MW,VRGR,FALSE,,,,,,,
Slayer,FALSE,FALSE,12,19,136,16d8 + 64,special,fiend,,,M,20,19,18,13,14,14,,5,,,8,,,,,6,,12,,8,,,6,,,,,,,,,16,,40,,,,,,,,,TRUE,"[""Devil's Sight"",""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"I,S",,,FALSE,,,,FALSE,"[{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]",,"[""Languages of the host""]",,,,MW,CoA,FALSE,,,,,,,
Frost Giant Everlasting One,,,12,15,189,14d12 + 98,C E,giant,frost giant,,H,25,9,24,9,10,12,,,4,11,,11,,,,4,,,,,,11,,,,,,,,,,14,D,40,,,,,,,,,TRUE,"[""Regeneration""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"B, S",,,FALSE,,,,FALSE,,,"[""cold""]",,"[""Giant""]",GI,greataxe,"coastal, arctic","MLW,MW, RCH, RW",VGM,FALSE,,,,,,TRUE,
Gug,FALSE,,12,17,230,20d12 + 100,N E,giant,,,H,24,10,21,10,8,14,6,,,9,4,11,,,,3,,4,,,,11,,,,,,,,,,13,SD,40,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack"",""Swallow""]",FALSE,FALSE,"[""blinded"",""grappled"",""prone"",""restrained""]","A, ""B""]","[""constitution"",""dexterity"",""strength""]",,FALSE,,,,FALSE,,,"[""poison""]","[""exhaustion"",""paralyzed"",""poisoned""]","[""Deep Speech"",""Giant"",""Undercommon""]","DS,GI,U",,"planar, underdark","MW, RCH",ToB1-2023,FALSE,,,,,,,
