,name,url,cr,type,size,ac,hp,speed,align,legendary,source,str,dex,con,int,wis,cha,legendary_missing,str_missing,dex_missing,con_missing,int_missing,wis_missing,cha_missing
268,ghost,https://www.aidedd.org/dnd/monstres.php?vo=ghost,7,undead,Medium,11,45,fly,any alignment,0,Monster Manual (SRD),7.0,13.0,10.0,10.0,12.0,17.0,1,0,0,0,0,0,0
269,ghoul,https://www.aidedd.org/dnd/monstres.php?vo=ghoul,4,undead,Medium,12,22,,chaotic evil,0,Monster Manual (SRD),13.0,15.0,10.0,7.0,10.0,6.0,1,0,0,0,0,0,0
270,giant-ape,https://www.aidedd.org/dnd/monstres.php?vo=giant-ape,10,beast,Huge,12,157,,unaligned,0,Monster Manual (SRD),23.0,14.0,18.0,7.0,12.0,7.0,1,0,0,0,0,0,0
271,giant-badger,https://www.aidedd.org/dnd/monstres.php?vo=giant-badger,1,beast,Medium,10,13,,unaligned,0,Monster Manual (SRD),13.0,10.0,15.0,2.0,12.0,5.0,1,0,0,0,0,0,0
272,giant-bat,https://www.aidedd.org/dnd/monstres.php?vo=giant-bat,1,beast,Large,13,22,fly,unaligned,0,Monster Manual (SRD),15.0,16.0,11.0,2.0,12.0,6.0,1,0,0,0,0,0,0
273,giant-boar,https://www.aidedd.org/dnd/monstres.php?vo=giant-boar,5,beast,Large,12,42,,unaligned,0,Monster Manual (SRD),17.0,10.0,16.0,2.0,7.0,5.0,1,0,0,0,0,0,0
274,giant-centipede,https://www.aidedd.org/dnd/monstres.php?vo=giant-centipede,1,beast,Small,13,4,,unaligned,0,Monster Manual (SRD),5.0,14.0,12.0,1.0,7.0,3.0,1,0,0,0,0,0,0
275,giant-constrictor-snake,https://www.aidedd.org/dnd/monstres.php?vo=giant-constrictor-snake,5,beast,Huge,12,60,swim,unaligned,0,Monster Manual (SRD),19.0,14.0,12.0,1.0,10.0,3.0,1,0,0,0,0,0,0
276,giant-crab,https://www.aidedd.org/dnd/monstres.php?vo=giant-crab,0,beast,Medium,15,13,swim,unaligned,0,Monster Manual (SRD),13.0,15.0,11.0,1.0,9.0,3.0,1,0,0,0,0,0,0
277,giant-crocodile,https://www.aidedd.org/dnd/monstres.php?vo=giant-crocodile,8,beast,Huge,14,85,swim,unaligned,0,Monster Manual (SRD),21.0,9.0,17.0,2.0,10.0,7.0,1,0,0,0,0,0,0
278,giant-eagle,https://www.aidedd.org/dnd/monstres.php?vo=giant-eagle,4,beast,Large,13,26,fly,neutral good,0,Monster Manual (SRD),16.0,17.0,13.0,8.0,14.0,10.0,1,0,0,0,0,0,0
279,giant-elk,https://www.aidedd.org/dnd/monstres.php?vo=giant-elk,5,beast,Huge,14,42,,unaligned,0,Monster Manual (SRD),19.0,16.0,14.0,7.0,14.0,10.0,1,0,0,0,0,0,0
280,giant-fire-beetle,https://www.aidedd.org/dnd/monstres.php?vo=giant-fire-beetle,3,beast,Small,13,4,,unaligned,0,Monster Manual (SRD),8.0,10.0,12.0,1.0,7.0,3.0,1,0,0,0,0,0,0
281,giant-four-armed-gargoyle,,13,elemental,Large,17,147,fly,chaotic evil,0,Adventures (Tomb of Annihilation),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
282,giant-frog,https://www.aidedd.org/dnd/monstres.php?vo=giant-frog,1,beast,Medium,11,18,swim,unaligned,0,Monster Manual (SRD),12.0,13.0,11.0,2.0,10.0,3.0,1,0,0,0,0,0,0
283,giant-goat,https://www.aidedd.org/dnd/monstres.php?vo=giant-goat,2,beast,Large,11,19,,unaligned,0,Monster Manual (SRD),17.0,11.0,12.0,3.0,12.0,6.0,1,0,0,0,0,0,0
284,giant-hyena,https://www.aidedd.org/dnd/monstres.php?vo=giant-hyena,4,beast,Large,12,45,,unaligned,0,Monster Manual (SRD),16.0,14.0,14.0,2.0,12.0,7.0,1,0,0,0,0,0,0
285,giant-lizard,https://www.aidedd.org/dnd/monstres.php?vo=giant-lizard,1,beast,Large,12,19,,unaligned,0,Monster Manual (SRD),15.0,12.0,13.0,2.0,10.0,5.0,1,0,0,0,0,0,0
286,giant-octopus,https://www.aidedd.org/dnd/monstres.php?vo=giant-octopus,4,beast,Large,11,52,swim,unaligned,0,Monster Manual (SRD),17.0,13.0,13.0,4.0,10.0,4.0,1,0,0,0,0,0,0
287,giant-owl,https://www.aidedd.org/dnd/monstres.php?vo=giant-owl,1,beast,Large,12,19,fly,neutral,0,Monster Manual (SRD),13.0,15.0,12.0,8.0,13.0,10.0,1,0,0,0,0,0,0
288,giant-poisonous-snake,https://www.aidedd.org/dnd/monstres.php?vo=giant-poisonous-snake,1,beast,Medium,14,11,swim,unaligned,0,Monster Manual (SRD),10.0,18.0,13.0,2.0,10.0,3.0,1,0,0,0,0,0,0
289,giant-rat,https://www.aidedd.org/dnd/monstres.php?vo=giant-rat,0,beast,Small,12,7,,unaligned,0,Monster Manual (SRD),7.0,15.0,11.0,2.0,10.0,4.0,1,0,0,0,0,0,0
290,giant-scorpion,https://www.aidedd.org/dnd/monstres.php?vo=giant-scorpion,6,beast,Large,15,52,,unaligned,0,Monster Manual (SRD),15.0,13.0,15.0,1.0,9.0,3.0,1,0,0,0,0,0,0
291,giant-sea-horse,https://www.aidedd.org/dnd/monstres.php?vo=giant-sea-horse,2,beast,Large,13,16,swim,unaligned,0,Monster Manual (SRD),12.0,15.0,11.0,2.0,12.0,5.0,1,0,0,0,0,0,0
292,giant-shark,https://www.aidedd.org/dnd/monstres.php?vo=giant-shark,8,beast,Huge,13,126,swim,unaligned,0,Monster Manual (SRD),23.0,11.0,21.0,1.0,10.0,5.0,1,0,0,0,0,0,0
293,giant-spider,https://www.aidedd.org/dnd/monstres.php?vo=giant-spider,4,beast,Large,14,26,,unaligned,0,Monster Manual (SRD),14.0,16.0,12.0,2.0,11.0,4.0,1,0,0,0,0,0,0
294,giant-strider,,4,monstrosity,Large,14,22,,neutral evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
295,giant-toad,https://www.aidedd.org/dnd/monstres.php?vo=giant-toad,4,beast,Large,11,39,swim,unaligned,0,Monster Manual (SRD),15.0,13.0,13.0,2.0,10.0,3.0,1,0,0,0,0,0,0
296,giant-two-headed-goat,https://www.aidedd.org/dnd/monstres.php?vo=giant-two-headed-goat,2,beast,Large,11,19,,unaligned,0,Extra (Adventurers League),17.0,11.0,12.0,3.0,12.0,6.0,1,0,0,0,0,0,0
297,giant-vulture,https://www.aidedd.org/dnd/monstres.php?vo=giant-vulture,4,beast,Large,10,22,fly,neutral evil,0,Monster Manual (SRD),15.0,10.0,15.0,6.0,12.0,7.0,1,0,0,0,0,0,0
298,giant-wasp,https://www.aidedd.org/dnd/monstres.php?vo=giant-wasp,2,beast,Medium,12,13,fly,unaligned,0,Monster Manual (SRD),10.0,14.0,10.0,1.0,10.0,3.0,1,0,0,0,0,0,0
299,giant-weasel,https://www.aidedd.org/dnd/monstres.php?vo=giant-weasel,0,beast,Medium,13,9,,unaligned,0,Monster Manual (SRD),11.0,16.0,10.0,4.0,12.0,5.0,1,0,0,0,0,0,0
300,giant-wolf-spider,https://www.aidedd.org/dnd/monstres.php?vo=giant-wolf-spider,1,beast,Medium,13,11,,unaligned,0,Monster Manual (SRD),12.0,16.0,13.0,3.0,12.0,4.0,1,0,0,0,0,0,0
301,gibbering-mouther,https://www.aidedd.org/dnd/monstres.php?vo=gibbering-mouther,5,aberration,Medium,9,67,swim,neutral,0,Monster Manual (SRD),10.0,8.0,16.0,3.0,10.0,6.0,1,0,0,0,0,0,0
302,giff,,6,humanoid,Medium,16,60,,lawful neutral,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
303,girallon,,7,monstrosity,Large,13,59,,unaligned,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
304,githyanki-gish,,13,humanoid (gith),Medium,17,123,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
305,githyanki-kith--rak,,15,humanoid (gith),Medium,18,180,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
306,githyanki-knight,,11,humanoid (gith),Medium,18,91,,lawful evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
307,githyanki-supreme-commander,,17,humanoid (gith),Medium,18,187,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
308,githyanki-warrior,,6,humanoid (gith),Medium,17,49,,lawful evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
309,githzerai-anarch,,19,humanoid (gith),Medium,20,144,fly,lawful neutral,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
310,githzerai-enlightned,,13,humanoid (gith),Medium,18,112,,lawful neutral,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
311,githzerai-monk,,5,humanoid (gith),Medium,14,38,,lawful neutral,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
312,githzerai-zerth,,9,humanoid (gith),Medium,17,84,,lawful neutral,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
313,glabrezu,https://www.aidedd.org/dnd/monstres.php?vo=glabrezu,12,fiend (demon),Large,17,157,,chaotic evil,0,Monster Manual (SRD),20.0,15.0,21.0,19.0,17.0,16.0,1,0,0,0,0,0,0
314,gladiator,https://www.aidedd.org/dnd/monstres.php?vo=gladiator,8,humanoid (any race),Medium,16,112,,any alignment,0,Monster Manual (SRD),18.0,15.0,16.0,10.0,12.0,15.0,1,0,0,0,0,0,0
315,gloom-weaver,,12,humanoid (elf),Medium,14,104,,neutral,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
316,gnoll,https://www.aidedd.org/dnd/monstres.php?vo=gnoll,2,humanoid (gnoll),Medium,15,22,,chaotic evil,0,Monster Manual (SRD),14.0,12.0,11.0,6.0,10.0,7.0,1,0,0,0,0,0,0
317,gnoll-fang-of-yeenoghu,,7,fiend (gnoll),Medium,14,65,,chaotic evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
318,gnoll-flesh-gnawer,,4,humanoid (gnoll),Medium,14,22,,chaotic evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
319,gnoll-hunter,,2,humanoid (gnoll),Medium,13,22,,chaotic evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
320,gnoll-pack-lord,https://www.aidedd.org/dnd/monstres.php?vo=gnoll-pack-lord,5,humanoid (gnoll),Medium,15,49,,chaotic evil,0,Monster Manual (BR),16.0,14.0,13.0,8.0,11.0,9.0,1,0,0,0,0,0,0
321,gnoll-witherling,,1,undead,Medium,12,11,,chaotic evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
322,goat,https://www.aidedd.org/dnd/monstres.php?vo=goat,3,beast,Medium,10,4,,unaligned,0,Monster Manual (SRD),12.0,10.0,11.0,2.0,10.0,5.0,1,0,0,0,0,0,0
323,goblin,https://www.aidedd.org/dnd/monstres.php?vo=goblin,1,humanoid (goblinoid),Small,15,7,,neutral evil,0,Monster Manual (SRD),8.0,14.0,10.0,10.0,8.0,8.0,1,0,0,0,0,0,0
324,goblin-boss,,4,humanoid (goblinoid),Small,17,21,,neutral evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
325,gold-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=gold-dragon-wyrmling,6,dragon,Medium,17,60,"fly, swim",lawful good,0,Monster Manual (SRD),19.0,14.0,17.0,14.0,11.0,16.0,1,0,0,0,0,0,0
326,gorgon,https://www.aidedd.org/dnd/monstres.php?vo=gorgon,8,monstrosity,Large,19,114,,unaligned,0,Monster Manual (SRD),20.0,11.0,18.0,2.0,12.0,7.0,1,0,0,0,0,0,0
327,goristro,,20,fiend (demon),Huge,19,310,,chaotic evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
328,gray-ooze,https://www.aidedd.org/dnd/monstres.php?vo=gray-ooze,2,ooze,Medium,8,22,,unaligned,0,Monster Manual (SRD),12.0,6.0,16.0,1.0,6.0,2.0,1,0,0,0,0,0,0
329,gray-render,,15,monstrosity,Large,19,189,,chaotic neutral,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
330,gray-slaad,,12,aberration (shapechanger),Medium,18,127,,chaotic neutral,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
331,graz-zt,,27,"fiend (demon, shapechanger)",Large,20,346,,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
332,green-abishai,,18,fiend (devil),Medium,18,187,fly,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
333,green-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=green-dragon-wyrmling,5,dragon,Medium,17,38,"fly, swim",lawful evil,0,Monster Manual (SRD),15.0,12.0,13.0,14.0,11.0,13.0,1,0,0,0,0,0,0
334,green-hag,https://www.aidedd.org/dnd/monstres.php?vo=green-hag,6,fey,Medium,17,82,,neutral evil,0,Monster Manual (SRD),18.0,12.0,16.0,13.0,14.0,14.0,1,0,0,0,0,0,0
335,green-slaad,,11,aberration (shapechanger),Large,16,127,,chaotic neutral,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
336,grell,https://www.aidedd.org/dnd/monstres.php?vo=grell,6,aberration,Medium,12,55,fly,neutral evil,0,Monster Manual (BR),15.0,14.0,13.0,12.0,11.0,9.0,1,0,0,0,0,0,0
337,grick,https://www.aidedd.org/dnd/monstres.php?vo=grick,5,monstrosity,Medium,14,27,,neutral,0,Monster Manual (SRD),14.0,14.0,11.0,3.0,14.0,5.0,1,0,0,0,0,0,0
338,grick-alpha,,10,monstrosity,Large,18,75,,neutral,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
339,griffon,https://www.aidedd.org/dnd/monstres.php?vo=griffon,5,monstrosity,Large,12,59,fly,unaligned,0,Monster Manual (SRD),18.0,15.0,16.0,2.0,13.0,8.0,1,0,0,0,0,0,0
340,grimlock,https://www.aidedd.org/dnd/monstres.php?vo=grimlock,1,humanoid (grimlock),Medium,11,11,,neutral evil,0,Monster Manual (SRD),16.0,12.0,12.0,9.0,8.0,6.0,1,0,0,0,0,0,0
341,grung,,1,humanoid (grung),Small,12,11,,lawful evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
342,grung-elite-warrior,,5,humanoid (grung),Small,13,49,,lawful evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
343,grung-wildling,,4,humanoid (grung),Small,13,27,,lawful evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
344,guard,https://www.aidedd.org/dnd/monstres.php?vo=guard,0,humanoid (any race),Medium,16,11,,any alignment,0,Monster Manual (SRD),13.0,12.0,12.0,10.0,11.0,10.0,1,0,0,0,0,0,0
345,guard-drake,,5,dragon,Medium,14,52,,unaligned,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
346,guardian-naga,https://www.aidedd.org/dnd/monstres.php?vo=guardian-naga,13,monstrosity,Large,18,127,,lawful good,0,Monster Manual (SRD),19.0,18.0,16.0,16.0,19.0,18.0,1,0,0,0,0,0,0
347,gynosphinx,https://www.aidedd.org/dnd/monstres.php?vo=gynosphinx,14,monstrosity,Large,17,136,fly,lawful neutral,1,Monster Manual (SRD),18.0,15.0,16.0,18.0,18.0,18.0,0,0,0,0,0,0,0
348,halaster-blackcloak,,26,humanoid (human),Medium,14,246,,chaotic evil,0,Adventures (Dungeon of the Mad Mage),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
349,half-ogre,https://www.aidedd.org/dnd/monstres.php?vo=half-ogre,4,giant,Large,12,30,,any chaotic alignment,0,Monster Manual (BR),17.0,10.0,14.0,7.0,9.0,10.0,1,0,0,0,0,0,0
350,half-red-dragon-veteran,https://www.aidedd.org/dnd/monstres.php?vo=half-red-dragon-veteran,8,humanoid (human),Medium,18,65,,any alignment,0,Monster Manual (BR),16.0,13.0,14.0,10.0,11.0,10.0,1,0,0,0,0,0,0
351,harpy,https://www.aidedd.org/dnd/monstres.php?vo=harpy,4,monstrosity,Medium,11,38,fly,chaotic evil,0,Monster Manual (SRD),12.0,13.0,12.0,7.0,10.0,13.0,1,0,0,0,0,0,0
352,hawk,https://www.aidedd.org/dnd/monstres.php?vo=hawk,3,beast,Tiny,13,1,fly,unaligned,0,Monster Manual (SRD),5.0,16.0,8.0,2.0,14.0,6.0,1,0,0,0,0,0,0
353,hell-hound,https://www.aidedd.org/dnd/monstres.php?vo=hell-hound,6,fiend,Medium,15,45,,lawful evil,0,Monster Manual (SRD),17.0,12.0,14.0,6.0,13.0,6.0,1,0,0,0,0,0,0
354,hellfire-engine,,19,construct,Huge,18,216,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
355,hellwasp,,8,fiend,Large,19,52,fly,lawful evil,0,Adventures (Descent into Avernus),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
356,helmed-horror,https://www.aidedd.org/dnd/monstres.php?vo=helmed-horror,7,construct,Medium,20,60,fly,neutral,0,Monster Manual (BR),18.0,13.0,16.0,10.0,10.0,10.0,1,0,0,0,0,0,0
357,hezrou,https://www.aidedd.org/dnd/monstres.php?vo=hezrou,11,fiend (demon),Large,16,136,,chaotic evil,0,Monster Manual (SRD),19.0,17.0,20.0,5.0,12.0,13.0,1,0,0,0,0,0,0
358,hill-giant,https://www.aidedd.org/dnd/monstres.php?vo=hill-giant,8,giant,Huge,13,105,,chaotic evil,0,Monster Manual (SRD),21.0,8.0,19.0,5.0,9.0,6.0,1,0,0,0,0,0,0
359,hippogriff,https://www.aidedd.org/dnd/monstres.php?vo=hippogriff,4,monstrosity,Large,11,19,fly,unaligned,0,Monster Manual (SRD),17.0,13.0,13.0,2.0,12.0,8.0,1,0,0,0,0,0,0
360,hobgoblin,https://www.aidedd.org/dnd/monstres.php?vo=hobgoblin,2,humanoid (goblinoid),Medium,18,11,,lawful evil,0,Monster Manual (SRD),13.0,12.0,12.0,10.0,10.0,9.0,1,0,0,0,0,0,0
361,hobgoblin-captain,https://www.aidedd.org/dnd/monstres.php?vo=hobgoblin-captain,6,humanoid (goblinoid),Medium,17,39,,lawful evil,0,Monster Manual (BR),15.0,14.0,14.0,12.0,10.0,13.0,1,0,0,0,0,0,0
362,hobgoblin-devastator,,7,humanoid (goblinoid),Medium,13,45,,lawful evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
363,hobgoblin-iron-shadow,https://www.aidedd.org/dnd/monstres.php?vo=hobgoblin-iron-shadow,5,humanoid (goblinoid),Medium,15,32,,lawful evil,0,Volo's Guide to Monsters,14.0,16.0,15.0,14.0,15.0,11.0,1,0,0,0,0,0,0
364,hobgoblin-warlord,,9,humanoid (goblinoid),Medium,20,97,,lawful evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
365,homunculus,https://www.aidedd.org/dnd/monstres.php?vo=homunculus,3,construct,Tiny,13,5,fly,neutral,0,Monster Manual (SRD),4.0,15.0,11.0,10.0,10.0,7.0,1,0,0,0,0,0,0
366,hook-horror,https://www.aidedd.org/dnd/monstres.php?vo=hook-horror,6,monstrosity,Large,15,75,,neutral,0,Monster Manual (BR),18.0,10.0,15.0,6.0,12.0,7.0,1,0,0,0,0,0,0
367,horned-devil,https://www.aidedd.org/dnd/monstres.php?vo=horned-devil,14,fiend (devil),Large,18,178,fly,lawful evil,0,Monster Manual (SRD),22.0,17.0,21.0,12.0,16.0,17.0,1,0,0,0,0,0,0
368,howler,,11,fiend,Large,16,90,,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
369,hulking-crab,,8,beast,Huge,17,76,swim,unaligned,0,Adventures (Storm King's Thunder),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
370,hunter-shark,https://www.aidedd.org/dnd/monstres.php?vo=hunter-shark,5,beast,Large,12,45,swim,unaligned,0,Monster Manual (SRD),18.0,13.0,15.0,1.0,10.0,4.0,1,0,0,0,0,0,0
371,hutijin,,24,fiend (devil),Large,19,200,fly,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
372,hydra,https://www.aidedd.org/dnd/monstres.php?vo=hydra,11,monstrosity,Huge,15,172,swim,unaligned,0,Monster Manual (SRD),20.0,12.0,20.0,2.0,10.0,7.0,1,0,0,0,0,0,0
373,hydroloth,,12,fiend (yugoloth),Medium,15,135,swim,neutral evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
374,hyena,https://www.aidedd.org/dnd/monstres.php?vo=hyena,3,beast,Medium,11,5,,unaligned,0,Monster Manual (SRD),11.0,13.0,12.0,2.0,12.0,5.0,1,0,0,0,0,0,0
375,ice-devil,https://www.aidedd.org/dnd/monstres.php?vo=ice-devil,17,fiend (devil),Large,18,180,,lawful evil,0,Monster Manual (SRD),21.0,14.0,18.0,18.0,15.0,18.0,1,0,0,0,0,0,0
376,ice-mephit,https://www.aidedd.org/dnd/monstres.php?vo=ice-mephit,2,elemental,Small,11,21,fly,neutral evil,0,Monster Manual (SRD),7.0,13.0,10.0,9.0,11.0,12.0,1,0,0,0,0,0,0
377,ice-toad,,4,monstrosity,Medium,12,32,swim,neutral,0,Adventures (Tyranny of Dragons),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
378,illusionist,,6,humanoid (any race),Medium,12,38,,any alignment,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
379,imix,,22,elemental,Huge,17,325,fly,neutral evil,0,Adventures (Princes of the Apocalypse),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
380,imp,https://www.aidedd.org/dnd/monstres.php?vo=imp,4,"fiend (devil, shapechanger)",Tiny,13,10,fly,lawful evil,0,Monster Manual (SRD),6.0,17.0,13.0,11.0,12.0,14.0,1,0,0,0,0,0,0
381,intellect-devourer,,5,aberration,Tiny,12,21,,lawful evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
382,invisible-stalker,https://www.aidedd.org/dnd/monstres.php?vo=invisible-stalker,9,elemental,Medium,14,104,fly,neutral,0,Monster Manual (SRD),16.0,19.0,14.0,10.0,15.0,11.0,1,0,0,0,0,0,0
383,iron-cobra,,7,construct,Medium,13,45,,unaligned,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
384,iron-consul,,5,humanoid (human),Medium,16,45,,lawful evil,0,Adventures (Descent into Avernus),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
385,iron-golem,https://www.aidedd.org/dnd/monstres.php?vo=iron-golem,19,construct,Large,20,210,,unaligned,0,Monster Manual (SRD),24.0,9.0,20.0,3.0,11.0,1.0,1,0,0,0,0,0,0
386,jackal,https://www.aidedd.org/dnd/monstres.php?vo=jackal,3,beast,Small,12,3,,unaligned,0,Monster Manual (SRD),8.0,15.0,11.0,3.0,12.0,6.0,1,0,0,0,0,0,0
387,jackalwere,https://www.aidedd.org/dnd/monstres.php?vo=jackalwere,2,humanoid (shapechanger),Medium,12,18,,chaotic evil,0,Monster Manual (BR),11.0,15.0,11.0,13.0,11.0,10.0,1,0,0,0,0,0,0
388,jaculi,,2,beast,Large,14,16,,unaligned,0,Adventures (Tomb of Annihilation),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
389,jarlaxle-baenre,,18,humanoid (elf),Medium,24,123,,chaotic neutral,0,Adventures (Dragon Heist),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
390,juiblex,,26,fiend (demon),Huge,18,350,,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
391,kamadan,,7,monstrosity,Large,13,67,,unaligned,0,Adventures (Tomb of Annihilation),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
392,kenku,https://www.aidedd.org/dnd/monstres.php?vo=kenku,1,humanoid (kenku),Medium,13,13,,chaotic neutral,0,Monster Manual (BR),10.0,16.0,10.0,11.0,10.0,10.0,1,0,0,0,0,0,0
393,ki-rin,,15,celestial,Huge,20,152,fly,lawful good,1,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,1,1,1,1
394,killer-whale,https://www.aidedd.org/dnd/monstres.php?vo=killer-whale,6,beast,Huge,12,90,swim,unaligned,0,Monster Manual (SRD),19.0,10.0,13.0,3.0,12.0,7.0,1,0,0,0,0,0,0
395,knight,https://www.aidedd.org/dnd/monstres.php?vo=knight,6,humanoid (any race),Medium,18,52,,any alignment,0,Monster Manual (SRD),16.0,11.0,14.0,11.0,11.0,15.0,1,0,0,0,0,0,0
396,kobold,https://www.aidedd.org/dnd/monstres.php?vo=kobold,0,humanoid (kobold),Small,12,5,,lawful evil,0,Monster Manual (SRD),7.0,15.0,9.0,8.0,7.0,8.0,1,0,0,0,0,0,0
397,kobold-dragonshield,,4,humanoid (kobold),Small,15,44,,lawful evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
398,kobold-inventor,https://www.aidedd.org/dnd/monstres.php?vo=kobold-inventor,1,humanoid (kobold),Small,12,13,,lawful evil,0,Volo's Guide to Monsters,7.0,15.0,12.0,8.0,7.0,8.0,1,0,0,0,0,0,0
399,kobold-scale-sorcerer,,4,humanoid (kobold),Small,15,27,,lawful evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
