,name,url,cr,type,size,ac,hp,speed,align,legendary,source,str,dex,con,int,wis,cha
315,gloom-weaver,0,9,humanoid (elf),Medium,14,104,0,neutral,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
316,gnoll,https://www.aidedd.org/dnd/monstres.php?vo=gnoll,1/2,humanoid (gnoll),Medium,15,22,0,chaotic evil,0,Monster Manual (SRD),14.0,12.0,11.0,6.0,10.0,7.0
317,gnoll-fang-of-yeenoghu,0,4,fiend (gnoll),Medium,14,65,0,chaotic evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
318,gnoll-flesh-gnawer,0,1,humanoid (gnoll),Medium,14,22,0,chaotic evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
319,gnoll-hunter,0,1/2,humanoid (gnoll),Medium,13,22,0,chaotic evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
320,gnoll-pack-lord,https://www.aidedd.org/dnd/monstres.php?vo=gnoll-pack-lord,2,humanoid (gnoll),Medium,15,49,0,chaotic evil,0,Monster Manual (BR),16.0,14.0,13.0,8.0,11.0,9.0
321,gnoll-witherling,0,1/4,undead,Medium,12,11,0,chaotic evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
322,goat,https://www.aidedd.org/dnd/monstres.php?vo=goat,0,beast,Medium,10,4,0,unaligned,0,Monster Manual (SRD),12.0,10.0,11.0,2.0,10.0,5.0
323,goblin,https://www.aidedd.org/dnd/monstres.php?vo=goblin,1/4,humanoid (goblinoid),Small,15,7,0,neutral evil,0,Monster Manual (SRD),8.0,14.0,10.0,10.0,8.0,8.0
324,goblin-boss,0,1,humanoid (goblinoid),Small,17,21,0,neutral evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
325,gold-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=gold-dragon-wyrmling,3,dragon,Medium,17,60,"fly, swim",lawful good,0,Monster Manual (SRD),19.0,14.0,17.0,14.0,11.0,16.0
326,gorgon,https://www.aidedd.org/dnd/monstres.php?vo=gorgon,5,monstrosity,Large,19,114,0,unaligned,0,Monster Manual (SRD),20.0,11.0,18.0,2.0,12.0,7.0
327,goristro,0,17,fiend (demon),Huge,19,310,0,chaotic evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
328,gray-ooze,https://www.aidedd.org/dnd/monstres.php?vo=gray-ooze,1/2,ooze,Medium,8,22,0,unaligned,0,Monster Manual (SRD),12.0,6.0,16.0,1.0,6.0,2.0
329,gray-render,0,12,monstrosity,Large,19,189,0,chaotic neutral,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
330,gray-slaad,0,9,aberration (shapechanger),Medium,18,127,0,chaotic neutral,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
331,graz-zt,0,24,"fiend (demon, shapechanger)",Large,20,346,0,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
332,green-abishai,0,15,fiend (devil),Medium,18,187,fly,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
333,green-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=green-dragon-wyrmling,2,dragon,Medium,17,38,"fly, swim",lawful evil,0,Monster Manual (SRD),15.0,12.0,13.0,14.0,11.0,13.0
334,green-hag,https://www.aidedd.org/dnd/monstres.php?vo=green-hag,3,fey,Medium,17,82,0,neutral evil,0,Monster Manual (SRD),18.0,12.0,16.0,13.0,14.0,14.0
335,green-slaad,0,8,aberration (shapechanger),Large,16,127,0,chaotic neutral,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
336,grell,https://www.aidedd.org/dnd/monstres.php?vo=grell,3,aberration,Medium,12,55,fly,neutral evil,0,Monster Manual (BR),15.0,14.0,13.0,12.0,11.0,9.0
337,grick,https://www.aidedd.org/dnd/monstres.php?vo=grick,2,monstrosity,Medium,14,27,0,neutral,0,Monster Manual (SRD),14.0,14.0,11.0,3.0,14.0,5.0
338,grick-alpha,0,7,monstrosity,Large,18,75,0,neutral,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
339,griffon,https://www.aidedd.org/dnd/monstres.php?vo=griffon,2,monstrosity,Large,12,59,fly,unaligned,0,Monster Manual (SRD),18.0,15.0,16.0,2.0,13.0,8.0
340,grimlock,https://www.aidedd.org/dnd/monstres.php?vo=grimlock,1/4,humanoid (grimlock),Medium,11,11,0,neutral evil,0,Monster Manual (SRD),16.0,12.0,12.0,9.0,8.0,6.0
341,grung,0,1/4,humanoid (grung),Small,12,11,0,lawful evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
342,grung-elite-warrior,0,2,humanoid (grung),Small,13,49,0,lawful evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
343,grung-wildling,0,1,humanoid (grung),Small,13,27,0,lawful evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
344,guard,https://www.aidedd.org/dnd/monstres.php?vo=guard,1/8,humanoid (any race),Medium,16,11,0,any alignment,0,Monster Manual (SRD),13.0,12.0,12.0,10.0,11.0,10.0
345,guard-drake,0,2,dragon,Medium,14,52,0,unaligned,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
346,guardian-naga,https://www.aidedd.org/dnd/monstres.php?vo=guardian-naga,10,monstrosity,Large,18,127,0,lawful good,0,Monster Manual (SRD),19.0,18.0,16.0,16.0,19.0,18.0
347,gynosphinx,https://www.aidedd.org/dnd/monstres.php?vo=gynosphinx,11,monstrosity,Large,17,136,fly,lawful neutral,Legendary,Monster Manual (SRD),18.0,15.0,16.0,18.0,18.0,18.0
348,halaster-blackcloak,0,23,humanoid (human),Medium,14,246,0,chaotic evil,0,Adventures (Dungeon of the Mad Mage),0.0,0.0,0.0,0.0,0.0,0.0
349,half-ogre,https://www.aidedd.org/dnd/monstres.php?vo=half-ogre,1,giant,Large,12,30,0,any chaotic alignment,0,Monster Manual (BR),17.0,10.0,14.0,7.0,9.0,10.0
350,half-red-dragon-veteran,https://www.aidedd.org/dnd/monstres.php?vo=half-red-dragon-veteran,5,humanoid (human),Medium,18,65,0,any alignment,0,Monster Manual (BR),16.0,13.0,14.0,10.0,11.0,10.0
351,harpy,https://www.aidedd.org/dnd/monstres.php?vo=harpy,1,monstrosity,Medium,11,38,fly,chaotic evil,0,Monster Manual (SRD),12.0,13.0,12.0,7.0,10.0,13.0
352,hawk,https://www.aidedd.org/dnd/monstres.php?vo=hawk,0,beast,Tiny,13,1,fly,unaligned,0,Monster Manual (SRD),5.0,16.0,8.0,2.0,14.0,6.0
353,hell-hound,https://www.aidedd.org/dnd/monstres.php?vo=hell-hound,3,fiend,Medium,15,45,0,lawful evil,0,Monster Manual (SRD),17.0,12.0,14.0,6.0,13.0,6.0
354,hellfire-engine,0,16,construct,Huge,18,216,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
355,hellwasp,0,5,fiend,Large,19,52,fly,lawful evil,0,Adventures (Descent into Avernus),0.0,0.0,0.0,0.0,0.0,0.0
356,helmed-horror,https://www.aidedd.org/dnd/monstres.php?vo=helmed-horror,4,construct,Medium,20,60,fly,neutral,0,Monster Manual (BR),18.0,13.0,16.0,10.0,10.0,10.0
357,hezrou,https://www.aidedd.org/dnd/monstres.php?vo=hezrou,8,fiend (demon),Large,16,136,0,chaotic evil,0,Monster Manual (SRD),19.0,17.0,20.0,5.0,12.0,13.0
358,hill-giant,https://www.aidedd.org/dnd/monstres.php?vo=hill-giant,5,giant,Huge,13,105,0,chaotic evil,0,Monster Manual (SRD),21.0,8.0,19.0,5.0,9.0,6.0
359,hippogriff,https://www.aidedd.org/dnd/monstres.php?vo=hippogriff,1,monstrosity,Large,11,19,fly,unaligned,0,Monster Manual (SRD),17.0,13.0,13.0,2.0,12.0,8.0
360,hobgoblin,https://www.aidedd.org/dnd/monstres.php?vo=hobgoblin,1/2,humanoid (goblinoid),Medium,18,11,0,lawful evil,0,Monster Manual (SRD),13.0,12.0,12.0,10.0,10.0,9.0
361,hobgoblin-captain,https://www.aidedd.org/dnd/monstres.php?vo=hobgoblin-captain,3,humanoid (goblinoid),Medium,17,39,0,lawful evil,0,Monster Manual (BR),15.0,14.0,14.0,12.0,10.0,13.0
362,hobgoblin-devastator,0,4,humanoid (goblinoid),Medium,13,45,0,lawful evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
363,hobgoblin-iron-shadow,https://www.aidedd.org/dnd/monstres.php?vo=hobgoblin-iron-shadow,2,humanoid (goblinoid),Medium,15,32,0,lawful evil,0,Volo's Guide to Monsters,14.0,16.0,15.0,14.0,15.0,11.0
364,hobgoblin-warlord,0,6,humanoid (goblinoid),Medium,20,97,0,lawful evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
365,homunculus,https://www.aidedd.org/dnd/monstres.php?vo=homunculus,0,construct,Tiny,13,5,fly,neutral,0,Monster Manual (SRD),4.0,15.0,11.0,10.0,10.0,7.0
366,hook-horror,https://www.aidedd.org/dnd/monstres.php?vo=hook-horror,3,monstrosity,Large,15,75,0,neutral,0,Monster Manual (BR),18.0,10.0,15.0,6.0,12.0,7.0
367,horned-devil,https://www.aidedd.org/dnd/monstres.php?vo=horned-devil,11,fiend (devil),Large,18,178,fly,lawful evil,0,Monster Manual (SRD),22.0,17.0,21.0,12.0,16.0,17.0
368,howler,0,8,fiend,Large,16,90,0,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
369,hulking-crab,0,5,beast,Huge,17,76,swim,unaligned,0,Adventures (Storm King's Thunder),0.0,0.0,0.0,0.0,0.0,0.0
370,hunter-shark,https://www.aidedd.org/dnd/monstres.php?vo=hunter-shark,2,beast,Large,12,45,swim,unaligned,0,Monster Manual (SRD),18.0,13.0,15.0,1.0,10.0,4.0
371,hutijin,0,21,fiend (devil),Large,19,200,fly,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
372,hydra,https://www.aidedd.org/dnd/monstres.php?vo=hydra,8,monstrosity,Huge,15,172,swim,unaligned,0,Monster Manual (SRD),20.0,12.0,20.0,2.0,10.0,7.0
373,hydroloth,0,9,fiend (yugoloth),Medium,15,135,swim,neutral evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
374,hyena,https://www.aidedd.org/dnd/monstres.php?vo=hyena,0,beast,Medium,11,5,0,unaligned,0,Monster Manual (SRD),11.0,13.0,12.0,2.0,12.0,5.0
375,ice-devil,https://www.aidedd.org/dnd/monstres.php?vo=ice-devil,14,fiend (devil),Large,18,180,0,lawful evil,0,Monster Manual (SRD),21.0,14.0,18.0,18.0,15.0,18.0
376,ice-mephit,https://www.aidedd.org/dnd/monstres.php?vo=ice-mephit,1/2,elemental,Small,11,21,fly,neutral evil,0,Monster Manual (SRD),7.0,13.0,10.0,9.0,11.0,12.0
377,ice-toad,0,1,monstrosity,Medium,12,32,swim,neutral,0,Adventures (Tyranny of Dragons),0.0,0.0,0.0,0.0,0.0,0.0
378,illusionist,0,3,humanoid (any race),Medium,12,38,0,any alignment,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
379,imix,0,19,elemental,Huge,17,325,fly,neutral evil,0,Adventures (Princes of the Apocalypse),0.0,0.0,0.0,0.0,0.0,0.0
380,imp,https://www.aidedd.org/dnd/monstres.php?vo=imp,1,"fiend (devil, shapechanger)",Tiny,13,10,fly,lawful evil,0,Monster Manual (SRD),6.0,17.0,13.0,11.0,12.0,14.0
381,intellect-devourer,0,2,aberration,Tiny,12,21,0,lawful evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
382,invisible-stalker,https://www.aidedd.org/dnd/monstres.php?vo=invisible-stalker,6,elemental,Medium,14,104,fly,neutral,0,Monster Manual (SRD),16.0,19.0,14.0,10.0,15.0,11.0
383,iron-cobra,0,4,construct,Medium,13,45,0,unaligned,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
384,iron-consul,0,2,humanoid (human),Medium,16,45,0,lawful evil,0,Adventures (Descent into Avernus),0.0,0.0,0.0,0.0,0.0,0.0
385,iron-golem,https://www.aidedd.org/dnd/monstres.php?vo=iron-golem,16,construct,Large,20,210,0,unaligned,0,Monster Manual (SRD),24.0,9.0,20.0,3.0,11.0,1.0
386,jackal,https://www.aidedd.org/dnd/monstres.php?vo=jackal,0,beast,Small,12,3,0,unaligned,0,Monster Manual (SRD),8.0,15.0,11.0,3.0,12.0,6.0
387,jackalwere,https://www.aidedd.org/dnd/monstres.php?vo=jackalwere,1/2,humanoid (shapechanger),Medium,12,18,0,chaotic evil,0,Monster Manual (BR),11.0,15.0,11.0,13.0,11.0,10.0
388,jaculi,0,1/2,beast,Large,14,16,0,unaligned,0,Adventures (Tomb of Annihilation),0.0,0.0,0.0,0.0,0.0,0.0
389,jarlaxle-baenre,0,15,humanoid (elf),Medium,24,123,0,chaotic neutral,0,Adventures (Dragon Heist),0.0,0.0,0.0,0.0,0.0,0.0
390,juiblex,0,23,fiend (demon),Huge,18,350,0,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
391,kamadan,0,4,monstrosity,Large,13,67,0,unaligned,0,Adventures (Tomb of Annihilation),0.0,0.0,0.0,0.0,0.0,0.0
392,kenku,https://www.aidedd.org/dnd/monstres.php?vo=kenku,1/4,humanoid (kenku),Medium,13,13,0,chaotic neutral,0,Monster Manual (BR),10.0,16.0,10.0,11.0,10.0,10.0
393,ki-rin,0,12,celestial,Huge,20,152,fly,lawful good,Legendary,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
394,killer-whale,https://www.aidedd.org/dnd/monstres.php?vo=killer-whale,3,beast,Huge,12,90,swim,unaligned,0,Monster Manual (SRD),19.0,10.0,13.0,3.0,12.0,7.0
395,knight,https://www.aidedd.org/dnd/monstres.php?vo=knight,3,humanoid (any race),Medium,18,52,0,any alignment,0,Monster Manual (SRD),16.0,11.0,14.0,11.0,11.0,15.0
396,kobold,https://www.aidedd.org/dnd/monstres.php?vo=kobold,1/8,humanoid (kobold),Small,12,5,0,lawful evil,0,Monster Manual (SRD),7.0,15.0,9.0,8.0,7.0,8.0
397,kobold-dragonshield,0,1,humanoid (kobold),Small,15,44,0,lawful evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
398,kobold-inventor,https://www.aidedd.org/dnd/monstres.php?vo=kobold-inventor,1/4,humanoid (kobold),Small,12,13,0,lawful evil,0,Volo's Guide to Monsters,7.0,15.0,12.0,8.0,7.0,8.0
399,kobold-scale-sorcerer,0,1,humanoid (kobold),Small,15,27,0,lawful evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
400,korred,0,7,fey,Small,17,102,0,chaotic neutral,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
401,kraken,https://www.aidedd.org/dnd/monstres.php?vo=kraken,23,monstrosity (titan),Gargantuan,18,472,swim,chaotic evil,Legendary,Monster Manual (SRD),30.0,11.0,25.0,22.0,18.0,20.0
402,kraken-priest,0,5,humanoid (any race),Medium,10,75,swim,any evil alignment,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
403,kruthik-hive-lord,0,5,monstrosity,Large,20,102,0,unaligned,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
404,kuo-toa,https://www.aidedd.org/dnd/monstres.php?vo=kuo-toa,1/4,humanoid (kuo-toa),Medium,13,18,swim,neutral evil,0,Monster Manual (BR),13.0,10.0,11.0,11.0,10.0,8.0
405,kuo-toa-archpriest,https://www.aidedd.org/dnd/monstres.php?vo=kuo-toa-archpriest,6,humanoid (kuo-toa),Medium,13,97,swim,neutral evil,0,Monster Manual (BR),16.0,14.0,16.0,13.0,16.0,14.0
406,kuo-toa-whip,https://www.aidedd.org/dnd/monstres.php?vo=kuo-toa-whip,1,humanoid (kuo-toa),Medium,11,65,swim,neutral evil,0,Monster Manual (BR),14.0,10.0,14.0,12.0,14.0,11.0
407,laeral-silverhand,https://www.aidedd.org/dnd/monstres.php?vo=laeral-silverhand,17,humanoid (human),Medium,18,228,0,chaotic good,0,Adventures (Dragon Heist),13.0,17.0,20.0,20.0,20.0,19.0
408,lamia,https://www.aidedd.org/dnd/monstres.php?vo=lamia,4,monstrosity,Large,13,97,0,chaotic evil,0,Monster Manual (SRD),16.0,13.0,15.0,14.0,15.0,16.0
409,lemure,https://www.aidedd.org/dnd/monstres.php?vo=lemure,0,fiend (devil),Medium,7,13,0,lawful evil,0,Monster Manual (SRD),10.0,5.0,11.0,1.0,11.0,3.0
410,leucrotta,0,3,monstrosity,Large,14,67,0,chaotic evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
411,leviathan,0,20,elemental,Gargantuan,17,328,swim,neutral,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
412,lich,https://www.aidedd.org/dnd/monstres.php?vo=lich,21,undead,Medium,17,135,0,any evil alignment,Legendary,Monster Manual (SRD),11.0,16.0,16.0,20.0,14.0,16.0
413,lion,https://www.aidedd.org/dnd/monstres.php?vo=lion,1,beast,Large,12,26,0,unaligned,0,Monster Manual (SRD),17.0,15.0,13.0,3.0,12.0,8.0
414,lizard,https://www.aidedd.org/dnd/monstres.php?vo=lizard,0,beast,Tiny,10,2,0,unaligned,0,Monster Manual (SRD),2.0,11.0,10.0,1.0,8.0,3.0
415,lizard-king-queen,https://www.aidedd.org/dnd/monstres.php?vo=lizard-king-queen,4,humanoid (lizardfolk),Medium,15,78,swim,chaotic evil,0,Monster Manual (BR),17.0,12.0,15.0,11.0,11.0,15.0
416,lizardfolk,https://www.aidedd.org/dnd/monstres.php?vo=lizardfolk,1/2,humanoid (lizardfolk),Medium,15,22,swim,neutral,0,Monster Manual (SRD),15.0,10.0,13.0,7.0,12.0,7.0
417,lizardfolk-shaman,https://www.aidedd.org/dnd/monstres.php?vo=lizardfolk-shaman,2,humanoid (lizardfolk),Medium,13,27,swim,neutral,0,Monster Manual (BR),15.0,10.0,13.0,10.0,15.0,8.0
418,mage,https://www.aidedd.org/dnd/monstres.php?vo=mage,6,humanoid (any race),Medium,12,40,0,any alignment,0,Monster Manual (SRD),9.0,14.0,11.0,17.0,12.0,11.0
419,magma-mephit,https://www.aidedd.org/dnd/monstres.php?vo=magma-mephit,1/2,elemental,Small,11,22,fly,neutral evil,0,Monster Manual (SRD),8.0,12.0,12.0,7.0,10.0,10.0
420,magmin,https://www.aidedd.org/dnd/monstres.php?vo=magmin,1/2,elemental,Small,14,9,0,chaotic neutral,0,Monster Manual (SRD),7.0,15.0,12.0,8.0,11.0,10.0
421,male-steeder,0,1/4,monstrosity,Medium,12,13,0,unaligned,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
422,mammoth,https://www.aidedd.org/dnd/monstres.php?vo=mammoth,6,beast,Huge,13,126,0,unaligned,0,Monster Manual (SRD),24.0,9.0,21.0,3.0,11.0,6.0
423,manes,0,1/8,fiend (demon),Small,9,9,0,chaotic evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
424,manshoon,0,13,humanoid (human),Medium,19,126,0,lawful evil,0,Adventures (Dragon Heist),0.0,0.0,0.0,0.0,0.0,0.0
425,manticore,https://www.aidedd.org/dnd/monstres.php?vo=manticore,3,monstrosity,Large,14,68,fly,lawful evil,0,Monster Manual (SRD),17.0,16.0,17.0,7.0,12.0,8.0
426,mantrap,0,1,plant,Large,12,45,0,unaligned,0,Adventures (Tomb of Annihilation),0.0,0.0,0.0,0.0,0.0,0.0
427,marid,0,11,elemental,Large,17,229,"fly, swim",chaotic neutral,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
428,marilith,https://www.aidedd.org/dnd/monstres.php?vo=marilith,16,fiend (demon),Large,18,189,0,chaotic evil,0,Monster Manual (SRD),18.0,20.0,20.0,18.0,16.0,20.0
429,martial-arts-adept,0,3,humanoid (any race),Medium,16,60,0,any alignment,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
430,marut,0,25,construct (inevitable),Large,22,432,fly,lawful neutral,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
431,master-of-souls,0,4,humanoid (human),Medium,12,45,0,neutral evil,0,Adventures (Descent into Avernus),0.0,0.0,0.0,0.0,0.0,0.0
432,master-thief,0,5,humanoid (any race),Medium,16,84,0,any alignment,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
433,mastiff,https://www.aidedd.org/dnd/monstres.php?vo=mastiff,1/8,beast,Medium,12,5,0,unaligned,0,Monster Manual (SRD),13.0,14.0,12.0,3.0,12.0,7.0
434,maurezhi,0,7,fiend (demon),Medium,15,88,0,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
435,maw-demon,0,1,fiend (demon),Medium,13,33,0,chaotic evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
436,meazel,0,1,humanoid (meazel),Medium,13,35,0,neutral evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
437,medusa,https://www.aidedd.org/dnd/monstres.php?vo=medusa,6,monstrosity,Medium,15,127,0,lawful evil,0,Monster Manual (SRD),10.0,15.0,16.0,12.0,13.0,15.0
438,meenlock,0,2,fey,Small,15,31,0,neutral evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
439,merfolk,https://www.aidedd.org/dnd/monstres.php?vo=merfolk,1/8,humanoid (merfolk),Medium,11,11,swim,neutral,0,Monster Manual (SRD),10.0,13.0,12.0,11.0,11.0,12.0
440,merregon,0,4,fiend (devil),Medium,16,45,0,lawful evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
441,merrenoloth,0,3,fiend (yugoloth),Medium,13,40,swim,neutral evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
442,merrow,https://www.aidedd.org/dnd/monstres.php?vo=merrow,2,monstrosity,Large,13,45,swim,chaotic evil,0,Monster Manual (SRD),18.0,10.0,15.0,8.0,10.0,9.0
443,mezzoloth,https://www.aidedd.org/dnd/monstres.php?vo=mezzoloth,5,fiend (yugoloth),Medium,18,75,0,neutral evil,0,Monster Manual (BR),18.0,11.0,16.0,7.0,10.0,11.0
444,mimic,https://www.aidedd.org/dnd/monstres.php?vo=mimic,2,monstrosity (shapechanger),Medium,12,58,0,neutral,0,Monster Manual (SRD),17.0,12.0,15.0,5.0,13.0,8.0
445,mind-flayer,0,7,aberration,Medium,15,71,0,lawful evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
446,mindwitness,https://www.aidedd.org/dnd/monstres.php?vo=mindwitness,5,aberration,Large,15,75,fly,lawful evil,0,Volo's Guide to Monsters,10.0,14.0,14.0,15.0,15.0,10.0
447,minotaur,https://www.aidedd.org/dnd/monstres.php?vo=minotaur,3,monstrosity,Large,14,76,0,chaotic evil,0,Monster Manual (SRD),18.0,11.0,16.0,6.0,16.0,9.0
448,minotaur-skeleton,https://www.aidedd.org/dnd/monstres.php?vo=minotaur-skeleton,2,undead,Large,12,67,0,lawful evil,0,Monster Manual (SRD),18.0,11.0,15.0,6.0,8.0,5.0
449,moloch,https://www.aidedd.org/dnd/monstres.php?vo=moloch,21,fiend (devil),Large,19,253,0,lawful evil,Legendary,Mordenkainen's Tome of Foes,26.0,19.0,22.0,21.0,18.0,23.0
450,molydeus,0,21,fiend (demon),Huge,19,216,0,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
451,monodrone,0,1/8,construct,Medium,15,5,fly,lawful neutral,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
452,morkoth,0,11,aberration,Medium,17,130,swim,chaotic evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
453,mouth-of-grolantor,0,6,giant (hill giant),Huge,14,105,0,chaotic evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
454,mud-mephit,https://www.aidedd.org/dnd/monstres.php?vo=mud-mephit,1/4,elemental,Small,11,27,"fly, swim",neutral evil,0,Monster Manual (SRD),8.0,12.0,12.0,9.0,11.0,7.0
455,mule,https://www.aidedd.org/dnd/monstres.php?vo=mule,1/8,beast,Medium,10,11,0,unaligned,0,Monster Manual (SRD),14.0,10.0,13.0,2.0,10.0,5.0
456,mummified-warrior,https://www.aidedd.org/dnd/monstres.php?vo=mummified-warrior,1/4,undead,Medium,8,19,0,neutral,0,Extra (AideDD),13.0,6.0,14.0,8.0,6.0,8.0
457,mummy,https://www.aidedd.org/dnd/monstres.php?vo=mummy,3,undead,Medium,11,58,0,lawful evil,0,Monster Manual (SRD),16.0,8.0,15.0,6.0,10.0,12.0
458,mummy-lord,https://www.aidedd.org/dnd/monstres.php?vo=mummy-lord,15,undead,Medium,17,97,0,lawful evil,Legendary,Monster Manual (SRD),18.0,10.0,17.0,11.0,18.0,16.0
459,myconid-adult,0,1/2,plant,Medium,12,22,0,lawful neutral,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
460,myconid-sovereign,0,2,plant,Large,13,60,0,lawful neutral,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
461,myconid-sprout,0,0,plant,Small,10,7,0,lawful neutral,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
462,nabassu,0,15,fiend (demon),Medium,18,190,fly,chaotic evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
463,nagpa,0,17,humanoid (nagpa),Medium,19,187,0,neutral evil,0,Mordenkainen's Tome of Foes,0.0,0.0,0.0,0.0,0.0,0.0
464,nalfeshnee,https://www.aidedd.org/dnd/monstres.php?vo=nalfeshnee,13,fiend (demon),Large,18,184,fly,chaotic evil,0,Monster Manual (SRD),21.0,10.0,22.0,19.0,12.0,15.0
465,narzugon,https://www.aidedd.org/dnd/monstres.php?vo=narzugon,13,fiend (devil),Medium,20,112,0,lawful evil,0,Mordenkainen's Tome of Foes,20.0,10.0,17.0,16.0,14.0,19.0
466,necromancer,0,9,humanoid (any race),Medium,12,66,0,any alignment,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
467,necromite-of-myrkul,0,1/2,humanoid (human),Medium,11,13,0,neutral evil,0,Adventures (Descent into Avernus),0.0,0.0,0.0,0.0,0.0,0.0
468,needle-blight,0,1/4,plant,Medium,12,11,0,neutral evil,0,Monster Manual,0.0,0.0,0.0,0.0,0.0,0.0
469,neogi,0,3,aberration,Small,15,33,0,lawful evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
470,neogi-hatchling,0,1/8,aberration,Tiny,11,7,0,lawful evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
471,neogi-master,0,4,aberration,Medium,15,71,0,lawful evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
472,neothelid,0,13,aberration,Gargantuan,16,325,0,chaotic evil,0,Volo's Guide to Monsters,0.0,0.0,0.0,0.0,0.0,0.0
