name,cr,type,size,ac,hp,speed,Walk Speed,Swim Speed,Fly Speed,Climb Speed,Burrow Speed,align,legendary,source,str,dex,con,int,wis,cha
ogre-battering-ram,4,giant,Large,14,59,,,,,,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
ogre-bolt-launcher,2,giant,Large,13,59,,,,,,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
ogre-chain-brute,3,giant,Large,11,59,,,,,,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
ogre-howdah,2,giant,Large,13,59,,,,,,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
ogre-zombie,2,undead,Large,8,85,,,,,,,neutral evil,,Monster Manual (SRD),19,6,18,3,6,5
ogremoch,20,elemental,Gargantuan,20,526,,,,,,,neutral evil,,Adventures (Princes of the Apocalypse),,,,,,
oinoloth,12,fiend (yugoloth),Medium,17,126,,,,,,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,
olhydra,18,elemental,Huge,18,324,swim,,,,,,neutral evil,,Adventures (Princes of the Apocalypse),,,,,,
oni,7,giant,Large,16,110,fly,,,,,,lawful evil,,Monster Manual (SRD),19,11,16,14,12,15
orc,1/2,humanoid,Medium,13,15,,,,,,,chaotic evil,,Monster Manual (SRD),16,12,16,7,11,10
orc-blade-of-ilneval,4,humanoid,Medium,18,60,,,,,,,chaotic evil,,Volo's Guide to Monsters,,,,,,
orc-claw-of-luthic,2,humanoid,Medium,14,45,,,,,,,chaotic evil,,Volo's Guide to Monsters,,,,,,
orc-eye-of-gruumsh,2,humanoid,Medium,16,45,,,,,,,chaotic evil,,Monster Manual (BR),16,12,16,9,13,12
orc-hand-of-yurtrus,2,humanoid,Medium,12,30,,,,,,,chaotic evil,,Volo's Guide to Monsters,,,,,,
orc-red-fang-of-shargaas,3,humanoid,Medium,15,52,,,,,,,chaotic evil,,Volo's Guide to Monsters,,,,,,
orc-war-chief,4,humanoid,Medium,16,93,,,,,,,chaotic evil,,Monster Manual,,,,,,
orcus,26,fiend (demon),Huge,17,405,fly,,,,,,chaotic evil,Legendary,Mordenkainen's Tome of Foes,27,14,25,20,20,25
orog,2,humanoid,Medium,18,42,,,,,,,chaotic evil,,Monster Manual (BR),18,12,18,12,11,12
orthon,10,fiend (devil),Large,17,105,,,,,,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,
otyugh,5,aberration,Large,14,114,,,,,,,neutral,,Monster Manual (SRD),16,11,19,6,13,6
owl,0,beast,Tiny,11,1,fly,,,,,,unaligned,,Monster Manual (SRD),3,13,8,2,12,7
owlbear,3,monstrosity,Large,13,59,,,,,,,unaligned,,Monster Manual (SRD),20,12,17,3,12,7
panther,1/4,beast,Medium,12,13,,,,,,,unaligned,,Monster Manual (SRD),14,15,10,3,14,7
pegasus,2,celestial,Large,12,59,fly,,,,,,chaotic good,,Monster Manual (SRD),18,15,16,10,15,13
pentadrone,2,construct,Large,16,32,,,,,,,lawful neutral,,Monster Manual,,,,,,
peryton,2,monstrosity,Medium,13,33,fly,,,,,,chaotic evil,,Monster Manual (BR),16,12,13,9,12,10
phase-spider,3,monstrosity,Large,13,32,,,,,,,unaligned,,Monster Manual (SRD),15,15,12,6,10,6
phoenix,16,elemental,Gargantuan,18,175,fly,,,,,,neutral,,Mordenkainen's Tome of Foes,,,,,,
piercer,1/2,monstrosity,Medium,15,22,,,,,,,unaligned,,Monster Manual (BR),10,13,16,1,7,3
pit-fiend,20,fiend (devil),Large,19,300,fly,,,,,,lawful evil,,Monster Manual (SRD),26,14,24,22,18,24
pixie,1/4,fey,Tiny,15,1,fly,,,,,,neutral good,,Monster Manual,,,,,,
planetar,16,celestial,Large,19,200,fly,,,,,,lawful good,,Monster Manual (SRD),24,20,24,19,22,25
plesiosaurus,2,beast,Large,13,68,swim,,,,,,unaligned,,Monster Manual (SRD),18,15,16,2,12,5
poisonous-snake,1/8,beast,Tiny,13,2,swim,,,,,,unaligned,,Monster Manual (SRD),2,16,11,1,10,3
polar-bear,2,beast,Large,12,42,swim,,,,,,unaligned,,Monster Manual (SRD),20,10,16,2,13,7
pony,1/8,beast,Medium,10,11,,,,,,,unaligned,,Monster Manual (SRD),15,10,13,2,11,7
priest,2,humanoid,Medium,13,27,,,,,,,any alignment,,Monster Manual (SRD),10,10,12,13,16,13
pseudodragon,1/4,dragon,Tiny,13,7,fly,,,,,,neutral good,,Monster Manual (SRD),6,15,13,10,12,10
pterafolk,1,monstrosity,Large,12,26,fly,,,,,,neutral evil,,Adventures (Tomb of Annihilation),,,,,,
pteranodon,1/4,beast,Medium,13,13,fly,,,,,,unaligned,,Monster Manual (SRD),12,15,10,2,9,5
purple-worm,15,monstrosity,Gargantuan,18,247,,,,,,,unaligned,,Monster Manual (SRD),28,7,22,1,8,4
purple-wormling,2,monstrosity,Large,12,42,,,,,,,unaligned,,Adventures (Storm King's Thunder),,,,,,
quadrone,1,construct,Medium,16,22,fly,,,,,,lawful neutral,,Monster Manual,,,,,,
quaggoth,2,humanoid,Medium,13,45,,,,,,,chaotic neutral,,Monster Manual,,,,,,
quaggoth-spore-servant,1,plant,Medium,13,45,,,,,,,unaligned,,Monster Manual,,,,,,
quasit,1,fiend (demon),Tiny,13,7,,,,,,,chaotic evil,,Monster Manual (SRD),5,17,10,7,10,10
quetzalcoatlus,2,beast,Huge,13,30,fly,,,,,,unaligned,,Volo's Guide to Monsters,15,13,13,2,10,5
quickling,1,fey,Tiny,16,10,,,,,,,chaotic evil,,Volo's Guide to Monsters,,,,,,
quipper,0,beast,Tiny,13,1,swim,,,,,,unaligned,,Monster Manual (SRD),2,16,9,1,7,2
rakshasa,13,fiend,Medium,16,110,,,,,,,lawful evil,,Monster Manual (SRD),14,17,18,13,16,20
rat,0,beast,Tiny,10,1,,,,,,,unaligned,,Monster Manual (SRD),2,11,9,2,10,4
raven,0,beast,Tiny,12,1,fly,,,,,,unaligned,,Monster Manual (SRD),2,14,8,2,12,6
reaper-of-bhaal,2,humanoid,Medium,15,27,,,,,,,chaotic evil,,Adventures (Descent into Avernus),,,,,,
red-abishai,19,fiend (devil),Medium,22,255,fly,,,,,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,
red-dragon-wyrmling,4,dragon,Medium,17,75,fly,,,,,,chaotic evil,,Monster Manual (SRD),19,10,17,12,11,15
red-slaad,5,aberration,Large,14,93,,,,,,,chaotic neutral,,Monster Manual,,,,,,
redcap,3,fey,Small,13,45,,,,,,,chaotic evil,,Volo's Guide to Monsters,,,,,,
reef-manta-ray,1/2,beast,Large,12,16,swim,,,,,,unaligned,,Extra (AideDD),13,12,12,1,12,4
reef-shark,1/2,beast,Medium,12,22,swim,,,,,,unaligned,,Monster Manual (SRD),14,13,13,1,10,4
remorhaz,11,monstrosity,Huge,17,195,,,,,,,unaligned,,Monster Manual (SRD),24,13,21,4,10,5
retriever,14,construct,Large,19,210,,,,,,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,
revenant,5,undead,Medium,13,136,,,,,,,neutral,,Monster Manual (BR),18,14,18,13,16,18
rhinoceros,2,beast,Large,11,45,,,,,,,unaligned,,Monster Manual (SRD),21,8,15,2,12,6
riding-horse,1/4,beast,Large,10,13,,,,,,,unaligned,,Monster Manual (SRD),16,10,12,2,11,7
roc,11,monstrosity,Gargantuan,15,248,fly,,,,,,unaligned,,Monster Manual (SRD),28,10,20,3,10,9
roper,5,monstrosity,Large,20,93,,,,,,,neutral evil,,Monster Manual (SRD),18,8,17,7,16,6
rot-troll,9,giant,Large,16,138,,,,,,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
rug-of-smothering,2,construct,Large,12,33,,,,,,,unaligned,,Monster Manual (SRD),17,14,10,1,3,1
rust-monster,1/2,monstrosity,Medium,14,27,,,,,,,unaligned,,Monster Manual (SRD),13,12,13,2,13,6
rutterkin,2,fiend (demon),Medium,12,37,,,,,,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
saber-toothed-tiger,2,beast,Large,12,52,,,,,,,unaligned,,Monster Manual (SRD),18,14,15,3,12,8
sahuagin,1/2,humanoid,Medium,12,22,swim,,,,,,lawful evil,,Monster Manual (SRD),13,11,12,12,13,9
sahuagin-baron,5,humanoid,Large,16,76,swim,,,,,,lawful evil,,Monster Manual,,,,,,
sahuagin-priestess,2,humanoid,Medium,12,33,swim,,,,,,lawful evil,,Monster Manual,,,,,,
salamander,5,elemental,Large,15,90,,,,,,,neutral evil,,Monster Manual (SRD),18,14,15,11,10,12
satyr,1/2,fey,Medium,14,31,,,,,,,chaotic neutral,,Monster Manual (SRD),12,16,11,12,10,14
scarecrow,1,construct,Medium,11,36,,,,,,,chaotic evil,,Monster Manual,,,,,,
scorpion,0,beast,Tiny,11,1,,,,,,,unaligned,,Monster Manual (SRD),2,11,8,1,8,2
scout,1/2,humanoid,Medium,13,16,,,,,,,any alignment,,Monster Manual (SRD),11,14,12,11,13,11
sea-hag,2,fey,Medium,14,52,swim,,,,,,chaotic evil,,Monster Manual (SRD),16,13,16,12,12,13
sea-horse,0,beast,Tiny,11,1,swim,,,,,,unaligned,,Monster Manual (SRD),1,12,8,1,10,2
sea-spawn,1,humanoid,Medium,11,32,swim,,,,,,neutral evil,,Volo's Guide to Monsters,,,,,,
shadow,1/2,undead,Medium,12,16,,,,,,,chaotic evil,,Monster Manual (SRD),6,14,13,6,10,8
shadow-dancer,7,humanoid,Medium,15,71,,,,,,,neutral,,Mordenkainen's Tome of Foes,,,,,,
shadow-demon,4,fiend (demon),Medium,13,66,fly,,,,,,chaotic evil,,Monster Manual (BR),1,17,12,14,13,14
shadow-mastiff,2,monstrosity,Medium,12,33,,,,,,,neutral evil,,Volo's Guide to Monsters,,,,,,
shambling-mound,5,plant,Large,15,136,swim,,,,,,unaligned,,Monster Manual (SRD),18,8,16,5,10,5
shield-guardian,7,construct,Large,17,142,,,,,,,unaligned,,Monster Manual (SRD),18,8,18,7,10,3
shoosuva,8,fiend (demon),Large,14,110,,,,,,,chaotic evil,,Volo's Guide to Monsters,,,,,,
shrieker,0,plant,Medium,5,13,,,,,,,unaligned,,Monster Manual (SRD),1,1,10,1,3,1
sibriex,18,fiend (demon),Huge,19,150,fly,,,,,,chaotic evil,Legendary,Mordenkainen's Tome of Foes,10,3,23,25,24,25
silver-dragon-wyrmling,2,dragon,Medium,17,45,fly,,,,,,lawful good,,Monster Manual (SRD),19,10,17,12,11,15
skeleton,1/4,undead,Medium,13,13,,,,,,,lawful evil,,Monster Manual (SRD),10,14,15,6,8,5
skulk,1/2,humanoid,Medium,14,18,,,,,,,chaotic neutral,,Mordenkainen's Tome of Foes,,,,,,
skull-lasher-of-myrkul,1,humanoid,Medium,12,32,,,,,,,neutral evil,,Adventures (Descent into Avernus),,,,,,
skull-lord,15,undead,Medium,18,105,,,,,,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,
slaad-tadpole,1/8,aberration,Tiny,12,10,,,,,,,chaotic neutral,,Monster Manual,,,,,,
slithering-tracker,3,ooze,Medium,14,32,swim,,,,,,chaotic evil,,Volo's Guide to Monsters,16,19,15,10,14,11
smoke-mephit,1/4,elemental,Small,12,22,fly,,,,,,neutral evil,,Monster Manual (SRD),6,14,12,10,10,11
solar,21,celestial,Large,21,243,fly,,,,,,lawful good,Legendary,Monster Manual (SRD),26,22,26,25,25,30
soul-monger,11,humanoid,Medium,15,123,,,,,,,neutral,,Mordenkainen's Tome of Foes,,,,,,
spawn-of-kyuss,5,undead,Medium,10,76,,,,,,,chaotic evil,,Volo's Guide to Monsters,,,,,,
spectator,3,aberration,Medium,14,39,fly,,,,,,lawful neutral,,Monster Manual,8,14,14,13,14,11
specter,1,undead,Medium,12,22,fly,,,,,,chaotic evil,,Monster Manual (SRD),1,14,11,10,10,11
spellcaster-healer-lvl-1,0,humanoid,Medium,12,9,,,,,,,any alignment,,Essentials Kit,,,,,,
spellcaster-healer-lvl-2,0,humanoid,Medium,12,13,,,,,,,any alignment,,Essentials Kit,,,,,,
spellcaster-healer-lvl-3,0,humanoid,Medium,12,18,,,,,,,any alignment,,Essentials Kit,,,,,,
spellcaster-healer-lvl-4,0,humanoid,Medium,12,22,,,,,,,any alignment,,Essentials Kit,,,,,,
spellcaster-healer-lvl-5,0,humanoid,Medium,12,27,,,,,,,any alignment,,Essentials Kit,,,,,,
spellcaster-healer-lvl-6,0,humanoid,Medium,12,31,,,,,,,any alignment,,Essentials Kit,,,,,,
spellcaster-mage-lvl-1,0,humanoid,Medium,12,9,,,,,,,any alignment,,Essentials Kit,,,,,,
spellcaster-mage-lvl-2,0,humanoid,Medium,12,13,,,,,,,any alignment,,Essentials Kit,,,,,,
spellcaster-mage-lvl-3,0,humanoid,Medium,12,18,,,,,,,any alignment,,Essentials Kit,,,,,,
spellcaster-mage-lvl-4,0,humanoid,Medium,12,22,,,,,,,any alignment,,Essentials Kit,,,,,,
spellcaster-mage-lvl-5,0,humanoid,Medium,12,27,,,,,,,any alignment,,Essentials Kit,,,,,,
spellcaster-mage-lvl-6,0,humanoid,Medium,12,31,,,,,,,any alignment,,Essentials Kit,,,,,,
spider,0,beast,Tiny,12,1,,,,,,,unaligned,,Monster Manual (SRD),2,14,8,1,10,2
spined-devil,2,fiend (devil),Small,13,22,fly,,,,,,lawful evil,,Monster Manual,,,,,,
spirit-naga,8,monstrosity,Large,15,75,,,,,,,chaotic evil,,Monster Manual (SRD),18,17,14,16,15,16
spirit-troll,11,giant,Large,17,97,,,,,,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
spring-eladrin,10,fey,Medium,19,127,,,,,,,chaotic neutral,,Mordenkainen's Tome of Foes,,,,,,
sprite,1/4,fey,Tiny,15,2,fly,,,,,,neutral good,,Monster Manual (SRD),3,18,10,14,13,11
spy,1,humanoid,Medium,12,27,,,,,,,any alignment,,Monster Manual (SRD),10,15,10,12,14,16
star-spawn-grue,1/4,aberration,Small,11,17,,,,,,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,
star-spawn-hulk,10,aberration,Large,16,136,,,,,,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
star-spawn-larva-mage,16,aberration,Medium,16,168,,,,,,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
star-spawn-mangler,5,aberration,Medium,14,71,,,,,,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
star-spawn-seer,13,aberration,Medium,17,153,,,,,,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,
steam-mephit,1/4,elemental,Small,10,21,fly,,,,,,neutral evil,,Monster Manual (SRD),5,11,10,11,10,12
steel-predator,16,construct,Large,20,207,,,,,,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,
stegosaurus,4,beast,Huge,13,76,,,,,,,unaligned,,Adventures (Tomb of Annihilation),,,,,,
stirge,1/8,beast,Tiny,14,2,fly,,,,,,unaligned,,Monster Manual (SRD),4,16,11,2,8,6
stone-cursed,1,construct,Medium,17,19,,,,,,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,
stone-giant,7,giant,Huge,17,126,,,,,,,neutral,,Monster Manual (SRD),23,15,20,10,12,9
stone-giant-dreamwalker,10,giant,Huge,18,161,,,,,,,chaotic neutral,,Volo's Guide to Monsters,23,14,21,10,8,12
stone-golem,10,construct,Large,17,178,,,,,,,unaligned,,Monster Manual (SRD),22,9,20,3,11,1
stone-juggernaut,12,construct,Large,15,157,,,,,,,unaligned,,Adventures (Tomb of Annihilation),,,,,,
storm-giant,13,giant,Huge,16,230,swim,,,,,,chaotic good,,Monster Manual (SRD),29,14,20,16,18,18
storm-giant-quintessent,16,giant,Huge,12,230,"fly, swim",,,,,,chaotic good,,Volo's Guide to Monsters,,,,,,
strahd-von-zarovich,15,undead ,Medium,16,144,,,,,,,lawful evil,,Adventures (Curse of Strahd),,,,,,
su-monster,1,monstrosity,Medium,12,27,,,,,,,chaotic evil,,Adventures (Tomb of Annihilation),,,,,,
succubus,4,fiend ,Medium,15,66,fly,,,,,,neutral evil,,Monster Manual (SRD),8,17,13,15,12,20
summer-eladrin,10,fey,Medium,19,127,,,,,,,chaotic neutral,,Mordenkainen's Tome of Foes,,,,,,
swarm-of-bats,1/4,beast,Medium,12,22,fly,,,,,,unaligned,,Monster Manual (SRD),5,15,10,2,12,4
swarm-of-cranium-rats,5,beast,Medium,12,36,,,,,,,lawful evil,,Volo's Guide to Monsters,,,,,,
swarm-of-insects,1/2,beast,Medium,12,22,,,,,,,unaligned,,Monster Manual (SRD),3,13,10,1,7,1
swarm-of-poisonous-snakes,2,beast,Medium,14,36,swim,,,,,,unaligned,,Monster Manual (SRD),8,18,11,1,10,3
swarm-of-quippers,1,beast,Medium,13,28,swim,,,,,,unaligned,,Monster Manual (SRD),13,16,9,1,7,2
swarm-of-rats,1/4,beast,Medium,10,24,,,,,,,unaligned,,Monster Manual (SRD),9,11,9,2,10,3
swarm-of-ravens,1/4,beast,Medium,12,24,fly,,,,,,unaligned,,Monster Manual (SRD),6,14,8,3,12,6
swarm-of-rot-grubs,1/2,beast,Medium,8,22,,,,,,,unaligned,,Volo's Guide to Monsters,2,7,10,1,2,1
swashbuckler,3,humanoid,Medium,17,66,,,,,,,any non-lawful alignment,,Volo's Guide to Monsters,,,,,,
sword-wraith-commander,8,undead,Medium,18,127,,,,,,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,
sword-wraith-warrior,3,undead,Medium,16,45,,,,,,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,
tabaxi-hunter,1,humanoid,Medium,14,40,,,,,,,chaotic good,,Adventures (Tomb of Annihilation),,,,,,
tabaxi-minstrel,1/4,humanoid,Medium,12,22,,,,,,,chaotic good,,Adventures (Tomb of Annihilation),,,,,,
tanarukk,5,fiend (demon),Medium,14,95,,,,,,,chaotic evil,,Volo's Guide to Monsters,18,13,20,9,9,9
tarrasque,30,monstrosity,Gargantuan,25,676,,,,,,,unaligned,Legendary,Monster Manual (SRD),30,11,30,3,11,11
the-angry,13,monstrosity,Medium,18,255,,,,,,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,
the-hungry,11,monstrosity,Medium,17,225,,,,,,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,
the-lonely,9,monstrosity,Medium,16,112,,,,,,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,
the-lost,7,monstrosity,Medium,15,78,,,,,,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,
the-wretched,1/4,monstrosity,Small,15,10,,,,,,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,
thorny,1,plant,Medium,14,27,,,,,,,neutral,,Volo's Guide to Monsters,,,,,,
thri-kreen,1,humanoid,Medium,15,33,,,,,,,chaotic neutral,,Monster Manual,,,,,,
thug,1/2,humanoid,Medium,11,32,,,,,,,any non-good alignment,,Monster Manual (SRD),15,11,14,10,10,11
tiamat,30,fiend,Gargantuan,25,615,fly,,,,,,chaotic evil,,Adventures (Tyranny of Dragons),,,,,,
tiger,1,beast,Large,12,37,,,,,,,unaligned,,Monster Manual (SRD),17,15,14,3,12,8
titivilus,16,fiend (devil),Medium,20,127,fly,,,,,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,
tlincalli,5,monstrosity,Large,15,85,,,,,,,neutral evil,,Volo's Guide to Monsters,,,,,,
tortle,1/4,humanoid,Medium,17,22,,,,,,,lawful good,,Mordenkainen's Tome of Foes,,,,,,
tortle-druid,2,humanoid,Medium,17,33,,,,,,,lawful neutral,,Mordenkainen's Tome of Foes,,,,,,
transmuter,5,humanoid,Medium,12,40,,,,,,,any alignment,,Volo's Guide to Monsters,,,,,,
trapper,3,monstrosity,Large,13,85,,,,,,,unaligned,,Volo's Guide to Monsters,,,,,,
treant,9,plant,Huge,16,138,,,,,,,chaotic good,,Monster Manual (SRD),23,8,21,12,16,12
tri-flower-frond,1/2,plant,Medium,10,11,,,,,,,unaligned,,Adventures (Tomb of Annihilation),,,,,,
tribal-warrior,1/8,humanoid,Medium,12,11,,,,,,,any alignment,,Monster Manual (SRD),13,11,12,8,11,8
triceratops,5,beast,Huge,13,95,,,,,,,unaligned,,Monster Manual (SRD),22,9,17,2,11,5
tridrone,1/2,construct,Medium,15,16,,,,,,,lawful neutral,,Monster Manual,,,,,,
troglodyte,1/4,humanoid,Medium,11,13,,,,,,,chaotic evil,,Monster Manual (BR),14,10,14,6,10,6
troll,5,giant,Large,15,84,,,,,,,chaotic evil,,Monster Manual (SRD),18,13,20,7,9,7
twig-blight,1/8,plant,Small,13,4,,,,,,,neutral evil,,Monster Manual (SRD),6,13,12,4,8,3
tyrannosaurus-rex,8,beast,Huge,13,136,,,,,,,unaligned,,Monster Manual (SRD),25,10,19,2,12,9
ulitharid,9,aberration,Large,15,127,,,,,,,lawful evil,,Volo's Guide to Monsters,,,,,,
ultroloth,13,fiend (yugoloth),Medium,19,153,fly,,,,,,neutral evil,,Monster Manual,,,,,,
umber-hulk,5,monstrosity,Large,18,93,,,,,,,chaotic evil,,Monster Manual (BR),20,13,16,9,10,10
unicorn,5,celestial,Large,12,67,,,,,,,lawful good,Legendary,Monster Manual (SRD),18,14,15,11,17,16
uthgardt-shaman,2,humanoid,Medium,13,38,,,,,,,neutral evil,,Adventures (Storm King's Thunder),,,,,,
vajra-safahr,13,humanoid,Medium,14,126,,,,,,,lawful neutral,,Adventures (Dragon Heist),,,,,,
vampire,13,undead ,Medium,16,144,,,,,,,lawful evil,Legendary,Monster Manual (SRD),18,18,18,17,15,18
vampire-spawn,5,undead,Medium,15,82,,,,,,,neutral evil,,Monster Manual (SRD),16,16,16,11,10,12
vampiric-mist,3,undead,Medium,13,30,fly,,,,,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
vargouille,1,fiend,Tiny,12,13,fly,,,,,,chaotic evil,,Volo's Guide to Monsters,,,,,,
vegepygmy,1/4,plant,Small,13,9,,,,,,,neutral,,Volo's Guide to Monsters,,,,,,
vegepygmy-chief,2,plant,Small,14,33,,,,,,,neutral,,Volo's Guide to Monsters,,,,,,
velociraptor,1/4,beast,Tiny,13,10,,,,,,,unaligned,,Volo's Guide to Monsters,,,,,,
venerable-shadow,2,undead,Medium,13,27,,,,,,,chaotic evil,,Extra (AideDD),6,16,13,6,12,10
venom-troll,7,giant,Large,15,94,,,,,,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
veteran,3,humanoid,Medium,17,58,,,,,,,any alignment,,Monster Manual (SRD),16,13,14,10,11,10
vine-blight,1/2,plant,Medium,12,26,,,,,,,neutral evil,,Monster Manual,,,,,,
violet-fungus,1/4,plant,Medium,5,18,,,,,,,unaligned,,Monster Manual (SRD),3,1,10,1,3,1
vrock,6,fiend (demon),Large,15,104,fly,,,,,,chaotic evil,,Monster Manual (SRD),17,15,18,8,13,8
vulture,0,beast,Medium,10,5,fly,,,,,,unaligned,,Monster Manual (SRD),7,10,13,2,12,4
war-priest,9,humanoid,Medium,18,117,,,,,,,any alignment,,Volo's Guide to Monsters,,,,,,
warhorse,1/2,beast,Large,11,19,,,,,,,unaligned,,Monster Manual (SRD),18,12,13,2,12,7
warhorse-skeleton,1/2,undead,Large,13,22,,,,,,,lawful evil,,Monster Manual (SRD),18,12,15,2,8,5
warlock-of-the-archfey,4,humanoid,Medium,11,49,,,,,,,any alignment,,Volo's Guide to Monsters,,,,,,
warlock-of-the-fiend,7,humanoid,Medium,12,78,,,,,,,any alignment,,Volo's Guide to Monsters,,,,,,
warlock-of-the-great-old-one,6,humanoid,Medium,12,91,,,,,,,any alignment,,Volo's Guide to Monsters,,,,,,
warlord,12,humanoid,Medium,18,229,,,,,,,any alignment,Legendary,Volo's Guide to Monsters,,,,,,
warrior-lvl-1,0,humanoid,Medium,16,13,,,,,,,any alignment,,Essentials Kit,,,,,,
warrior-lvl-2,0,humanoid,Medium,16,19,,,,,,,any alignment,,Essentials Kit,,,,,,
warrior-lvl-3,0,humanoid,Medium,16,26,,,,,,,any alignment,,Essentials Kit,,,,,,
warrior-lvl-4,0,humanoid,Medium,16,32,,,,,,,any alignment,,Essentials Kit,,,,,,
warrior-lvl-5,0,humanoid,Medium,16,39,,,,,,,any alignment,,Essentials Kit,,,,,,
warrior-lvl-6,0,humanoid,Medium,16,45,,,,,,,any alignment,,Essentials Kit,,,,,,
wastrilith,13,fiend (demon),Large,18,157,swim,,,,,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
water-elemental,5,elemental,Large,14,114,swim,,,,,,neutral,,Monster Manual (SRD),18,14,18,5,10,8
water-elemental-myrmidon,7,elemental,Medium,18,127,swim,,,,,,neutral,,Mordenkainen's Tome of Foes,,,,,,
water-weird,3,elemental,Large,13,58,swim,,,,,,neutral,,Monster Manual (BR),17,16,13,11,10,10
weasel,0,beast,Tiny,13,1,,,,,,,unaligned,,Monster Manual (SRD),3,16,8,2,12,3
werebear,5,humanoid,Medium,10,135,,,,,,,neutral good,,Monster Manual (SRD),19,10,17,11,12,12
wereboar,4,humanoid,Medium,10,78,,,,,,,neutral evil,,Monster Manual (SRD),17,10,15,10,11,8
wererat,2,humanoid,Medium,12,33,,,,,,,lawful evil,,Monster Manual (SRD),10,15,12,11,10,8
weretiger,4,humanoid,Medium,12,120,,,,,,,neutral,,Monster Manual (SRD),17,15,16,10,13,11
werewolf,3,humanoid,Medium,11,58,,,,,,,chaotic evil,,Monster Manual (SRD),15,13,14,10,11,10
white-abishai,6,fiend (devil),Medium,15,68,fly,,,,,,lawful evil,,Mordenkainen's Tome of Foes,,,,,,
white-dragon-wyrmling,2,dragon,Medium,16,32,"fly, swim",,,,,,chaotic evil,,Monster Manual (SRD),14,10,14,5,10,11
wight,3,undead,Medium,14,45,,,,,,,neutral evil,,Monster Manual (SRD),15,14,16,10,13,15
wild-dog,1/8,beast,Medium,12,5,,,,,,,unaligned,,Extra (Adventurers League),13,14,12,3,12,7
wild-dog-alpha,1,beast,Large,12,26,,,,,,,unaligned,,Extra (Adventurers League),17,15,13,3,12,8
will-o--wisp,2,undead,Tiny,19,22,fly,,,,,,chaotic evil,,Monster Manual (SRD),1,28,10,13,14,11
winged-kobold,1/4,humanoid,Small,13,7,fly,,,,,,lawful evil,,Monster Manual (BR),7,16,9,8,7,8
winter-eladrin,10,fey,Medium,19,127,,,,,,,chaotic neutral,,Mordenkainen's Tome of Foes,,,,,,
winter-wolf,3,monstrosity,Large,13,75,,,,,,,neutral evil,,Monster Manual (SRD),18,13,14,7,12,8
wolf,1/4,beast,Medium,13,11,,,,,,,unaligned,,Monster Manual (SRD),12,15,12,3,12,6
wood-woad,5,plant,Medium,18,75,,,,,,,lawful neutral,,Volo's Guide to Monsters,,,,,,
worg,1/2,monstrosity,Large,13,26,,,,,,,neutral evil,,Monster Manual (SRD),16,13,13,7,11,8
wraith,5,undead,Medium,13,67,fly,,,,,,neutral evil,,Monster Manual (SRD),6,16,16,12,14,15
wyvern,6,dragon,Large,13,110,fly,,,,,,unaligned,,Monster Manual (SRD),19,10,16,5,12,6
xorn,5,elemental,Medium,19,73,,,,,,,neutral,,Monster Manual (SRD),17,10,22,11,10,11
xvart,1/8,humanoid,Small,13,7,,,,,,,chaotic evil,,Volo's Guide to Monsters,,,,,,
xvart-warlock-of-raxivort,1,humanoid,Small,12,22,,,,,,,chaotic evil,,Volo's Guide to Monsters,,,,,,
yagnoloth,11,fiend (yugoloth),Large,17,147,,,,,,,neutral evil,,Mordenkainen's Tome of Foes,,,,,,
yan-c-bin,18,elemental,Huge,22,283,fly,,,,,,neutral evil,,Adventures (Princes of the Apocalypse),,,,,,
yeenoghu,24,fiend (demon),Huge,20,333,,,,,,,chaotic evil,,Mordenkainen's Tome of Foes,,,,,,
yellow-musk-creeper,2,plant,Medium,6,60,,,,,,,unaligned,,Adventures (Tomb of Annihilation),,,,,,
