,name,url,cr,type,size,ac,hp,speed,align,legendary,source,str,dex,con,int,wis,cha,legendary_missing,str_missing,dex_missing,con_missing,int_missing,wis_missing,cha_missing
42,ankheg,https://www.aidedd.org/dnd/monstres.php?vo=ankheg,5,monstrosity,Large,14,39,,unaligned,0,Monster Manual (SRD),17.0,11.0,13.0,1.0,13.0,6.0,1,0,0,0,0,0,0
346,guardian-naga,https://www.aidedd.org/dnd/monstres.php?vo=guardian-naga,13,monstrosity,Large,18,127,,lawful good,0,Monster Manual (SRD),19.0,18.0,16.0,16.0,19.0,18.0,1,0,0,0,0,0,0
188,dretch,https://www.aidedd.org/dnd/monstres.php?vo=dretch,1,fiend (demon),Small,11,18,,chaotic evil,0,Monster Manual (SRD),11.0,11.0,12.0,5.0,8.0,3.0,1,0,0,0,0,0,0
62,babau,,7,fiend (demon),Medium,16,82,,chaotic evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
590,spellcaster-healer-lvl-1,,3,humanoid (any race),Medium,12,9,,any alignment,0,Essentials Kit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
446,mindwitness,https://www.aidedd.org/dnd/monstres.php?vo=mindwitness,8,aberration,Large,15,75,fly,lawful evil,0,Volo's Guide to Monsters,10.0,14.0,14.0,15.0,15.0,10.0,1,0,0,0,0,0,0
592,spellcaster-healer-lvl-3,,3,humanoid (any race),Medium,12,18,,any alignment,0,Essentials Kit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
617,stirge,https://www.aidedd.org/dnd/monstres.php?vo=stirge,0,beast,Tiny,14,2,fly,unaligned,0,Monster Manual (SRD),4.0,16.0,11.0,2.0,8.0,6.0,1,0,0,0,0,0,0
167,deinonychus,,4,beast,Medium,13,26,,unaligned,0,Adventures (Tomb of Annihilation),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
115,camel,https://www.aidedd.org/dnd/monstres.php?vo=camel,0,beast,Large,9,15,,unaligned,0,Monster Manual (SRD),16.0,8.0,14.0,2.0,8.0,5.0,1,0,0,0,0,0,0
620,stone-giant-dreamwalker,https://www.aidedd.org/dnd/monstres.php?vo=stone-giant-dreamwalker,13,giant (stone giant),Huge,18,161,,chaotic neutral,0,Volo's Guide to Monsters,23.0,14.0,21.0,10.0,8.0,12.0,1,0,0,0,0,0,0
173,devilroot,https://www.aidedd.org/dnd/monstres.php?vo=devilroot,10,plant,Medium,15,105,,neutral evil,0,Extra (AideDD),17.0,11.0,17.0,12.0,14.0,14.0,1,0,0,0,0,0,0
221,elder-tempest,,26,elemental,Gargantuan,19,264,fly,neutral,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
151,dao,https://www.aidedd.org/dnd/monstres.php?vo=dao,14,elemental,Large,18,187,fly,neutral evil,0,Monster Manual (BR),23.0,12.0,24.0,12.0,13.0,14.0,1,0,0,0,0,0,0
625,strahd-von-zarovich,,18,undead (shapechanger),Medium,16,144,,lawful evil,0,Adventures (Curse of Strahd),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
301,gibbering-mouther,https://www.aidedd.org/dnd/monstres.php?vo=gibbering-mouther,5,aberration,Medium,9,67,swim,neutral,0,Monster Manual (SRD),10.0,8.0,16.0,3.0,10.0,6.0,1,0,0,0,0,0,0
650,thri-kreen,,4,humanoid (thri-kreen),Medium,15,33,,chaotic neutral,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
183,doppelganger,https://www.aidedd.org/dnd/monstres.php?vo=doppelganger,6,monstrosity (shapechanger),Medium,14,52,,neutral,0,Monster Manual (SRD),11.0,18.0,14.0,11.0,12.0,14.0,1,0,0,0,0,0,0
467,necromite-of-myrkul,,2,humanoid (human),Medium,11,13,,neutral evil,0,Adventures (Descent into Avernus),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
509,pegasus,https://www.aidedd.org/dnd/monstres.php?vo=pegasus,5,celestial,Large,12,59,fly,chaotic good,0,Monster Manual (SRD),18.0,15.0,16.0,10.0,15.0,13.0,1,0,0,0,0,0,0
418,mage,https://www.aidedd.org/dnd/monstres.php?vo=mage,9,humanoid (any race),Medium,12,40,,any alignment,0,Monster Manual (SRD),9.0,14.0,11.0,17.0,12.0,11.0,1,0,0,0,0,0,0
399,kobold-scale-sorcerer,,4,humanoid (kobold),Small,15,27,,lawful evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
494,oni,https://www.aidedd.org/dnd/monstres.php?vo=oni,10,giant,Large,16,110,fly,lawful evil,0,Monster Manual (SRD),19.0,11.0,16.0,14.0,12.0,15.0,1,0,0,0,0,0,0
17,adult-silver-dragon,https://www.aidedd.org/dnd/monstres.php?vo=adult-silver-dragon,19,dragon,Huge,19,243,fly,lawful good,1,Monster Manual (SRD),27.0,10.0,25.0,16.0,13.0,21.0,0,0,0,0,0,0,0
251,flying-snake,https://www.aidedd.org/dnd/monstres.php?vo=flying-snake,0,beast,Tiny,14,5,"fly, swim",unaligned,0,Monster Manual (SRD),4.0,18.0,11.0,2.0,12.0,5.0,1,0,0,0,0,0,0
196,drow-mage,https://www.aidedd.org/dnd/monstres.php?vo=drow-mage,10,humanoid (elf),Medium,12,45,,neutral evil,0,Monster Manual (BR),9.0,14.0,10.0,17.0,13.0,12.0,1,0,0,0,0,0,0
640,tabaxi-hunter,,4,humanoid (tabaxi),Medium,14,40,,chaotic good,0,Adventures (Tomb of Annihilation),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
334,green-hag,https://www.aidedd.org/dnd/monstres.php?vo=green-hag,6,fey,Medium,17,82,,neutral evil,0,Monster Manual (SRD),18.0,12.0,16.0,13.0,14.0,14.0,1,0,0,0,0,0,0
57,autumn-eladrin,,13,fey (elf),Medium,19,127,,chaotic neutral,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
579,skulk,,2,humanoid,Medium,14,18,,chaotic neutral,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
672,unicorn,https://www.aidedd.org/dnd/monstres.php?vo=unicorn,8,celestial,Large,12,67,,lawful good,1,Monster Manual (SRD),18.0,14.0,15.0,11.0,17.0,16.0,0,0,0,0,0,0,0
229,evoker,,12,humanoid (any race),Medium,12,66,,any alignment,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
629,swarm-of-bats,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-bats,1,swarm of Tiny beasts,Medium,12,22,fly,unaligned,0,Monster Manual (SRD),5.0,15.0,10.0,2.0,12.0,4.0,1,0,0,0,0,0,0
656,tortle,,1,humanoid (tortle),Medium,17,22,,lawful good,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
271,giant-badger,https://www.aidedd.org/dnd/monstres.php?vo=giant-badger,1,beast,Medium,10,13,,unaligned,0,Monster Manual (SRD),13.0,10.0,15.0,2.0,12.0,5.0,1,0,0,0,0,0,0
404,kuo-toa,https://www.aidedd.org/dnd/monstres.php?vo=kuo-toa,1,humanoid (kuo-toa),Medium,13,18,swim,neutral evil,0,Monster Manual (BR),13.0,10.0,11.0,11.0,10.0,8.0,1,0,0,0,0,0,0
758,zaratan,,25,elemental,Gargantuan,21,307,swim,neutral,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
743,young-green-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-green-dragon,11,dragon,Large,18,136,"fly, swim",lawful evil,0,Monster Manual (SRD),19.0,12.0,17.0,16.0,13.0,15.0,1,0,0,0,0,0,0
612,star-spawn-mangler,,8,aberration,Medium,14,71,,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
181,djinni,https://www.aidedd.org/dnd/monstres.php?vo=djinni,14,elemental,Large,17,161,fly,chaotic good,0,Monster Manual (SRD),21.0,15.0,22.0,15.0,16.0,20.0,1,0,0,0,0,0,0
635,swarm-of-ravens,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-ravens,1,swarm of Tiny beasts,Medium,12,24,fly,unaligned,0,Monster Manual (SRD),6.0,14.0,8.0,3.0,12.0,6.0,1,0,0,0,0,0,0
284,giant-hyena,https://www.aidedd.org/dnd/monstres.php?vo=giant-hyena,4,beast,Large,12,45,,unaligned,0,Monster Manual (SRD),16.0,14.0,14.0,2.0,12.0,7.0,1,0,0,0,0,0,0
654,titivilus,,19,fiend (devil),Medium,20,127,fly,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
721,wolf,https://www.aidedd.org/dnd/monstres.php?vo=wolf,1,beast,Medium,13,11,,unaligned,0,Monster Manual (SRD),12.0,15.0,12.0,3.0,12.0,6.0,1,0,0,0,0,0,0
94,blood-hawk,https://www.aidedd.org/dnd/monstres.php?vo=blood-hawk,0,beast,Small,12,7,fly,unaligned,0,Monster Manual (SRD),6.0,14.0,10.0,3.0,14.0,5.0,1,0,0,0,0,0,0
317,gnoll-fang-of-yeenoghu,,7,fiend (gnoll),Medium,14,65,,chaotic evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
282,giant-frog,https://www.aidedd.org/dnd/monstres.php?vo=giant-frog,1,beast,Medium,11,18,swim,unaligned,0,Monster Manual (SRD),12.0,13.0,11.0,2.0,10.0,3.0,1,0,0,0,0,0,0
357,hezrou,https://www.aidedd.org/dnd/monstres.php?vo=hezrou,11,fiend (demon),Large,16,136,,chaotic evil,0,Monster Manual (SRD),19.0,17.0,20.0,5.0,12.0,13.0,1,0,0,0,0,0,0
203,duergar-despot,,15,humanoid (dwarf),Medium,21,119,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
447,minotaur,https://www.aidedd.org/dnd/monstres.php?vo=minotaur,6,monstrosity,Large,14,76,,chaotic evil,0,Monster Manual (SRD),18.0,11.0,16.0,6.0,16.0,9.0,1,0,0,0,0,0,0
569,shadow-dancer,,10,humanoid (elf),Medium,15,71,,neutral,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
311,githzerai-monk,,5,humanoid (gith),Medium,14,38,,lawful neutral,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
718,winged-kobold,https://www.aidedd.org/dnd/monstres.php?vo=winged-kobold,1,humanoid (kobold),Small,13,7,fly,lawful evil,0,Monster Manual (BR),7.0,16.0,9.0,8.0,7.0,8.0,1,0,0,0,0,0,0
544,reef-shark,https://www.aidedd.org/dnd/monstres.php?vo=reef-shark,2,beast,Medium,12,22,swim,unaligned,0,Monster Manual (SRD),14.0,13.0,13.0,1.0,10.0,4.0,1,0,0,0,0,0,0
643,tarrasque,https://www.aidedd.org/dnd/monstres.php?vo=tarrasque,33,monstrosity (titan),Gargantuan,25,676,,unaligned,1,Monster Manual (SRD),30.0,11.0,30.0,3.0,11.0,11.0,0,0,0,0,0,0,0
405,kuo-toa-archpriest,https://www.aidedd.org/dnd/monstres.php?vo=kuo-toa-archpriest,9,humanoid (kuo-toa),Medium,13,97,swim,neutral evil,0,Monster Manual (BR),16.0,14.0,16.0,13.0,16.0,14.0,1,0,0,0,0,0,0
15,adult-oblex,,8,ooze,Medium,14,75,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
741,young-copper-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-copper-dragon,10,dragon,Large,17,119,fly,chaotic good,0,Monster Manual (SRD),19.0,12.0,17.0,16.0,13.0,15.0,1,0,0,0,0,0,0
504,orthon,,13,fiend (devil),Large,17,105,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
339,griffon,https://www.aidedd.org/dnd/monstres.php?vo=griffon,5,monstrosity,Large,12,59,fly,unaligned,0,Monster Manual (SRD),18.0,15.0,16.0,2.0,13.0,8.0,1,0,0,0,0,0,0
543,reef-manta-ray,https://www.aidedd.org/dnd/monstres.php?vo=reef-manta-ray,2,beast,Large,12,16,swim,unaligned,0,Extra (AideDD),13.0,12.0,12.0,1.0,12.0,4.0,1,0,0,0,0,0,0
105,brontosaurus,,8,beast,Gargantuan,15,121,,unaligned,0,Adventures (Tomb of Annihilation),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
631,swarm-of-insects,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-insects,2,swarm of Tiny beasts,Medium,12,22,,unaligned,0,Monster Manual (SRD),3.0,13.0,10.0,1.0,7.0,1.0,1,0,0,0,0,0,0
219,elder-brain,,17,aberration,Large,10,210,swim,lawful evil,1,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,1,1,1,1
465,narzugon,https://www.aidedd.org/dnd/monstres.php?vo=narzugon,16,fiend (devil),Medium,20,112,,lawful evil,0,Mordenkainen's Tome of Foes,20.0,10.0,17.0,16.0,14.0,19.0,1,0,0,0,0,0,0
307,githyanki-supreme-commander,,17,humanoid (gith),Medium,18,187,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
266,geryon,,25,fiend (devil),Huge,19,300,fly,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
729,yagnoloth,,14,fiend (yugoloth),Large,17,147,,neutral evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
106,bronze-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=bronze-dragon-wyrmling,5,dragon,Medium,17,32,"fly, swim",lawful good,0,Monster Manual (SRD),17.0,10.0,15.0,12.0,11.0,15.0,1,0,0,0,0,0,0
119,catoblepas,,8,monstrosity,Large,14,84,,unaligned,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
450,molydeus,,24,fiend (demon),Huge,19,216,,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
412,lich,https://www.aidedd.org/dnd/monstres.php?vo=lich,24,undead,Medium,17,135,,any evil alignment,1,Monster Manual (SRD),11.0,16.0,16.0,20.0,14.0,16.0,0,0,0,0,0,0,0
542,redcap,,6,fey,Small,13,45,,chaotic evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
148,cult-fanatic,https://www.aidedd.org/dnd/monstres.php?vo=cult-fanatic,5,humanoid (any race),Medium,13,33,,any non-good alignment,0,Monster Manual (SRD),11.0,14.0,12.0,10.0,13.0,14.0,1,0,0,0,0,0,0
549,riding-horse,https://www.aidedd.org/dnd/monstres.php?vo=riding-horse,1,beast,Large,10,13,,unaligned,0,Monster Manual (SRD),16.0,10.0,12.0,2.0,11.0,7.0,1,0,0,0,0,0,0
136,conjurer,,9,humanoid (any race),Medium,12,40,,any alignment,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
507,owlbear,https://www.aidedd.org/dnd/monstres.php?vo=owlbear,6,monstrosity,Large,13,59,,unaligned,0,Monster Manual (SRD),20.0,12.0,17.0,3.0,12.0,7.0,1,0,0,0,0,0,0
731,yeenoghu,,27,fiend (demon),Huge,20,333,,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
606,spring-eladrin,,13,fey (elf),Medium,19,127,,chaotic neutral,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
187,dragonbait,,8,humanoid (saurial),Medium,17,120,,lawful good,0,Adventures (Tomb of Annihilation),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
607,sprite,https://www.aidedd.org/dnd/monstres.php?vo=sprite,1,fey,Tiny,15,2,fly,neutral good,0,Monster Manual (SRD),3.0,18.0,10.0,14.0,13.0,11.0,1,0,0,0,0,0,0
135,commoner,https://www.aidedd.org/dnd/monstres.php?vo=commoner,3,humanoid (any race),Medium,10,4,,any alignment,0,Monster Manual (SRD),10.0,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,0,0
728,xvart-warlock-of-raxivort,,4,humanoid (xvart),Small,12,22,,chaotic evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
202,duergar,https://www.aidedd.org/dnd/monstres.php?vo=duergar,4,humanoid (dwarf),Medium,16,26,,lawful evil,0,Monster Manual (SRD),14.0,11.0,14.0,11.0,10.0,9.0,1,0,0,0,0,0,0
644,the-angry,,16,monstrosity,Medium,18,255,,neutral evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
734,yeth-hound,,7,fey,Large,14,51,fly,neutral evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
384,iron-consul,,5,humanoid (human),Medium,16,45,,lawful evil,0,Adventures (Descent into Avernus),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
516,pixie,,1,fey,Tiny,15,1,fly,neutral good,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
693,warlock-of-the-fiend,,10,humanoid (any race),Medium,12,78,,any alignment,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
99,bodak,,9,undead,Medium,15,58,,chaotic evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
726,xorn,https://www.aidedd.org/dnd/monstres.php?vo=xorn,8,elemental,Medium,19,73,,neutral,0,Monster Manual (SRD),17.0,10.0,22.0,11.0,10.0,11.0,1,0,0,0,0,0,0
158,death-slaad,,13,aberration (shapechanger),Medium,18,170,,chaotic evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
235,expert-lvl-6,,3,humanoid (any race),Medium,14,38,,any alignment,0,Essentials Kit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
597,spellcaster-mage-lvl-2,,3,humanoid (any race),Medium,12,13,,any alignment,0,Essentials Kit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
97,blue-slaad,,10,aberration,Large,15,123,,chaotic neutral,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
750,yuan-ti-abomination,https://www.aidedd.org/dnd/monstres.php?vo=yuan-ti-abomination,10,"monstrosity (shapechanger, yuan-ti)",Large,15,127,,neutral evil,0,Monster Manual (BR),19.0,16.0,17.0,17.0,15.0,18.0,1,0,0,0,0,0,0
280,giant-fire-beetle,https://www.aidedd.org/dnd/monstres.php?vo=giant-fire-beetle,3,beast,Small,13,4,,unaligned,0,Monster Manual (SRD),8.0,10.0,12.0,1.0,7.0,3.0,1,0,0,0,0,0,0
634,swarm-of-rats,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-rats,1,swarm of Tiny beasts,Medium,10,24,,unaligned,0,Monster Manual (SRD),9.0,11.0,9.0,2.0,10.0,3.0,1,0,0,0,0,0,0
100,boggle,,0,fey,Small,14,18,,chaotic neutral,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
755,yuan-ti-nightmare-speaker,https://www.aidedd.org/dnd/monstres.php?vo=yuan-ti-nightmare-speaker,7,"monstrosity (shapechanger, yuan-ti)",Medium,14,71,,neutral evil,0,Volo's Guide to Monsters,16.0,14.0,13.0,14.0,12.0,16.0,1,0,0,0,0,0,0
49,archer,,6,humanoid (any race),Medium,16,75,,any alignment,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
243,firenewt-warlock-of-imix,,4,humanoid (firenewt),Medium,10,33,,neutral evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
130,clay-golem,https://www.aidedd.org/dnd/monstres.php?vo=clay-golem,12,construct,Large,14,133,,unaligned,0,Monster Manual (SRD),20.0,9.0,18.0,3.0,8.0,1.0,1,0,0,0,0,0,0
40,androsphinx,https://www.aidedd.org/dnd/monstres.php?vo=androsphinx,20,monstrosity,Large,17,199,fly,lawful neutral,1,Monster Manual (SRD),22.0,10.0,20.0,16.0,18.0,23.0,0,0,0,0,0,0,0
420,magmin,https://www.aidedd.org/dnd/monstres.php?vo=magmin,2,elemental,Small,14,9,,chaotic neutral,0,Monster Manual (SRD),7.0,15.0,12.0,8.0,11.0,10.0,1,0,0,0,0,0,0
288,giant-poisonous-snake,https://www.aidedd.org/dnd/monstres.php?vo=giant-poisonous-snake,1,beast,Medium,14,11,swim,unaligned,0,Monster Manual (SRD),10.0,18.0,13.0,2.0,10.0,3.0,1,0,0,0,0,0,0
147,crokek-toeck,,17,fiend (demon),Gargantuan,15,297,swim,chaotic evil,0,Adventures (Descent into Avernus),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
591,spellcaster-healer-lvl-2,,3,humanoid (any race),Medium,12,13,,any alignment,0,Essentials Kit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
493,olhydra,,21,elemental,Huge,18,324,swim,neutral evil,0,Adventures (Princes of the Apocalypse),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
117,carrion-crawler,,5,monstrosity,Large,13,51,,unaligned,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
558,sahuagin-baron,,8,humanoid (sahuagin),Large,16,76,swim,lawful evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
473,night-blade,,1,humanoid (human),Medium,12,11,,chaotic evil,0,Adventures (Descent into Avernus),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
208,duergar-warlord,,9,humanoid (dwarf),Medium,20,75,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
340,grimlock,https://www.aidedd.org/dnd/monstres.php?vo=grimlock,1,humanoid (grimlock),Medium,11,11,,neutral evil,0,Monster Manual (SRD),16.0,12.0,12.0,9.0,8.0,6.0,1,0,0,0,0,0,0
565,sea-hag,https://www.aidedd.org/dnd/monstres.php?vo=sea-hag,5,fey,Medium,14,52,swim,chaotic evil,0,Monster Manual (SRD),16.0,13.0,16.0,12.0,12.0,13.0,1,0,0,0,0,0,0
27,ambush-drake,,2,dragon,Medium,13,22,,unaligned,0,Adventures (Tyranny of Dragons),-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
304,githyanki-gish,,13,humanoid (gith),Medium,17,123,,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
6,adult-black-dragon,https://www.aidedd.org/dnd/monstres.php?vo=adult-black-dragon,17,dragon,Huge,19,195,"fly, swim",chaotic evil,1,Monster Manual (SRD),23.0,14.0,21.0,14.0,13.0,17.0,0,0,0,0,0,0,0
179,displacer-beast,,6,monstrosity,Large,13,85,,lawful evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
144,cranium-rat,,3,beast,Tiny,12,2,,lawful evil,0,Volo's Guide to Monsters,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
724,wraith,https://www.aidedd.org/dnd/monstres.php?vo=wraith,8,undead,Medium,13,67,fly,neutral evil,0,Monster Manual (SRD),6.0,16.0,16.0,12.0,14.0,15.0,1,0,0,0,0,0,0
605,spirit-troll,,14,giant,Large,17,97,,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
61,azer,https://www.aidedd.org/dnd/monstres.php?vo=azer,5,elemental,Medium,17,39,,lawful neutral,0,Monster Manual (SRD),17.0,12.0,15.0,12.0,13.0,10.0,1,0,0,0,0,0,0
134,cockatrice,https://www.aidedd.org/dnd/monstres.php?vo=cockatrice,2,monstrosity,Small,11,27,fly,unaligned,0,Monster Manual (SRD),6.0,12.0,12.0,2.0,13.0,5.0,1,0,0,0,0,0,0
200,druid,https://www.aidedd.org/dnd/monstres.php?vo=druid,5,humanoid (any race),Medium,11,27,,any alignment,0,Monster Manual (SRD),10.0,12.0,13.0,12.0,15.0,11.0,1,0,0,0,0,0,0
487,ogre-bolt-launcher,,5,giant,Large,13,59,,chaotic evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
374,hyena,https://www.aidedd.org/dnd/monstres.php?vo=hyena,3,beast,Medium,11,5,,unaligned,0,Monster Manual (SRD),11.0,13.0,12.0,2.0,12.0,5.0,1,0,0,0,0,0,0
696,warrior-lvl-1,,3,humanoid (any race),Medium,16,13,,any alignment,0,Essentials Kit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
675,vampire,https://www.aidedd.org/dnd/monstres.php?vo=vampire,16,undead (shapechanger),Medium,16,144,,lawful evil,1,Monster Manual (SRD),18.0,18.0,18.0,17.0,15.0,18.0,0,0,0,0,0,0,0
564,scout,https://www.aidedd.org/dnd/monstres.php?vo=scout,2,humanoid (any race),Medium,13,16,,any alignment,0,Monster Manual (SRD),11.0,14.0,12.0,11.0,13.0,11.0,1,0,0,0,0,0,0
539,red-abishai,,22,fiend (devil),Medium,22,255,fly,lawful evil,0,Mordenkainen's Tome of Foes,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
124,chasme,,9,fiend (demon),Large,15,84,fly,chaotic evil,0,Monster Manual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
275,giant-constrictor-snake,https://www.aidedd.org/dnd/monstres.php?vo=giant-constrictor-snake,5,beast,Huge,12,60,swim,unaligned,0,Monster Manual (SRD),19.0,14.0,12.0,1.0,10.0,3.0,1,0,0,0,0,0,0
594,spellcaster-healer-lvl-5,,3,humanoid (any race),Medium,12,27,,any alignment,0,Essentials Kit,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1
