,name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,_copy/_mod/trait/items/entries,_copy/_mod/trait/items/name,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden,hp/average_missing,save/cha_missing,save/int_missing,save/wis_missing,save/con_missing,save/dex_missing,save/str_missing,skill/arcana_missing,skill/history_missing,skill/insight_missing,skill/perception_missing,skill/performance_missing,skill/stealth_missing,skill/investigation_missing,skill/acrobatics_missing,skill/animal handling_missing,skill/athletics_missing,skill/deception_missing,skill/intimidation_missing,skill/medicine_missing,skill/nature_missing,skill/persuasion_missing,skill/religion_missing,skill/sleight of hand_missing,skill/survival_missing,speed/walk_missing,speed/burrow_missing,speed/climb_missing,speed/fly_missing,speed/swim_missing,_copy/_mod/trait/items/entries_missing,_copy/_mod/trait/items/name_missing,legendaryActions_missing,legendary_missing,summonedBySpellLevel_missing,sidekickHidden_missing
2315,Stygian Fat-Tailed Scorpion,False,,6,14,63.0,14d4 + 28,U,beast,,,T,3,14,15,1,10,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,10,D,30.0,,-1.0,,20.0,,-1.0,,-1.0,-1.0,-1.0,False,,,,,,,True,"[""Multiattack""]",,False,"[""poisoned""]","B, I,P","[""constitution""]",-1.0,0,,,,False,,,,,,,,"desert, underdark",MW,ToB1-2023,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
553,Cradle of the Hill Scion,,,25,19,402.0,23d20 + 161,C E,elemental,,,G,25,10,24,9,16,10,7.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,13,,40.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Legendary Resistances"",""Magic Resistance"",""Siege Monster""]",,,,,,True,"[""Multiattack""]",,False,"[""prone""]",B,"[""strength""]",-1.0,0,,,,False,"[""cold"",""fire"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""exhaustion"",""paralyzed"",""petrified"",""poisoned"",""prone""]","[""Giant"",""Primordial""]","GI,P",,,"MW, RCH, RW",BGG,False,,,-1.0,,,,-1.0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
102,Giant Bat,,,1,13,22.0,4d10,U,beast,,,L,15,16,11,2,12,6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,11,B,10.0,,-1.0,,-1.0,,60.0,,-1.0,-1.0,-1.0,True,"[""Keen Senses""]",,,,,,True,,,False,,P,,-1.0,0,,,,False,,,,,,,,"underdark, forest",MW,MM,False,,,-1.0,,,True,-1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
835,Elder Brain,,,17,10,210.0,20d10 + 100,L E,aberration,,,L,15,10,20,21,19,24,12.0,10.0,9.0,-1.0,-1.0,-1.0,10.0,-1.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,12.0,-1.0,-1.0,12.0,-1.0,-1.0,-1.0,,14,B,5.0,,-1.0,,-1.0,,-1.0,,10.0,-1.0,-1.0,True,"[""Legendary Resistances"",""Magic Resistance""]","[{""ability"":""int"",""daily"":{""1e"":[""{@spell dominate monster}"",""{@spell plane shift} (self only)""]},""headerEntries"":[""The elder brain's innate spellcasting ability is Intelligence (spell save {@dc 18}). It can innately cast the following spells, requiring no components:""],""name"":""Innate Spellcasting (Psionics)"",""type"":""spellcasting"",""will"":[""{@spell detect thoughts}"",""{@spell levitate}""]}]",,"I,P","[""charmed""]","[""charisma"",""constitution"",""wisdom""]",True,"[""Tentacles""]",,False,"[""grappled"",""stunned""]","B, Y","[""charisma"",""intelligence""]",-1.0,0,,"[""charisma""]",,False,,,,,"[""understands Common"",""Deep Speech"",""and Undercommon but can't speak"",""telepathy 5 miles""]","C,CS,DS,TP,U",,underdark,"MW, RCH",VGM,False,,,-1.0,,,True,-1.0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
1412,Young Green Dragon,,,11,18,136.0,16d10 + 48,L E,dragon,,,L,19,12,17,16,13,15,5.0,-1.0,4.0,6.0,4.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,17,"B, SD",40.0,,-1.0,,-1.0,,80.0,,40.0,-1.0,-1.0,True,"[""Amphibious""]",,,,,,True,"[""Breath Weapon"",""Multiattack""]",,False,,"I,P,S","[""constitution""]",-1.0,0,,,,False,,,"[""poison""]","[""poisoned""]","[""Common"",""Draconic""]","C,DR",,forest,"AOE, MW, RCH",MM,False,"[""Chromatic Dragon""]",,-1.0,,True,True,-1.0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1
56,Thurstwell Vanthampur,True,True,0,9,5.0,2d8 - 4,L E,humanoid,Human,,M,7,8,6,15,17,12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,,15,,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,,"[{""ability"":""wis"",""headerEntries"":[""Thurstwell is a 2nd-level spellcaster. His spellcasting ability is Wisdom (spell save {@dc 13}). He has the following cleric spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell guidance}"",""{@spell sacred flame} (see \""Actions\"" below)"",""{@spell thaumaturgy}""]},""1"":{""slots"":3,""spells"":[""{@spell command}"",""{@spell detect evil and good}"",""{@spell sanctuary}""]}},""type"":""spellcasting""}]",R,CC,"[""prone""]","[""dexterity"",""wisdom""]",True,,,False,,R,"[""dexterity""]",-1.0,0,,,,False,,,,,"[""Common"",""Elvish"",""Infernal""]","C,E,I",,,,BGDIA,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1
3013,Kuo-toa Whip,,,4,11,65.0,10d8 + 20,N E,humanoid,kuo-toa,,M,14,10,14,12,14,11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,,16,SD,30.0,,-1.0,,-1.0,,-1.0,,30.0,-1.0,-1.0,True,"[""Amphibious"",""Sunlight Sensitivity""]","[{""ability"":""wis"",""headerEntries"":[""The kuo-toa is a 2nd-level spellcaster. Its spellcasting ability is Wisdom (spell save {@dc 12}, {@hit 4} to hit with spell attacks). The kuo-toa has the following cleric spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell sacred flame}"",""{@spell thaumaturgy}""]},""1"":{""slots"":3,""spells"":[""{@spell bane}"",""{@spell shield of faith}""]}},""type"":""spellcasting""}]",R,CC,,"[""charisma"",""dexterity""]",True,"[""Multiattack""]",,False,"[""grappled""]",P,,-1.0,0,,,,False,,,,,"[""Undercommon""]",U,,underdark,"MW, RCH",MM,False,,,-1.0,,,True,-1.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1
2543,Brain in a Jar,False,,6,11,55.0,10d6 + 20,A,undead,,,S,1,3,15,19,10,15,4.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,10,B,0.0,,-1.0,,-1.0,hover,10.0,,-1.0,-1.0,-1.0,True,"[""Magic Resistance"",""Unusual Nature""]","[{""ability"":""int"",""daily"":{""1e"":[""{@spell compulsion}"",""{@spell hold monster}"",""{@spell sleep} (3rd-level version)"",""{@spell Tasha's hideous laughter}""],""3e"":[""{@spell charm person}"",""{@spell hold person}""]},""headerEntries"":[""The brain's innate spellcasting ability is Intelligence (spell save {@dc 14}, {@hit 6} to hit with spell attacks). It can innately cast the following spells, requiring no components:""],""name"":""Innate Spellcasting (Psionics)"",""type"":""spellcasting"",""will"":[""{@spell chill touch} (see \""Actions\"" below)"",""{@spell detect thoughts}"",""{@spell mage hand}"",""{@spell zone of truth}""]}]",N,"I,P","[""charmed"",""incapacitated"",""paralyzed"",""prone"",""unconscious""]","[""charisma"",""wisdom""]",True,,,False,"[""stunned""]","N,Y","[""intelligence""]",-1.0,0,,,,False,,,"[""poison""]","[""exhaustion"",""paralyzed"",""poisoned"",""prone""]","[""the languages it knew in life""]",LF,,,AOE,VRGR,False,,,-1.0,,,,-1.0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
1146,Eye Monger,,,13,17,149.0,13d10 + 78,L E,aberration,,,L,21,6,23,7,13,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,11,"B, SD",0.0,,-1.0,,-1.0,hover,20.0,,-1.0,-1.0,-1.0,True,"[""False Appearance"",""Unusual Nature""]",,,,,,True,"[""Swallow""]",,False,"[""blinded"",""restrained""]","A, P","[""dexterity""]",-1.0,0,,,,False,,,,,"[""Deep Speech""]",DS,,,MW,BAM,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
776,Archon of Boundaries,,,18,17,195.0,17d12 + 85,L G,celestial,,,H,23,17,20,14,18,18,-1.0,-1.0,9.0,10.0,-1.0,-1.0,-1.0,-1.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,19,SD,60.0,,-1.0,,-1.0,,90.0,,-1.0,-1.0,-1.0,True,"[""Legendary Resistances"",""Magic Resistance""]","[{""ability"":""cha"",""daily"":{""1e"":[""{@spell daylight}"",""{@spell lesser restoration}""]},""displayAs"":""action"",""headerEntries"":[""The archon casts one of the following spells, using Charisma as the spellcasting ability:""],""name"":""Spellcasting"",""type"":""spellcasting""}]",,O,,,True,"[""Multiattack"",""Parry""]",,True,,"B, P,R","[""constitution"",""strength""]",-1.0,0,,,,False,"[""radiant""]",,,"[""exhaustion""]","[""understands Common and Celestial but can't speak""]","C,CE,CS",,,"MLW,MW, RCH",MCV4EC,False,,,-1.0,,,,-1.0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
1970,Leonin Iconoclast,False,,8,17,67.0,9d8 + 27,A,humanoid,leonin,,M,14,18,16,13,17,10,-1.0,-1.0,6.0,-1.0,7.0,-1.0,4.0,-1.0,6.0,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,,13,D,40.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,,"[{""ability"":""wis"",""daily"":{""1e"":[""{@spell banishment}"",""{@spell detect evil and good}""]},""headerEntries"":[""The leonin's spellcasting ability is Wisdom (spell save {@dc 14}). It can innately cast the following spells, requiring no material components:""],""name"":""Innate Spellcasting"",""type"":""spellcasting""}]",,I,"[""incapacitated""]","[""charisma""]",True,"[""Multiattack""]",,False,,"O,P,S",,-1.0,0,,,,False,,,,,"[""Common"",""Leonin""]",C,dart,,"MW, RW, THW",MOT,False,,,-1.0,,,,-1.0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1
1615,Shadow Fey Enchantress,False,,10,16,123.0,19d8 + 38,L E,humanoid,Elf,,M,10,15,14,12,17,18,7.0,-1.0,6.0,-1.0,5.0,-1.0,4.0,-1.0,-1.0,6.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,,16,D,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Fey Ancestry"",""Sunlight Sensitivity""]","[{""ability"":""cha"",""daily"":{""1"":[""{@spell confusion}"",""{@spell dominate person}"",""{@spell greater invisibility}"",""{@spell hold monster}"",""{@spell phantasmal killer}""],""3"":[""{@spell charm person}"",""{@spell enthrall}"",""{@spell fear}"",""{@spell hold person}"",""{@spell hypnotic pattern}""]},""displayAs"":""action"",""headerEntries"":[""The enchantress casts one of the following spells, requiring no material components and using Charisma as the spellcasting ability (spell save {@dc 15}):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell command}"",""{@spell message}""]}]",Y,O,"[""charmed"",""frightened"",""incapacitated"",""invisible"",""paralyzed"",""prone""]","[""wisdom""]",True,"[""Multiattack""]","[{""entries"":[""While in shadows, dim light, or darkness, the shadow fey disappears into the darkness and reappears in an unoccupied space it can see within 30 feet. A tendril of inky smoke appears at the origin and destination when it uses this bonus action.""],""name"":""Shadow Traveler (3/Day)""}]",False,"[""charmed""]","C,N,P,Y","[""charisma""]",-1.0,0,,,,False,,,,,"[""Common"",""Elvish"",""Umbral""]",C E,rapier,"any, urban","MLW,MW",ToB1-2023,False,,,-1.0,,,,-1.0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2262,Banshee,,,7,12,58.0,13d8,C E,undead,,,M,1,14,10,12,11,17,5.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,10,D,0.0,,-1.0,,-1.0,hover,40.0,,-1.0,-1.0,-1.0,True,"[""Incorporeal Movement""]",,,,,,True,,,False,"[""frightened""]","N,O,Y","[""constitution"",""wisdom""]",-1.0,0,,,,False,"[""acid"",""fire"",""lightning"",""thunder"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""cold"",""necrotic"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained""]","[""Common"",""Elvish""]",C E,,"forest, coastal",,MM,False,,,-1.0,,,True,-1.0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
2228,Aurumvorax Den Leader,False,False,7,16,52.0,8d8 + 16,U,monstrosity,,,M,18,14,14,3,13,8,-1.0,-1.0,-1.0,4.0,-1.0,6.0,-1.0,-1.0,-1.0,3.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,13,D,40.0,,20.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Tunneler""]",,,,,,True,"[""Multiattack""]",,False,"[""grappled""]","P,S",,-1.0,0,,,,False,,,,"[""petrified""]",,,,,MW,JttRC,False,,,-1.0,,,,-1.0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1
1018,Githyanki Kith'rak,False,,15,18,180.0,24d8 + 72,A,humanoid,gith,,M,18,16,17,16,15,17,-1.0,7.0,6.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,16,,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,False,,"[{""ability"":""int"",""daily"":{""1e"":[""{@spell plane shift}"",""{@spell telekinesis}""],""3e"":[""{@spell blur}"",""{@spell nondetection} (self only)""]},""displayAs"":""action"",""headerEntries"":[""The githyanki casts one of the following spells, requiring no spell components and using Intelligence as the spellcasting ability (spell save {@dc 15}):""],""name"":""Spellcasting (Psionics)"",""type"":""spellcasting"",""will"":[""{@spell mage hand} (the hand is invisible)""]}]",,P,"[""restrained""]","[""charisma""]",True,"[""Multiattack"",""Parry""]","[{""entries"":[""The githyanki teleports, along with any equipment it is wearing or carrying, up to 30 feet to an unoccupied space it can see.""],""name"":""Astral Step {@recharge 4}""},{""entries"":[""The githyanki magically ends the {@condition charmed} and {@condition frightened} conditions on itself and each creature of its choice that it can see within 30 feet of it.""],""name"":""Rally the Troops""}]",True,,"S,Y",,-1.0,0,,,,False,,,,,gith,GTH,greatsword,"desert, mountain, urban","MLW,MW",MPMM,False,,,-1.0,,,,-1.0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2625,Thomas T. Toad,True,True,5,11,59.0,7d10 + 21,C E,construct,,,L,19,8,16,5,7,7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,8,D,40.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,False,,,,,,,True,,,False,,B,,-1.0,0,,,,False,,,"[""poison"",""psychic""]","[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""Common""]",C,,,MW,RMBRE,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
1368,Jiangshi,False,,12,16,119.0,14d8 + 56,,undead,,,M,18,3,18,17,14,12,5.0,7.0,6.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,12,SD,20.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Unusual Nature""]",,,,,,True,"[""Multiattack"",""Shapechanger""]",,False,,"B, N","[""constitution""]",-1.0,0,,,,False,,,,"[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""poisoned""]","[""any languages it knew in life""]",LF,,,MW,VRGR,False,,,-1.0,,,,-1.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
174,Anarch,False,,1,13,11.0,2d8 + 2,C N,humanoid,any,,M,14,13,12,9,11,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,,12,,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,"[""Aggressive"",""Siege Monster""]",,,,,,True,,,False,,P,,-1.0,0,,,,False,,,,,"[""any one language (usually Common)""]","C,X",,,"MLW,MW",GGR,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1
2674,Oddlewin,True,,5,13,21.0,6d6,C N,fey,goblinoid,,S,8,14,10,10,16,15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,13,D,30.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,,"[{""ability"":""cha"",""displayAs"":""action"",""headerEntries"":[""Oddlewin casts one of the following spells, using Charisma as the spellcasting ability (spell save {@dc 12}):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell Mage Hand}"",""{@spell Tasha's Hideous Laughter}""]}]",,O,"[""incapacitated"",""prone""]","[""wisdom""]",True,,"[{""entries"":[""Oddlewin takes the Disengage or Hide action.""],""name"":""Nimble Escape""}]",True,,"B, S","[""charisma""]",-1.0,0,,,,False,,,,"[""charmed""]","[""Common"",""Goblin"",""Sylvan""]","C,GO,S",,,"AOE, MW",BMT,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2557,Scream Thief,False,,6,12,52.0,8d8 + 16,C E,undead,,,M,6,15,14,10,12,12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,11,D,0.0,,-1.0,,-1.0,hover,60.0,,-1.0,-1.0,-1.0,True,"[""Incorporeal Movement""]",,,,,,True,,,True,"[""frightened""]","N,O,Y","[""constitution""]",-1.0,0,,,,False,"[""acid"",""cold"",""fire"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""necrotic"",""poison""]","[""charmed"",""exhaustion"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained"",""unconscious""]","[""languages it knew in life""]",LF,,,"HPR, MW",GHLoE,False,,,-1.0,,,,-1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
709,Pike Trickfoot,True,False,20,23,170.0,20d8 + 80,,humanoid,gnome,,S,19,12,18,14,20,14,8.0,-1.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,-1.0,7.0,-1.0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,8.0,8.0,-1.0,-1.0,,21,D,25.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,True,,"[{""ability"":""wis"",""headerEntries"":[""Pike is a 20th-level spellcaster. Her spellcasting ability is Wisdom (spell save {@dc 19}, {@hit 11} to hit with spell attacks). She has the following cleric spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell light}"",""{@spell sacred flame} ({@dice 4d8})"",""{@spell spare the dying}"",""{@spell thaumaturgy}""]},""1"":{""slots"":4,""spells"":[""{@spell command}"",""{@spell cure wounds}"",""{@spell guiding bolt}"",""{@spell healing word}"",""{@spell sanctuary}"",""{@spell shield of faith}""]},""2"":{""slots"":3,""spells"":[""{@spell aid}"",""{@spell lesser restoration}"",""{@spell spiritual weapon}""]},""3"":{""slots"":3,""spells"":[""{@spell glyph of warding}"",""{@spell mass healing word}"",""{@spell protection from energy}"",""{@spell revivify}"",""{@spell speak with dead}""]},""4"":{""slots"":3,""spells"":[""{@spell death ward}"",""{@spell freedom of movement}"",""{@spell guardian of faith}""]},""5"":{""slots"":3,""spells"":[""{@spell flame strike}"",""{@spell greater restoration}"",""{@spell hallow}"",""{@spell mass cure wounds}"",""{@spell scrying}""]},""6"":{""slots"":2,""spells"":[""{@spell heal}"",""{@spell heroes' feast}"",""{@spell planar ally}""]},""7"":{""slots"":2,""spells"":[""{@spell resurrection}""]},""8"":{""slots"":1,""spells"":[""{@spell holy aura}""]},""9"":{""slots"":1,""spells"":[""{@spell mass heal}""]}},""type"":""spellcasting""}]","A, C,F,L,O,R,T",CC,"[""blinded"",""prone""]","[""charisma"",""constitution"",""dexterity"",""wisdom""]",True,,"[{""entries"":[""If Pike uses the {@action Attack} action, she can make one weapon attack as a bonus action.""],""name"":""Battle Priest (5/{@quickref resting|PHB|2|0|Long Rest})""},{""entries"":[""Pike casts {@spell healing word}, restoring 16 ({@dice 4d4 + 6}) hit points to herself or another creature she can see within 60 feet of her.""],""name"":""{@spell Healing Word} (4th Level)""}]",True,"[""frightened""]","B, F,R",,-1.0,0,,,,False,"[""fire"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,"[""frightened""]","[""Common"",""Dwarvish"",""Gnomish"",""Undercommon""]","C,D,G,U",mace of disruption,,"MLW,MW",TDCSR,False,"[""Vox Machina""]",,-1.0,,,,-1.0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1
