,Unnamed: 0,name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden,name_missing,isNamedCreature_missing,isNpc_missing,ac_missing,hp/average_missing,hp/formula_missing,alignment_missing,type_missing,swarm_missing,size_missing,str_missing,dex_missing,con_missing,int_missing,wis_missing,cha_missing,save/cha_missing,save/int_missing,save/wis_missing,save/con_missing,save/dex_missing,save/str_missing,skill/arcana_missing,skill/history_missing,skill/insight_missing,skill/perception_missing,skill/performance_missing,skill/stealth_missing,skill/investigation_missing,skill/acrobatics_missing,skill/animal handling_missing,skill/athletics_missing,skill/deception_missing,skill/intimidation_missing,skill/medicine_missing,skill/nature_missing,skill/persuasion_missing,skill/religion_missing,skill/sleight of hand_missing,skill/survival_missing,initiative/advantageMode_missing,passive_missing,senseTags_missing,speed/walk_missing,speed/burrow_missing,speed/climb_missing,speed/fly_missing,speed/swim_missing,conditionInflict_missing,damageTags_missing,savingThrowForced_missing,legendaryActions_missing,legendary_missing,vulnerable_missing,languages_missing,languageTags_missing,environment_missing,miscTags_missing,source_missing,summonedBySpell_missing,summonedBySpellLevel_missing,variant_missing,reprinted_missing,sidekickHidden_missing
2557,2557,Yestabrod,0,0,10,15,75,10d10 + 20,C E,monstrosity,,,L,12,10,14,13,15,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,SD,30,,-1,,-1,,-1,,-1,True,"[""Legendary Resistances""]",,,,,,True,,False,False,,"A, B, I","[""constitution"",""dexterity""]",2,0,,,,False,,,"[""poison""]","[""poisoned""]","[""Abyssal"",""telepathy 60 ft.""]","AB,TP",,,"AOE, DIS, MW",OotA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
709,709,Triton Master of Waves,0,0,14,15,105,14d8 + 42,N,humanoid,triton,,M,16,11,16,10,12,19,7,3,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,6,-1,-1,-1,4,0,11,D,30,,-1,,-1,,-1,,30,True,"[""Amphibious""]",Cha,"B, C",I,,"[""constitution"",""strength""]",True,"[""Multiattack""]",False,True,,C,,-1,0,,,,False,"[""cold"",""fire""]",,,,"[""Common"",""Primordial""]","C,P",,,,MOT,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1
928,928,Glabrezu,0,0,15,17,157,15d10 + 75,C E,fiend,demon,,L,20,15,21,19,17,16,7,-1,7,9,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,U,40,,-1,,-1,,-1,,-1,True,"[""Magic Resistance""]",Int,,I,"[""stunned""]","[""constitution"",""wisdom""]",True,"[""Multiattack""]",False,False,"[""grappled""]",B,,-1,0,,,,False,"[""cold"",""fire"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""poisoned""]","[""Abyssal"",""telepathy 120 ft.""]","AB,TP",,,"MW, RCH",MM,False,,,-1,,True,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1
2712,2712,Draconian Infiltrator,0,0,9,15,39,6d8 + 12,A,monstrosity,,,M,11,17,14,9,13,11,-1,-1,-1,-1,5,-1,-1,-1,-1,3,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,D,40,,-1,,30,,-1,,-1,True,"[""Death Burst""]",,,,,,True,"[""Multiattack""]",False,False,"[""paralyzed"",""poisoned""]","A, I,P","[""constitution"",""dexterity""]",-1,0,,,,False,,,"[""poison""]","[""poisoned""]","[""Common"",""Draconic""]","C,DR",dagger,,"AOE, MLW,MW, RW, THW",FTD,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
2612,2612,Sword Spider,0,0,9,16,45,6d10 + 12,U,beast,,,L,16,16,14,6,12,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,11,T,30,,-1,,30,,-1,,-1,True,"[""Spider Climb"",""Web Sense"",""Web Walker""]",,,,,,True,"[""Multiattack""]",False,False,"[""poisoned""]","I,P,S","[""constitution""]",-1,0,,,,False,,,,,,,,,MW,MaBJoV,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1
2963,2963,Giant Eagle,0,0,7,13,26,4d10 + 4,N G,beast,,,L,16,17,13,8,14,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,,10,,-1,,-1,,80,,-1,True,"[""Keen Senses""]",,,,,,True,"[""Multiattack""]",False,False,,"P,S",,-1,0,,,,False,,,,,"[""Giant Eagle"",""understands Common and Auran but can't speak them""]","AU,C,CS,OTH",,"mountain, grassland, hill, coastal",MW,MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
3029,3029,Half-Ogre (Ogrillon),0,0,7,12,30,4d10 + 8,C G NY E,giant,,,L,17,10,14,7,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,D,30,,-1,,-1,,-1,,-1,False,,,,,,,True,,False,False,,"P,S",,-1,0,,,,False,,,,,"[""Common"",""Giant""]","C,GI","battleaxe, javelin","underdark, mountain, forest, hill, urban, desert, arctic","MLW,MW, RW, THW",MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
900,900,Archaic,0,0,24,20,245,14d20 + 98,N,celestial,,,G,25,10,24,27,24,20,11,14,13,-1,6,-1,20,20,-1,13,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,0,23,U,40,,-1,,-1,,-1,,-1,True,"[""Legendary Resistances"",""Unusual Nature""]",Int,,O,"[""incapacitated""]","[""charisma""]",True,"[""Multiattack"",""Teleport""]",False,True,,O,"[""charisma"",""constitution"",""wisdom""]",-1,0,,,,False,"[""force""]",,"[""poison"",""psychic""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned"",""stunned""]","[""all""]",XX,,,RCH,SCC,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1157,1157,Githzerai Anarch,0,0,22,20,144,17d8 + 68,A,humanoid,gith,,M,16,21,18,18,20,14,-1,9,10,-1,10,8,9,-1,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,20,,30,,-1,,-1,hover,40,,-1,True,"[""Legendary Resistances""]",Wis,,P,"[""restrained""]","[""charisma""]",True,"[""Multiattack""]",False,False,,"B, Y",,-1,0,,,,False,,,,,gith,GTH,,,MW,MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1821,1821,Ancient Sea Serpent,0,0,20,17,170,11d20 + 55,N,dragon,,,G,24,15,20,13,16,12,-1,-1,-1,10,-1,12,-1,-1,-1,8,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,18,SD,20,,-1,,-1,,-1,,60,True,"[""Amphibious"",""Legendary Resistances"",""Siege Monster""]",,,,,,True,"[""Breath Weapon"",""Multiattack""]",False,False,"[""grappled"",""prone"",""restrained""]","B, C,P","[""constitution"",""strength""]",-1,0,,,,False,,,"[""cold""]",,"[""Common"",""Draconic""]","C,DR",,,"AOE, MW, RCH",FTD,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
2,2,Android,0,1,11,15,91,14d8 + 28,L N,construct,,,M,18,18,15,12,13,10,-1,-1,4,5,-1,-1,-1,4,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,17,"B, D",30,,-1,,-1,special form; hover,30,special form,30,True,,Int,,O,,,True,"[""Multiattack"",""Parry""]",False,True,,O,"[""constitution"",""strength""]",-1,0,,,,False,"[""acid"",""fire""]",,"[""cold"",""poison""]","[""exhaustion"",""poisoned""]","[""Common plus the languages spoken by its creator""]",C,,,"MW, RW",QftIS,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
2728,2728,Portentia Dran,0,0,9,17,45,6d8 + 18,L E,monstrosity,shapechanger,,M,12,18,16,13,12,14,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,0,13,D,30,,-1,,-1,,-1,,-1,True,"[""Sneak Attack""]",,,,,,True,"[""Multiattack"",""Shapechanger""]",False,False,,S,,-1,0,,,,False,,,,"[""charmed""]","[""Common"",""Elvish""]",C E,shortsword,,"MLW,MW",AI,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
2719,2719,Kapak Draconian,0,1,9,15,39,6d8 + 12,L E,monstrosity,,,M,11,17,14,12,13,11,-1,-1,-1,-1,5,-1,-1,-1,-1,3,-1,7,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,0,13,D,40,,-1,,40,,-1,,-1,True,"[""Death Burst""]",,,,,,True,"[""Multiattack""]",False,False,"[""paralyzed"",""poisoned""]","A, I,P","[""constitution"",""dexterity""]",-1,0,,,,False,,,"[""poison""]","[""poisoned""]","[""Common"",""Draconic""]","C,DR",dagger,,"AOE, MLW,MW, RW, THW",DSotDQ,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1445,1445,Goblin,0,0,4,15,7,2d6,N E,humanoid,goblinoid,,S,8,14,10,10,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,D,30,,-1,,-1,,-1,,-1,True,,,,,,,True,,False,False,,"P,S",,-1,0,,,,False,,,,,"[""Common"",""Goblin""]","C,GO","scimitar, shortbow","underdark, grassland, forest, hill","MLW,MW, RNG, RW",MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
2139,2139,Tyrannosaurus Zombie,0,1,14,11,136,13d12 + 52,U,undead,,,H,25,6,19,1,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6,D,40,,-1,,-1,,-1,,-1,True,"[""Undead Fortitude""]",,,,,,True,"[""Multiattack""]",False,False,"[""grappled"",""restrained""]","B, P",,-1,0,,,,False,,,"[""poison""]","[""poisoned""]",,,,,"MW, RCH",ToA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
501,501,Derro Apprentice,0,1,7,13,22,5d6 + 5,C E,aberration,,,S,9,14,12,11,5,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,7,SD,30,,-1,,-1,,-1,,-1,True,"[""Magic Resistance"",""Sunlight Sensitivity""]",Cha,,O,"[""charmed""]","[""wisdom""]",True,,False,False,"[""prone""]",O,"[""strength""]",-1,0,,,,False,,,,,"[""Dwarvish"",""Undercommon""]","D, U",,,AOE,QftIS,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
3160,3160,Servo,0,0,6,11,10,3d4 + 3,U,construct,,,T,4,11,12,3,10,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,,20,,-1,,-1,,-1,,-1,False,,,,,,,True,,False,False,,S,,-1,0,,,,False,,,"[""poison""]","[""charmed"",""poisoned""]",,,,,MW,PSK,True,,True,1,"wizard, warlock",,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1
350,350,Lorehold Pledgemage,0,0,10,13,60,11d8 + 11,A,humanoid,wizard,,S M,10,16,13,17,12,11,-1,5,-1,3,-1,-1,-1,7,3,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,11,,30,,-1,,-1,,-1,,-1,False,,Int,,O,,"[""dexterity""]",True,"[""Multiattack""]",True,True,"[""incapacitated""]","B, T","[""constitution"",""wisdom""]",-1,0,,,,False,,,,,"[""Common plus any two languages""]","C,X",,,"AOE, RCH",SCC,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
2720,2720,Kot Bayun,0,0,9,15,66,12d8 + 12,N,monstrosity,,,M,16,16,13,12,16,17,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,D,40,,-1,,20,,-1,,-1,False,,,,,,,True,"[""Multiattack""]",False,False,"[""invisible""]","P,S","[""charisma""]",-1,0,,,,False,,,,,"[""Common"",""Sylvan""]","C,S",,"farmland, forest",MW,ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
2319,2319,Sandman,0,0,11,14,82,11d8 + 33,C N,celestial,,,M,11,19,16,13,14,19,7,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,U,40,,-1,,-1,,-1,,-1,True,"[""Magic Resistance""]",,,,,,True,"[""Multiattack""]",False,False,"[""blinded"",""frightened"",""unconscious""]","S,Y","[""charisma"",""constitution""]",-1,0,,,,False,"[""cold"",""fire"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison"",""psychic""]","[""charmed"",""exhaustion"",""frightened"",""poisoned"",""unconscious""]","[""Celestial"",""Common"",""telepathy 60 ft."",""Umbral""]","C,CE,TP",,planar,"AOE, CUR, MW",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
863,863,Tarkanan Assassin,0,1,8,15,45,7d8 + 14,L NX C NY E,humanoid,any,,M,12,16,14,10,14,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,5,-1,-1,-1,3,2,-1,-1,-1,-1,-1,5,-1,0,14,D,30,,-1,,-1,,-1,,-1,True,,Con,"A, C,F,I,L,T",I,,,True,"[""Multiattack""]",False,False,,"F,I,O,P","[""constitution""]",-1,0,,,,False,,,,,"[""Common"",""Thieves' cant""]","C,TC",shortsword,,"MLW,MW",ERLW,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
2067,2067,Qwyllion,0,0,14,16,110,13d8 + 52,N E,aberration,,,M,12,20,19,12,13,16,6,-1,-1,-1,8,-1,-1,-1,-1,4,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,D,30,,-1,,-1,,-1,,-1,True,,,,,,,True,"[""Multiattack""]",False,False,"[""charmed"",""incapacitated"",""poisoned""]","S,Y","[""constitution"",""wisdom""]",-1,0,,,,False,"[""acid"",""fire"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,,"[""Common"",""Goblin"",""Infernal"",""Sylvan"",""Void Speech""]","C,GO,I,S",,badlands,MW,ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
1590,1590,Sacred Stone Monk,0,1,5,14,22,4d8 + 4,L E,humanoid,Human,,M,13,15,12,10,14,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,4,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,0,14,T,40,,-1,,-1,,-1,,-1,True,,,,,,,True,"[""Multiattack"",""Parry""]",False,True,,B,,-1,0,,,,False,,,,,"[""Common""]",C,,,MW,PotA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1462,1462,Minotaur Archaeologist,0,0,4,11,18,4d8,A,humanoid,,,M,12,10,11,13,12,10,-1,-1,-1,-1,-1,-1,3,5,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,15,,30,,-1,,-1,,-1,,-1,True,,,,,,,True,,False,False,"[""prone""]",P,"[""strength""]",-1,0,,,,False,,,,,"[""Common""]",C,,,MW,BMT,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
490,490,Mister Witch,0,0,9,10,82,11d8 + 33,C G,humanoid,"Elf, shadar-kai",,M,14,11,16,16,13,14,-1,5,3,-1,-1,-1,5,-1,-1,3,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,0,13,D,30,,-1,,-1,,-1,,-1,True,"[""Fey Ancestry""]",Int,F,O,"[""invisible""]",,True,"[""Multiattack""]",True,False,,"B, N",,-1,0,,,,False,"[""necrotic""]",,,,"[""Common"",""Elvish"",""Sylvan""]","C,E,S",,,MW,WBtW,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1666,1666,Warforged Colossus,0,1,31,23,410,20d20 + 200,U,construct,,,G,30,11,30,3,11,8,7,4,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,U,60,,-1,,-1,,-1,,-1,True,"[""Immutable Form"",""Legendary Resistances"",""Magic Resistance"",""Siege Monster""]",,,,,,True,"[""Multiattack""]",False,False,"[""frightened"",""prone"",""restrained""]","B, O,R","[""dexterity"",""wisdom""]",-1,0,,,,False,,,"[""necrotic"",""poison"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks""}]","[""charmed"",""exhaustion"",""frightened"",""incapacitated"",""paralyzed"",""petrified"",""poisoned"",""stunned""]","[""understands Common but can't speak""]","C,CS",,,"AOE, MW, RCH",ERLW,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
2357,2357,Barbed Devil,0,0,11,15,110,13d8 + 52,L E,fiend,devil,,M,16,17,18,12,14,14,5,-1,5,7,-1,6,-1,-1,5,8,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,0,18,SD,30,,-1,,-1,,-1,,-1,True,"[""Devil's Sight"",""Magic Resistance""]",,,,,,True,"[""Multiattack""]",False,False,,"F,P",,-1,0,,,,False,"[""cold"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""poisoned""]","[""Infernal"",""telepathy 120 ft.""]","I,TP",,,MW,MM,False,,,-1,,True,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1
1831,1831,Thessalkraken,0,1,20,16,207,18d12 + 90,C E,monstrosity,titan,,G,24,11,20,19,15,17,-1,9,7,10,5,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,U,20,,-1,,-1,,-1,,60,True,"[""Amphibious""]",,,,,,True,"[""Multiattack"",""Swallow"",""Tentacles""]",False,False,"[""blinded"",""grappled"",""prone"",""restrained""]","A, B, I,P,S","[""constitution"",""dexterity""]",-1,0,,"[""strength"",""wisdom""]",,False,,,"[""acid"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks""}]","[""charmed"",""frightened"",""paralyzed""]","[""understands Abyssal"",""Celestial"",""Infernal"",""and Primordial but can't speak"",""telepathy 120 ft.""]","AB,CE,CS,I,P,TP",,,"AOE, MW, RCH",IMR,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
704,704,Titivilus,0,0,22,20,127,17d8 + 51,L E,fiend,devil,,M,19,22,17,24,22,26,13,-1,11,8,11,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,13,13,-1,-1,13,-1,-1,-1,0,16,SD,40,,-1,,-1,,60,,-1,True,"[""Legendary Resistances"",""Magic Resistance"",""Magic Weapons"",""Regeneration""]",Cha,"B, N,P,S,Y",I,"[""blinded"",""charmed"",""deafened"",""frightened"",""incapacitated"",""invisible"",""stunned"",""unconscious""]","[""charisma"",""constitution"",""intelligence"",""wisdom""]",True,"[""Multiattack"",""Teleport""]",False,False,"[""charmed"",""frightened""]","N,S","[""charisma"",""wisdom""]",-1,0,,,,False,"[""cold"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""poisoned""]","[""all"",""telepathy 120 ft.""]","TP,XX",,,"HPR, MW",MTF,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1
