name,_copy/name,_copy/_mod/*/flags,_copy/_mod/_/mode,_copy/_mod/_/spells/7,_copy/_mod/action,_copy/_mod/action/items/entries,_copy/_mod/action/items/name,_copy/_mod/action/mode,_copy/_mod/action/replace,_copy/_mod/trait/items,_copy/_mod/trait/mode,_copy/_templates,_copy/source,_copy/_mod/action/names,_copy/_mod/resist/items,_copy/_mod/spellcasting/items/name,_copy/_mod/spellcasting/items/spells/1/slots,_copy/_mod/spellcasting/items/spells/1/spells,_copy/_mod/spellcasting/items/spells/2/slots,_copy/_mod/spellcasting/items/spells/2/spells,_copy/_mod/spellcasting/items/spells/3/slots,_copy/_mod/spellcasting/items/spells/3/spells,_copy/_mod/spellcasting/items/spells/4/slots,_copy/_mod/spellcasting/items/spells/4/spells,_copy/_mod/spellcasting/items/spells/5/slots,_copy/_mod/spellcasting/items/spells/5/spells,_copy/_mod/spellcasting/items/spells/6/slots,_copy/_mod/spellcasting/items/spells/6/spells,_copy/_mod/spellcasting/mode,_copy/_mod/resist/mode,_copy/_mod/trait/replace,_copy/_mod/*,_copy/_mod/trait/names,_copy/_mod/action/items,_copy/_mod/trait,level,type/sidekickTags,type/sidekickType,_copy/_mod/conditionImmune/items,_copy/_mod/conditionImmune/mode,_copy/_mod/_/spells/0/spells,_copy/_mod/_/spells/5/spells,_copy/_mod/spellcasting/items/footerEntries,_copy/_mod/spellcasting/items/headerEntries,_copy/_mod/_/spells/3,_copy/_mod/_/daily/1e,_copy/_mod/_/daily/3e,_copy/_mod/_/will,_copy/_mod/_/spells/4,_copy/_mod/_/spells/5,_copy/_mod/trait/items/type,_copy/_preserve/legendaryGroup,_copy/_preserve/hasFluff,_copy/_preserve/hasFluffImages,_copy/_preserve/page,_copy/_preserve/variant,_copy/_mod/spellcasting/items/ability,_copy/_mod/spellcasting/items/will,_copy/_preserve/environment,_copy/_mod/_/spells/2,_copy/_mod/spellcasting/items/spells/0/spells,_copy/_mod/reaction/items/entries,_copy/_mod/reaction/items/name,_copy/_mod/reaction/mode,_copy/_mod/trait/items/page,_copy/_mod/trait/items/source,_copy/_mod/variant,_copy/_mod/languages,_copy/_mod/languages/items,_copy/_mod/languages/mode,_copy/_mod/spellcasting,_copy/_mod/spellcasting/items,_copy,shortName,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,_copy/_mod/trait/items/entries,_copy/_mod/trait/items/name,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reactionHeader,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,legendaryHeader,mythic,mythicHeader,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden
Harrow Hawk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1,13,25,10d4,U,undead,,,T,5,16,10,2,14,7,,,,,,,,,,6,,5,,,,,,,,,,,,,,16,SD,10,,,,,,60,,,,,,,,,,,,"[{""entries"":[""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}8 ({@damage 2d4 + 3}) slashing damage plus 3 ({@damage 1d6}) necrotic damage.""],""name"":""Talons""},{""entries"":[""The hawk casts {@spell Plane Shift} on itself, requiring no spell components and using Wisdom as the spellcasting ability.""],""name"":""Plane Shift (2/Day)""}]",,"[{""entries"":[""When the hawk is in dim light or darkness, it teleports up to 30 feet to an unoccupied space it can see that is also in dim light or darkness. The hawk then has advantage on the first melee attack it makes before the end of the turn.""],""name"":""Shadow Dash""}]",,,,"N,S",,,,,,,,,,,,"[""poison""]","[""exhaustion"",""poisoned""]",,,,,MW,BMT,FALSE,,,,,,,
Harpy Matriarch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,5,14,88,16d8 + 16,C E,monstrosity,,,M,13,16,12,9,10,16,6,,,,6,,,,,3,,,,,,,,,,,,,,,,13,D,20,,,,,,40,,,,,"[{""entries"":[""While within 60 feet of the matriarch, creatures have disadvantage on saving throws against the matriarch's Luring Song.""],""name"":""Luring Maestro""},{""entries"":[""The matriarch has advantage on saving throws against spells and other magical effects.""],""name"":""Magic Resistance""}]","[""Magic Resistance""]",,,,,,"[{""entries"":[""The matriarch makes two claws attacks.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 6} to hit, reach 5 ft., one target. {@h}13 ({@damage 3d6 + 3}) slashing damage.""],""name"":""Claws""},{""entries"":[""The matriarch can magically disguise itself to resemble a humanoid of roughly similar size and shape for up to 1 hour. It can revert to its true form as a bonus action. This illusion does not hold up to close scrutiny.""],""name"":""Fleeting Form""},{""entries"":[""The matriarch sings a magical melody. Every humanoid and giant within 300 feet of the matriarch that can hear the song must succeed on a {@dc 14} Wisdom saving throw or be {@condition charmed} until the song ends. The matriarch must take a bonus action on its subsequent turns to continue singing. It can stop singing at any time. The song ends if the matriarch is {@condition incapacitated}."",""While {@condition charmed} by the matriarch, a target is {@condition incapacitated} and ignores the songs of other harpies. If the {@condition charmed} target is more than 5 feet away from the matriarch, the target must move on its turn toward the matriarch by the most direct route, trying to get within 5 feet. It doesn't avoid opportunity attacks, but before moving into damaging terrain, such as lava or a pit, and whenever it takes damage from a source other than the matriarch, the target can repeat the saving throw. A {@condition charmed} target can also repeat the saving throw at the end of each of its turns. If the saving throw is successful, the effect ends on it."",""A target that successfully saves is immune to this matriarch's song for the next 24 hours.""],""name"":""Luring Song""},{""entries"":[""The matriarch projects a vision into the minds of creatures within 30 feet of it that aren't constructs or undead, showing each creature achieving whatever it most desires. An affected creature must succeed on a {@dc 14} Wisdom saving throw or drop whatever it is holding and become {@condition paralyzed} until the end of its next turn.""],""name"":""Visage of Desire (1/Day)""}]","[""Multiattack""]",,,,"[""charmed"",""incapacitated""]",S,"[""wisdom""]",,,,,,,,,,,,,"[""Common""]",C,,,MW,GoS,FALSE,,,,,,,
Harpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,38,7d8 + 7,C E,monstrosity,,,M,12,13,12,7,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,10,,20,,,,,,40,,,,,,,,,,,,"[{""entries"":[""The harpy makes two attacks: one with its claws and one with its club.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 3} to hit, reach 5 ft., one target. {@h}6 ({@damage 2d4 + 1}) slashing damage.""],""name"":""Claws""},{""entries"":[""{@atk mw} {@hit 3} to hit, reach 5 ft., one target. {@h}3 ({@damage 1d4 + 1}) bludgeoning damage.""],""name"":""Club""},{""entries"":[""The harpy sings a magical melody. Every humanoid and giant within 300 feet of the harpy that can hear the song must succeed on a {@dc 11} Wisdom saving throw or be {@condition charmed} until the song ends. The harpy must take a bonus action on its subsequent turns to continue singing. It can stop singing at any time. The song ends if the harpy is {@condition incapacitated}."",""While {@condition charmed} by the harpy, a target is {@condition incapacitated} and ignores the songs of other harpies. If the {@condition charmed} target is more than 5 feet away from the harpy, the target must move on its turn toward the harpy by the most direct route. It doesn't avoid opportunity attacks, but before moving into damaging terrain, such as lava or a pit, and whenever it takes damage from a source other than the harpy, a target can repeat the saving throw. A creature can also repeat the saving throw at the end of each of its turns. If a creature's saving throw is successful, the effect ends on it."",""A target that successfully saves is immune to this harpy's song for the next 24 hours.""],""name"":""Luring Song""}]","[""Multiattack""]",,,,"[""charmed"",""incapacitated""]","B, S","[""wisdom""]",,,,,,,,,,,,,"[""Common""]",C,club,"mountain, forest, hill, coastal","MLW,MW",MM,FALSE,,,,,,TRUE,
Harmonium Peacekeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,3,18,45,7d8 + 14,A,humanoid,,,S M,16,10,14,12,14,11,,,,,,,,,,4,,,,,,,,,,,,,,,,14,,30,,,,,,,,,,,"[{""entries"":[""The peacekeeper has advantage on an attack roll against a creature if at least one of the peacekeeper's allies is within 5 feet of the creature and the ally doesn't have the {@condition incapacitated} condition.""],""name"":""Pack Tactics""}]","[""Pack Tactics""]",,,,,,"[{""entries"":[""{@atk mw} {@hit 5} to hit, reach 10 ft., one target. {@h}8 ({@damage 1d10 + 3}) piercing damage plus 4 ({@damage 1d8}) lightning damage. If the target is a Large or smaller creature, it has the {@condition grappled} condition (escape {@dc 13}). Until the {@condition grappled} condition ends, the target has the {@condition restrained} condition and can't teleport, the peacekeeper can't make Electrified Mancatcher attacks, and the target takes 8 ({@damage 1d10 + 3}) lightning damage at the start of each of its turns.""],""name"":""Electrified Mancatcher""}]",,,,,,"L,P",,,,,,,,,,,,,,"[""Common plus one more language""]",C,,,"MW, RCH",MPP,FALSE,,,,,,,
Harmonium Captain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,8,20,110,17d8 + 34,A,humanoid,,,S M,19,10,14,12,16,16,,,6,,,7,,,,6,,,,,,,,,,,,,,,,16,,30,,,,,,,,,,,"[{""entries"":[""Allies within 30 feet of the captain are immune to the {@condition charmed} and {@condition frightened} conditions. This aura is suppressed while the captain has the {@condition incapacitated} condition.""],""name"":""Aura of Command""}]",,,,,,,"[{""entries"":[""The captain makes three Harmonium Blade attacks. The captain can also use Dictate if available.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 7} to hit, reach 5 ft., one target. {@h}9 ({@damage 1d10 + 4}) piercing damage plus 10 ({@damage 3d6}) lightning damage.""],""name"":""Harmonium Blade""},{""entries"":[""The captain verbally commands up to three creatures it can see within 60 feet of itself. This magical command must be to undertake an action or to refrain from taking actions (for example, \""Throw down your weapons\"")."",""A target must succeed on a {@dc 14} Wisdom saving throw or have the {@condition charmed} condition for 1 minute, during which time it follows the captain's command. The effect ends early if the target takes damage or if it successfully completes the command. A target automatically succeeds on its saving throw if the command is directly harmful to itself, such as commanding it to walk into fire."",""A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a successful save.""],""name"":""Dictate {@recharge 5}""}]","[""Multiattack""]",,,,"[""charmed""]","L,P","[""wisdom""]",,,,,,,,,,,,"[""charmed"",""frightened""]","[""Common plus one more language""]",C,,,MW,MPP,FALSE,,,,,,,
Harengon Sniper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,4-Jan,14,9,2d8,A,humanoid,,,M,10,17,11,10,13,10,,,,,5,,,,,5,,5,,,,2,,,,,,,,,,15,,30,,,,,,,,,,,"[{""entries"":[""The harengon's long jump is up to 20 feet and its high jump is up to 10 feet, with or without a running start.""],""name"":""Standing Leap""}]",,,,,,,"[{""entries"":[""{@atk mw} {@hit 2} to hit, reach 5 ft., one target. {@h}2 ({@damage 1d4}) bludgeoning damage.""],""name"":""Club""},{""entries"":[""{@atk rw} {@hit 5} to hit (the target gains no benefit from less than {@quickref Cover||3||total cover}), range 320 ft., one target. {@h}7 ({@damage 1d8 + 3}) piercing damage. {@hom}Immediately after making this attack, the harengon can use the Hide action.""],""name"":""Light Crossbow""}]",,,,,,"B, P",,,,,,,,,,,,,,"[""Common"",""Sylvan""]","C,S","club, light crossbow",,"MLW,MW, RNG, RW",WBtW,FALSE,,,,,,,
Harengon Brigand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,8-Jan,14,9,2d8,A,humanoid,,,M,14,17,11,10,11,10,,,,,5,,,,,4,,,,5,,,,,,,,,,,,14,,30,,,,,,,,,,,"[{""entries"":[""The harengon has advantage on an attack roll against a creature if at least one of the harengon's allies is within 5 feet of the creature and the ally isn't {@condition incapacitated}.""],""name"":""Pack Tactics""},{""entries"":[""The harengon's long jump is up to 20 feet and its high jump is up to 10 feet, with or without a running start.""],""name"":""Standing Leap""}]","[""Pack Tactics""]",,,,,,"[{""entries"":[""{@atk mw} {@hit 4} to hit, reach 5 ft., one target. {@h}4 ({@damage 1d4 + 2}) bludgeoning damage.""],""name"":""Club""},{""entries"":[""{@atk rw} {@hit 5} to hit, range 30/120 ft., one target. {@h}5 ({@damage 1d4 + 3}) bludgeoning damage.""],""name"":""Sling""}]",,,,,,B,,,,,,,,,,,,,,"[""Common"",""Sylvan""]","C,S","club, sling",,"MLW,MW, RNG, RW",WBtW,FALSE,,,,,,,
Hare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,13,1,1d4 - 1,U,beast,,,T,1,17,9,2,11,4,,,,,,,,,,2,,5,,,,,,,,,,,,,,12,,20,,5,,,,,,,,,"[{""entries"":[""The hare can take the Dash, Disengage, or Hide action as a bonus action on each of its turns.""],""name"":""Escape""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDRotF,TRUE,,TRUE,1,"wizard, warlock",,,
Hangry Otyugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,5,14,114,,N,aberration,,,L,16,11,19,6,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,0,,30,,,,,,,,,,,"[{""entries"":[""The otyugh can magically transmit simple messages and images to any creature within 120 feet of it that can understand a language. This form of telepathy doesn't allow the receiving creature to telepathically respond.""],""name"":""Limited Telepathy""}]",,,,,,,"[{""entries"":[""The otyugh makes three attacks:""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 6} to hit, reach 5 ft., one target. {@h}12 ({@damage 2d8 + 3}) piercing damage. Target must make a {@dc 15} Constitution save, or take d ({@damage 1d10}) poison damage until cured.""],""name"":""Bite""},{""entries"":[""{@atk mw} {@hit 6} to hit, reach 10 ft., one target. {@h}7 ({@damage 1d8 + 3}) bludgeoning damage ,Target must make a {@dc 19} Constitution save, or take 42 ({@damage 12d6}) poison damage""],""name"":""Tentacle""},{""entries"":[""Target must make a {@dc 14} Constitution save, or be {@condition grappled}.""],""name"":""Slam""}]","[""Multiattack"",""Tentacles""]",,,,,"B, P",,,,,,,,,,,,,,,,,underdark,"MW, RCH",AWM,FALSE,,,,,,,
Hands of Havoc Fire Starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,4,16,65,10d8 + 20,A,humanoid,,,S M,16,14,14,10,16,11,,,,4,,5,,,,,,,,,,,,,,,,,,,,13,,30,,,,,,,,,,,,,,,,,,"[{""entries"":[""The fire starter makes two Havoc Hammer or Havoc Flask attacks.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}7 ({@damage 1d8 + 3}) bludgeoning damage plus 9 ({@damage 2d8}) fire damage. If the target is a creature, magical flames cling to it, causing it to take 3 ({@damage 1d6}) fire damage at the start of each of its turns. Immediately after taking this damage on its turn, the target can make a {@dc 13} Dexterity saving throw, ending the effect on itself on a successful save.""],""name"":""Havoc Hammer""},{""entries"":[""{@atk rw} {@hit 4} to hit, range 30/90 ft., one target. {@h}13 ({@damage 2d12}) fire damage. If the target is a creature, magical flames cling to it, causing it to take 3 ({@damage 1d6}) fire damage at the start of each of its turns. Immediately after taking this damage on its turn, the target can make a {@dc 13} Dexterity saving throw, ending the effect on itself on a successful save."",""After the fire starter throws the flask, roll a {@dice d6}; on a 3 or lower, the fire starter has no more flasks to throw.""],""name"":""Havoc Flask""}]","[""Multiattack""]",,,,,"B, F","[""dexterity""]",,,,,,,,,"[""fire""]",,,,"[""Common plus one more language""]",C,,,"MW, RW",MPP,FALSE,,,,,,,
Hamish Hewland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,5,13,85,10d12 + 20,N G,giant,,,H,23,11,15,10,14,10,,,5,,,9,,3,5,5,,,,,,9,,,,,,,,,,15,,40,,,,,,,,,,,,,,,,,,"[{""entries"":[""Hamish makes two attacks with his axe or throws two rocks.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 9} to hit, reach 5 ft., one target. {@h}17 ({@damage 2d10 + 6}) slashing damage.""],""name"":""Axe""},{""entries"":[""{@atk rw} {@hit 9} to hit, range 60/240 ft., one target. {@h}17 ({@damage 2d10 + 6}) bludgeoning damage.""],""name"":""Rock""}]","[""Multiattack"",""Parry""]",,,"[{""entries"":[""Hamish adds 2 to his AC against one melee attack that would hit him. To do so, he must see the attacker and be wielding a melee weapon or a shield.""],""name"":""Parry""}]",,"B, S",,,,,,,,,,,,,,"[""Common"",""Dwarvish"",""Giant""]","C,D,GI",,,"MW, RW",AitFR-DN,FALSE,,,,,,,
Hamadryad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,2,16,32,5d8 + 10,C N,fey,,,M,10,16,14,14,10,15,,,,,,,,,,2,,6,,,,,,,,,,,,,,12,D,30,,,,,,,,,,,"[{""entries"":[""The hamadryad has advantage on saving throws against spells and other magical effects.""],""name"":""Magic Resistance""},{""entries"":[""The hamadryad can communicate with Beasts and Plants as if they shared a language.""],""name"":""Speak with Beasts and Plants""},{""entries"":[""Once on her turn, the hamadryad can use 10 feet of her movement to step magically into one living tree within her reach and emerge from a second living tree within 60 feet of the first tree, appearing in an unoccupied space within 5 feet of the second tree. Both trees must be Large in size or bigger.""],""name"":""Tree Stride""}]","[""Magic Resistance"",""Tree Stride""]","[{""ability"":""cha"",""daily"":{""1e"":[""{@spell barkskin}"",""{@spell grasping vine}"",""{@spell pass without trace}""],""2"":[""{@spell entangle}""]},""displayAs"":""action"",""headerEntries"":[""The hamadryad casts one of the following spells, requiring no material components and using Charisma as the spellcasting ability (spell save {@dc 12}):""],""name"":""Spellcasting"",""type"":""spellcasting""}]",,O,"[""restrained""]","[""dexterity"",""strength""]","[{""entries"":[""The hamadryad makes two Claw attacks.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 5} to hit, range 5 ft., one target. {@h}5 ({@damage 1d4 + 3}) plus 10 ({@damage 3d6}) poison damage.""],""name"":""Claw""}]","[""Multiattack""]",,,,,I,,,,,,,,,,,,,,"[""Sylvan""]",S,,,MW,MaBJoV,FALSE,,,,,,,
Halog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,7,14,150,20d6 + 80,U,aberration,,,S,13,14,18,4,8,8,,,,7,5,,,,,2,,,,,,4,,,,,,,,5,,12,SD,40,,,,,,,,,,,"[{""entries"":[""The halog magically alters its fangs to inflict more damage on the creatures it hits (included in the attack).""],""name"":""Adaptive Fangs""},{""entries"":[""The halog has advantage on saving throws against spells and other magical effects.""],""name"":""Magic Resistance""},{""entries"":[""The halog gains advantage on attacks targeting creatures adjacent to one or more of the halog's conscious allies.""],""name"":""Pack Tactics""}]","[""Magic Resistance"",""Pack Tactics""]",,,,,,"[{""entries"":[""The halog makes two Bite attacks.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}12 ({@damage 3d6 + 2}) piercing damage plus 10 ({@damage 3d6}) damage of a type that the target is most vulnerable to.""],""name"":""Bite""}]","[""Multiattack""]",,,"[{""entries"":[""After taking damage, the halog is now invulnerable to the damage type of the damage it just took, and any future damage of that type instead heals the halog by the damage amount. These benefits last until the halog uses this reaction again.""],""name"":""Adaptive Hide""}]",,P,,,,,,,,,,,,,"[""poisoned""]",,,,,MW,CoA,FALSE,,,,,,,
Half-Red Dragon Veteran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,65,10d8 + 20,A,humanoid,Human,,M,16,13,14,10,11,10,,,,,,,,,,3,,,,,,6,,,,,,,,,,12,"B, D",30,,,,,,,,,,,,,,,,,,"[{""entries"":[""The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}7 ({@damage 1d8 + 3}) slashing damage, or 8 ({@damage 1d10 + 3}) slashing damage if used with two hands.""],""name"":""Longsword""},{""entries"":[""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}6 ({@damage 1d6 + 3}) piercing damage.""],""name"":""Shortsword""},{""entries"":[""{@atk rw} {@hit 3} to hit, range 100/400 ft., one target. {@h}6 ({@damage 1d10 + 1}) piercing damage.""],""name"":""Heavy Crossbow""},{""entries"":[""The veteran exhales fire in a 15-foot cone. Each creature in that area must make a {@dc 15} Dexterity saving throw, taking 24 ({@damage 7d6}) fire damage on a failed save, or half as much damage on a successful one.""],""name"":""Fire Breath {@recharge 5}""}]","[""Breath Weapon"",""Multiattack""]",,,,,"F,P,S","[""dexterity""]",,,,,,,,,"[""fire""]",,,,"[""Common"",""Draconic""]","C,DR","heavy crossbow, shortsword",,"AOE, MLW,MW, RNG, RW",MM,FALSE,,,,,,TRUE,
Half-Ogre (Ogrillon),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,30,4d10 + 8,C G NY E,giant,,,L,17,10,14,7,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,9,D,30,,,,,,,,,,,,,,,,,,"[{""entries"":[""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}12 ({@damage 2d8 + 3}) slashing damage, or 14 ({@damage 2d10 + 3}) slashing damage if used with two hands.""],""name"":""Battleaxe""},{""entries"":[""{@atk mw,rw} {@hit 5} to hit, reach 5 ft. or range 30/120 ft., one target. {@h}10 ({@damage 2d6 + 3}) piercing damage.""],""name"":""Javelin""}]",,,,,,"P,S",,,,,,,,,,,,,,"[""Common"",""Giant""]","C,GI","battleaxe, javelin","underdark, mountain, forest, hill, urban, desert, arctic","MLW,MW, RW, THW",MM,FALSE,,,,,,TRUE,
Halaster Puppet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,,10,8,,N,construct,,,M,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,10,,20,,,,,,,,,,,"[{""entries"":[""The puppet is destroyed if a successful {@spell dispel magic} spell ({@dc 15}) is cast on it""],""name"":""Antimagic Susceptibility""}]","[""Antimagic Susceptibility""]",,,,,,,,,,,,,,,,,,,,,,,,"[""poison"",""psychic""]","[""frightened"",""exhaustion""]","[""Common""]",C,,,,WDMM,FALSE,,,,,,,
