name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,_copy/_mod/trait/items/entries,_copy/_mod/trait/items/name,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden
Doomguard Rot Blade,FALSE,,6,18,97,13d8 + 39,A,humanoid,,,S M,18,12,16,12,10,15,,,,6,,7,,,,3,,,,,,,,,,,,,,,,13,,30,,,,,,,,,,,FALSE,,,,,,,TRUE,"[""Multiattack""]",,FALSE,,"N,P,S","[""constitution""]",,FALSE,,,,FALSE,"[""necrotic""]",,,,"[""Common plus two more languages""]","C,X",,,"AOE, MLW,MW, RW, THW",MPP,FALSE,,,,,,,
Dragonborn of Sardior,,,6,17,75,10d8 + 30,N,humanoid,,,M,14,16,17,18,14,12,4,7,5,6,,,7,7,,5,,,,,,,,,,,,,,,,15,,30,,,,,hover,30,,,,,TRUE,"[""Legendary Resistances""]","[{""ability"":""int"",""daily"":{""1e"":[""{@spell Bigby's hand}"",""{@spell hypnotic pattern}"",""{@spell telekinesis}""]},""displayAs"":""action"",""headerEntries"":[""The dragonborn casts one of the following spells, requiring no spell components and using Intelligence as the spellcasting ability (spell save {@dc 15}, {@hit 7} to hit with spell attacks):""],""name"":""Spellcasting (Psionics)"",""type"":""spellcasting""}]","B, O",P,"[""charmed"",""incapacitated"",""restrained""]","[""wisdom""]",TRUE,"[""Breath Weapon"",""Multiattack""]",,FALSE,,"F,P,Y","[""constitution""]",,FALSE,,,,FALSE,"[""psychic""]",,,"[""frightened""]","[""Common"",""Draconic""]","C,DR",,,"AOE, MW, RW",FTD,FALSE,,,,,,,
Duergar Warlord,FALSE,,6,20,75,10d8 + 30,L E,humanoid,dwarf,,M,18,11,17,12,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,11,SD,25,,,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]",,TRUE,"[""invisible""]","B, P,Y",,,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U",javelin,"mountain, underdark","MLW,MW, RW, THW",MTF,FALSE,,,,,,TRUE,
Duergar Warlord,FALSE,,6,20,75,10d8 + 30,A,humanoid,dwarf,,M,18,11,17,12,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,11,SD,25,,,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]","[{""entries"":[""For 1 minute, the duergar magically increases in size, along with anything it is wearing or carrying. While enlarged, the duergar is Large, doubles its damage dice on Strength-based weapon attacks (included in the attacks), and makes Strength checks and Strength saving throws with advantage. If the duergar lacks the room to become Large, it attains the maximum size possible in the space available.""],""name"":""Enlarge (Recharges after a Short or Long Rest)""}]",TRUE,"[""invisible""]","B, P,Y",,,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U",javelin,"mountain, underdark","MLW,MW, RW, THW",MPMM,FALSE,,,,,,,
Flamewrath,FALSE,FALSE,6,15,105,14d8 + 42,C E,humanoid,Human,,M,10,14,16,11,10,16,,,,,,,3,,,,,,,,,,,,,,,3,,,,10,,30,,,,,,,,,,,TRUE,,"[{""ability"":""cha"",""headerEntries"":[""The flamewrath is a 7th-level spellcaster. Its spellcasting ability is Charisma (spell save {@dc 14}, {@hit 6} to hit with spell attacks). It knows the following sorcerer spells:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell control flames|xge}"",""{@spell fire bolt}"",""{@spell friends}"",""{@spell light}"",""{@spell minor illusion}""]},""1"":{""slots"":4,""spells"":[""{@spell burning hands}"",""{@spell color spray}"",""{@spell mage armor}""]},""2"":{""slots"":3,""spells"":[""{@spell scorching ray}"",""{@spell suggestion}""]},""3"":{""slots"":3,""spells"":[""{@spell fireball}"",""{@spell hypnotic pattern}""]},""4"":{""slots"":1,""spells"":[""{@spell fire shield} (see Wreathed in Flame)""]}},""type"":""spellcasting""}]","C,F",CS,,"[""dexterity"",""wisdom""]",TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,"[""fire""]",,"[""Common"",""Ignan""]","C,IG",dagger,,"MLW,MW, RW, THW",PotA,FALSE,,,,,,,
Galeokaerda,TRUE,TRUE,6,12,91,14d8 + 28,N E,humanoid,"Elf, sorcerer",,S M,12,15,14,16,15,18,7,,5,,,,6,9,,5,,8,,,,,7,,,,,,,,,15,D,30,,,,,,,,,,,TRUE,"[""Fey Ancestry""]","[{""ability"":""cha"",""daily"":{""1e"":[""{@spell mage armor}"",""{@spell major image}"",""{@spell phantasmal force}""]},""displayAs"":""action"",""headerEntries"":[""The extollant casts one of the following spells, requiring no material components and using Charisma as the spellcasting ability (spell save {@dc 15}):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell minor illusion}""]}]",Y,O,,"[""intelligence""]",TRUE,"[""Multiattack""]",,TRUE,,Y,"[""wisdom""]",,FALSE,,,,FALSE,"[""psychic""]",,,,"[""Celestial"",""Common"",""Elvish""]","C,CE,E",,,,CRCotN,FALSE,,,,,,,
Giff Shock Trooper,,,6,18,93,11d8 + 44,A,humanoid,,,M,20,14,18,11,12,13,,,4,7,,8,,,,4,,,,,,8,,7,,,,,,,,14,,30,,,,,,,,30,,,TRUE,"[""Siege Monster""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,"[""prone""]","B, P,S,T","[""dexterity"",""strength""]",,FALSE,,,,FALSE,,,,,"[""Common""]",C,"greatsword, musket",,"AOE, MLW,MW, RW",BAM,FALSE,,,,,,,
Githzerai Zerth,,,6,17,84,13d8 + 26,L N,humanoid,gith,,M,13,18,15,16,17,12,,6,6,,7,4,6,,6,6,,,,,,,,,,,,,,,,16,,30,,,,,,,,,,,TRUE,,"[{""ability"":""wis"",""daily"":{""1e"":[""{@spell phantasmal killer}"",""{@spell plane shift}""],""3e"":[""{@spell feather fall}"",""{@spell jump}"",""{@spell see invisibility}"",""{@spell shield}""]},""headerEntries"":[""The githzerai's innate spellcasting ability is Wisdom. It can innately cast the following spells, requiring no components:""],""name"":""Innate Spellcasting (Psionics)"",""type"":""spellcasting"",""will"":[""{@spell mage hand} (the hand is invisible)""]}]",Y,"I,P",,"[""charisma"",""wisdom""]",TRUE,"[""Multiattack""]",,FALSE,,"B, Y",,,FALSE,,,,FALSE,,,,,gith,GTH,,,MW,MM,FALSE,,,,,,TRUE,
Heralds of Dust Exorcist,,,6,16,112,15d8 + 45,A,humanoid,,,S M,8,16,16,17,14,11,3,6,5,,,,6,,,5,,,,,,,,,,,,6,,,,15,U,30,,,,,,,,,,,TRUE,,"[{""ability"":""int"",""daily"":{""1e"":[""{@spell banishment}"",""{@spell dispel evil and good}""],""2e"":[""{@spell protection from evil and good}"",""{@spell remove curse}"",""{@spell speak with dead}""]},""displayAs"":""action"",""headerEntries"":[""The exorcist casts one of the following spells, requiring no material components and using Intelligence as the spellcasting ability (spell save {@dc 14}, {@hit 6} to hit with spell attacks):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell detect evil and good}"",""{@spell mage armor} (self only)"",""{@spell mage hand}""]}]",,O,"[""incapacitated""]","[""charisma""]",TRUE,"[""Multiattack""]",,FALSE,"[""incapacitated""]","N,R,Y","[""charisma""]",,FALSE,,,,FALSE,"[""necrotic""]",,,"[""charmed"",""frightened""]","[""Common plus three more languages""]",C,,,,AATM,FALSE,,,,,,,
Hobgoblin Warlord,,,6,20,97,13d8 + 39,L E,humanoid,goblinoid,,M,16,14,16,14,11,15,5,5,3,,,,,,,,,,,,,,,,,,,,,,,10,D,30,,,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack"",""Parry""]",,TRUE,"[""prone""]","B, P,S","[""strength""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Goblin""]","C,GO","javelin, longsword","underdark, grassland, forest, hill, desert","MLW,MW, RW, THW",MM,FALSE,,,,,,TRUE,
Infernal Tormentor,FALSE,,6,16,97,13d8 + 39,L NX C E,humanoid,"any, fiend",,M,18,12,16,12,13,15,,,,,,,,,,4,,,,,,,,5,,,,,,,,14,D,30,,,,,,,,,,,FALSE,,,,,,,TRUE,"[""Multiattack""]",,FALSE,,"F,S","[""charisma""]",,FALSE,,,,FALSE,"[""fire""]",,,,"[""Infernal and one other language""]","I,X",greatsword,,"MLW,MW",GHLoE,FALSE,,,,,,,
Kaevja Cynavern,TRUE,TRUE,6,15,40,9d8,L E,humanoid,Human,,M,9,14,11,17,12,11,,6,4,,,,6,6,,,,,,,,,,,,,,,,,,11,,30,,,,,,,,,,,TRUE,,"[{""ability"":""int"",""headerEntries"":[""Kaevja is a 9th-level spellcaster. Her spellcasting ability is Intelligence. Kaevja has the following wizard spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell fire bolt}"",""{@spell light}"",""{@spell mage hand}"",""{@spell prestidigitation}""]},""1"":{""slots"":4,""spells"":[""{@spell detect magic}"",""{@spell mage armor}"",""{@spell magic missile}"",""{@spell shield}""]},""2"":{""slots"":3,""spells"":[""{@spell misty step}"",""{@spell suggestion}""]},""3"":{""slots"":3,""spells"":[""{@spell counterspell}"",""{@spell fireball}"",""{@spell sending}""]},""4"":{""slots"":3,""spells"":[""{@spell greater invisibility}"",""{@spell ice storm}""]},""5"":{""slots"":1,""spells"":[""{@spell cone of cold}""]}},""type"":""spellcasting""}]","B, C,F,O",CW,,"[""constitution"",""dexterity"",""wisdom""]",TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Common"",""Draconic"",""Dwarvish"",""Elvish""]","C,D,DR,E",dagger,,"MLW,MW",WDH,FALSE,,,,,,,
Krull,TRUE,TRUE,6,17,117,18d8 + 36,L E,humanoid,tortle,,M,20,14,15,12,20,12,4,,8,,,,4,,,,,,,,,,,,8,4,,,,8,,15,,30,,,,,,,,,,,TRUE,"[""Hold Breath""]","[{""ability"":""wis"",""headerEntries"":[""Krull is a 14th-level spellcaster. His spellcasting ability is Wisdom (spell save {@dc 16}, {@hit 8} to hit with spell attacks). He has the following cleric spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell chill touch}"",""{@spell mending}"",""{@spell resistance}"",""{@spell sacred flame}"",""{@spell spare the dying}"",""{@spell thaumaturgy}""]},""1"":{""slots"":4,""spells"":[""{@spell cure wounds}"",""{@spell detect evil and good}"",""{@spell false life}"",""{@spell inflict wounds}"",""{@spell ray of sickness}""]},""2"":{""slots"":3,""spells"":[""{@spell blindness/deafness}"",""{@spell gentle repose}"",""{@spell hold person}"",""{@spell ray of enfeeblement}"",""{@spell spiritual weapon}""]},""3"":{""slots"":3,""spells"":[""{@spell animate dead}"",""{@spell magic circle}"",""{@spell speak with dead}"",""{@spell spirit guardians}"",""{@spell vampiric touch}""]},""4"":{""slots"":3,""spells"":[""{@spell banishment}"",""{@spell blight}"",""{@spell death ward}"",""{@spell divination}"",""{@spell locate creature}""]},""5"":{""slots"":2,""spells"":[""{@spell antilife shell}"",""{@spell cloudkill}"",""{@spell contagion}"",""{@spell greater restoration}""]},""6"":{""slots"":1,""spells"":[""{@spell create undead}"",""{@spell true seeing}""]},""7"":{""slots"":1,""spells"":[""{@spell divine word}"",""{@spell regenerate}""]}},""type"":""spellcasting""}]","I,N,O,R",CC,"[""blinded"",""deafened"",""incapacitated"",""paralyzed"",""poisoned"",""stunned""]","[""charisma"",""constitution"",""dexterity"",""wisdom""]",TRUE,,,FALSE,,"B, N,P",,,FALSE,,,,FALSE,,,,,"[""Aquan"",""Common"",""Draconic""]","AQ,C,DR",+1 maul,,"MLW,MW",BGDIA,FALSE,,,,,,,
Kuo-toa Archpriest,,,6,13,97,13d8 + 39,N E,humanoid,kuo-toa,,M,16,14,16,13,16,14,,,,,,,,,,9,,,,,,,,,,,,7,,,,19,SD,30,,,,,,,,30,,,TRUE,"[""Amphibious"",""Sunlight Sensitivity""]","[{""ability"":""wis"",""headerEntries"":[""The kuo-toa is a 10th-level spellcaster. Its spellcasting ability is Wisdom (spell save {@dc 14}, {@hit 6} to hit with spell attacks). The kuo-toa has the following cleric spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell guidance}"",""{@spell sacred flame}"",""{@spell thaumaturgy}""]},""1"":{""slots"":4,""spells"":[""{@spell detect magic}"",""{@spell sanctuary}"",""{@spell shield of faith}""]},""2"":{""slots"":3,""spells"":[""{@spell hold person}"",""{@spell spiritual weapon}""]},""3"":{""slots"":3,""spells"":[""{@spell spirit guardians}"",""{@spell tongues}""]},""4"":{""slots"":3,""spells"":[""{@spell control water}"",""{@spell divination}""]},""5"":{""slots"":2,""spells"":[""{@spell mass cure wounds}"",""{@spell scrying}""]}},""type"":""spellcasting""}]","B, N,O,R",CC,"[""paralyzed""]","[""dexterity"",""strength"",""wisdom""]",TRUE,"[""Multiattack""]",,FALSE,,"B, L",,,FALSE,,,,FALSE,,,,,"[""Undercommon""]",U,,underdark,MW,MM,FALSE,,,,,,TRUE,
Lawmage,FALSE,,6,15,84,13d8 + 26,L N,humanoid,any,,M,13,12,14,17,14,13,,6,5,,,,6,,,5,,,,,,,,,,,4,,,,,15,,30,,,,,,,,,,,FALSE,,"[{""ability"":""int"",""headerEntries"":[""The lawmage is an 8th-level Azorius spellcaster. Its spellcasting ability is Intelligence (spell save {@dc 14}, {@hit 6} to hit with spell attacks). The lawmage has the following wizard spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell fire bolt}"",""{@spell friends}"",""{@spell light}"",""{@spell message}""]},""1"":{""slots"":4,""spells"":[""{@spell alarm}"",""{@spell expeditious retreat}"",""{@spell shield}""]},""2"":{""slots"":3,""spells"":[""{@spell arcane lock}"",""{@spell detect thoughts}"",""{@spell hold person}""]},""3"":{""slots"":3,""spells"":[""{@spell clairvoyance}"",""{@spell dispel magic}"",""{@spell slow}""]},""4"":{""slots"":2,""spells"":[""{@spell locate creature}"",""{@spell stoneskin}""]}},""type"":""spellcasting""}]",F,CW,,"[""dexterity"",""wisdom""]",TRUE,,,FALSE,,B,,,FALSE,,,,FALSE,,,,,"[""Common plus any one language""]","C,X",quarterstaff,,"MLW,MW",GGR,FALSE,,,,,,,
Losser Mirklav,TRUE,TRUE,6,15,31,9d6,C E,humanoid,Halfling,,S,9,14,11,17,12,11,,6,4,,,,6,6,,,,,,,,,,,,,,,,,,11,,25,,,,,,,,,,,TRUE,,"[{""ability"":""int"",""headerEntries"":[""The mage is a 9th-level spellcaster. Its spellcasting ability is Intelligence. The mage has the following wizard spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell fire bolt}"",""{@spell light}"",""{@spell mage hand}"",""{@spell prestidigitation}""]},""1"":{""slots"":4,""spells"":[""{@spell detect magic}"",""{@spell mage armor}"",""{@spell magic missile}"",""{@spell shield}""]},""2"":{""slots"":3,""spells"":[""{@spell misty step}"",""{@spell suggestion}""]},""3"":{""slots"":3,""spells"":[""{@spell animate dead}"",""{@spell fireball}"",""{@spell fly}""]},""4"":{""slots"":3,""spells"":[""{@spell blight}"",""{@spell ice storm}""]},""5"":{""slots"":1,""spells"":[""{@spell cone of cold}""]}},""type"":""spellcasting""}]","B, C,F,N,O",CW,,"[""constitution"",""dexterity"",""wisdom""]",TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Common"",""Halfling""]","C,H",dagger,,"MLW,MW",WDH,FALSE,,,,,,,
Mage,,,6,15,40,9d8,A,humanoid,any,,M,9,14,11,17,12,11,,6,4,,,,6,6,,,,,,,,,,,,,,,,,,11,,30,,,,,,,,,,,FALSE,,"[{""ability"":""int"",""headerEntries"":[""The mage is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save {@dc 14}, {@hit 6} to hit with spell attacks). The mage has the following wizard spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell fire bolt}"",""{@spell light}"",""{@spell mage hand}"",""{@spell prestidigitation}""]},""1"":{""slots"":4,""spells"":[""{@spell detect magic}"",""{@spell mage armor}"",""{@spell magic missile}"",""{@spell shield}""]},""2"":{""slots"":3,""spells"":[""{@spell misty step}"",""{@spell suggestion}""]},""3"":{""slots"":3,""spells"":[""{@spell counterspell}"",""{@spell fireball}"",""{@spell fly}""]},""4"":{""slots"":3,""spells"":[""{@spell greater invisibility}"",""{@spell ice storm}""]},""5"":{""slots"":1,""spells"":[""{@spell cone of cold}""]}},""type"":""spellcasting""}]","B, C,F,O",CW,,"[""constitution"",""dexterity"",""wisdom""]",TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""any four languages""]",X,dagger,urban,"MLW,MW, RW, THW",MM,FALSE,,,,,TRUE,TRUE,
Malivar,TRUE,TRUE,6,12,40,9d8,C E,humanoid,Human,,M,9,14,11,17,12,17,,6,4,,,,6,6,,,,,,,,,,,,,,,,,,11,,30,,,,,,,,,,,TRUE,,"[{""ability"":""int"",""footerEntries"":[""*Conjuration spell of 1st level or higher""],""headerEntries"":[""Malivar is a 9th-level spellcaster. His spellcasting ability is Intelligence (spell save {@dc 14}, {@hit 6} to hit with spell attacks). He has the following wizard spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell acid splash}"",""{@spell mage hand}"",""{@spell poison spray}"",""{@spell prestidigitation}""]},""1"":{""slots"":4,""spells"":[""{@spell mage armor}"",""{@spell magic missile}"",""{@spell unseen servant}*""]},""2"":{""slots"":3,""spells"":[""{@spell cloud of daggers}*"",""{@spell misty step}*"",""{@spell web}*""]},""3"":{""slots"":3,""spells"":[""{@spell fireball}"",""{@spell thunder step|XGE}*""]},""4"":{""slots"":3,""spells"":[""{@spell Evard's black tentacles}*"",""{@spell stoneskin}""]},""5"":{""slots"":2,""spells"":[""{@spell cone of cold}*"",""{@spell conjure elemental}*""]}},""type"":""spellcasting""}]","A, B, C, F, I, O, S, T",CW,"[""restrained""]","[""constitution"",""dexterity""]",TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Common"",""Draconic"",""Ignan"",""Infernal""]","C,DR,I,IG",dagger,,"MLW,MW, RW, THW",AitFR-ISF,FALSE,,,,,,,
Manafret Cherryport,TRUE,TRUE,6,15,31,9d6,L E,humanoid,Halfling,,S,9,14,11,17,12,11,,6,4,,,,6,6,,,,,,,,,,,,,,,,,,11,,25,,,,,,,,,,,TRUE,,"[{""ability"":""int"",""headerEntries"":[""The mage is a 9th-level spellcaster. Its spellcasting ability is Intelligence. The mage has the following wizard spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell fire bolt}"",""{@spell light}"",""{@spell mage hand}"",""{@spell prestidigitation}""]},""1"":{""slots"":4,""spells"":[""{@spell detect magic}"",""{@spell mage armor}"",""{@spell magic missile}"",""{@spell shield}""]},""2"":{""slots"":3,""spells"":[""{@spell misty step}"",""{@spell suggestion}""]},""3"":{""slots"":3,""spells"":[""{@spell counterspell}"",""{@spell fireball}"",""{@spell fly}""]},""4"":{""slots"":3,""spells"":[""{@spell greater invisibility}"",""{@spell ice storm}""]},""5"":{""slots"":1,""spells"":[""{@spell cone of cold}""]}},""type"":""spellcasting""}]","B, C,F,O",CW,"[""invisible""]","[""constitution"",""dexterity"",""wisdom""]",TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Common"",""Halfling""]","C,H",dagger,,"MLW,MW",WDH,FALSE,,,,,,,
Miraj Vizann,TRUE,TRUE,6,13,82,11d8 + 33,N E,humanoid,Genasi,,M,12,10,17,13,11,18,,,,,,,4,,,,,,,,,,7,,,,,,,,,10,,30,,,,,,,,,,,TRUE,,"[{""ability"":""con"",""daily"":{""1"":[""{@spell pass without trace}""]},""headerEntries"":[""Miraj's innate spellcasting ability is Constitution (spell save {@dc 14}). He can innately cast the following spell, requiring no material components:""],""name"":""Innate Spellcasting"",""type"":""spellcasting""},{""ability"":""cha"",""headerEntries"":[""Miraj is an 11th-level spellcaster. His spellcasting ability is Charisma (spell save {@dc 15}, {@hit 7} to hit with spell attacks). He knows the following sorcerer spells:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell acid splash}"",""{@spell blade ward}"",""{@spell friends}"",""{@spell light}"",""{@spell message}"",""{@spell mold earth|xge}""]},""1"":{""slots"":4,""spells"":[""{@spell chromatic orb}"",""{@spell mage armor}"",""{@spell magic missile}""]},""2"":{""slots"":3,""spells"":[""{@spell Maximilian's earthen grasp|xge}"",""{@spell shatter}"",""{@spell suggestion}""]},""3"":{""slots"":3,""spells"":[""{@spell counterspell}"",""{@spell erupting earth|xge}""]},""4"":{""slots"":3,""spells"":[""{@spell polymorph}"",""{@spell stoneskin}""]},""5"":{""slots"":2,""spells"":[""{@spell wall of stone}""]},""6"":{""slots"":1,""spells"":[""{@spell move earth}""]}},""type"":""spellcasting""}]","A, B, C, F, I, L, O, T","CS,I",,"[""constitution"",""dexterity"",""strength"",""wisdom""]",TRUE,,,FALSE,,B,,,FALSE,,,,FALSE,,,,,"[""Common"",""Primordial""]","C,P",,,MW,PotA,FALSE,,,,,,,
Monastic Infiltrator,FALSE,FALSE,6,18,112,15d8 + 45,A,humanoid,monk,,S M,13,20,16,15,17,16,,,6,,8,,,,,6,,11,,8,,,9,,,,,,,,,16,,50,,,,,,,,,,,TRUE,,"[{""ability"":""wis"",""daily"":{""1e"":[""{@spell dimension door}"",""{@spell zone of truth}""],""2e"":[""{@spell detect thoughts}"",""{@spell invisibility}""]},""displayAs"":""action"",""headerEntries"":[""The infiltrator casts one of the following spells, requiring no material components and using Wisdom as the spellcasting ability (spell save {@dc 14}):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell disguise self}""]}]",O,O,"[""invisible""]","[""charisma"",""wisdom""]",TRUE,"[""Multiattack""]","[{""entries"":[""The infiltrator takes the Dash or Disengage action.""],""name"":""Cunning Action""}]",TRUE,,O,,,FALSE,,,,FALSE,"[""psychic""]",,,"[""charmed""]","[""Common plus three other languages""]",C,,,MW,CRCotN,FALSE,,,,,,,
Occult Extollant,FALSE,FALSE,6,12,91,14d8 + 28,A,humanoid,sorcerer,,S M,12,15,14,16,15,18,7,,5,,,,6,9,,5,,8,,,,,7,,,,,,,,,15,D,30,,,,,,,,,,,FALSE,,"[{""ability"":""cha"",""daily"":{""1e"":[""{@spell mage armor}"",""{@spell major image}"",""{@spell phantasmal force}""]},""displayAs"":""action"",""headerEntries"":[""The extollant casts one of the following spells, requiring no material components and using Charisma as the spellcasting ability (spell save {@dc 15}):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell minor illusion}""]}]",Y,O,,"[""intelligence""]",TRUE,"[""Multiattack""]",,TRUE,,Y,"[""wisdom""]",,FALSE,,,,FALSE,"[""psychic""]",,,,"[""Common plus two other languages""]","C,X",,,,CRCotN,FALSE,,,,,,,
Oscar Yoren,TRUE,TRUE,6,15,72,9d8,A,humanoid,Human,,M,9,14,11,17,12,11,,6,4,,,,6,6,,,,,,,,,,,,,,,,,,11,D,30,,,,,,,,,,,FALSE,,"[{""ability"":""int"",""headerEntries"":[""Oscar Yoren is a 9th-level spellcaster. His spellcasting ability is Intelligence (spell save {@dc 14}, {@hit 6} to hit with spell attacks). Oscar Yoren has the following wizard spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell chill touch}"",""{@spell mage hand}"",""{@spell ray of frost}""]},""1"":{""slots"":4,""spells"":[""{@spell false life}"",""{@spell mage armor}"",""{@spell magic missile}"",""{@spell shield}""]},""2"":{""slots"":3,""spells"":[""{@spell invisibility}"",""{@spell misty step}"",""{@spell web}""]},""3"":{""slots"":3,""spells"":[""{@spell animate dead}"",""{@spell counterspell}"",""{@spell lightning bolt}""]},""4"":{""slots"":3,""spells"":[""{@spell blight}"",""{@spell polymorph}""]},""5"":{""slots"":1,""spells"":[""{@spell cloudkill}""]}},""type"":""spellcasting""}]","C,F,I,L,N,O",CW,"[""invisible"",""restrained""]","[""constitution"",""dexterity"",""wisdom""]",TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,"[""necrotic"",""poison""]",,,,"[""Any four languages""]",,dagger,,"MLW,MW, RW, THW",DoDk,FALSE,,,,,,,
Priest of Osybus,FALSE,,6,14,60,8d8 + 24,,humanoid,,,M,10,14,16,18,17,11,3,7,6,,,,,,,,,,,,,,,,,,,,,,,13,SD,30,,,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]","[{""entries"":[""The priest touches one of the Soul Tattoos on its body. The tattoo vanishes as the trapped soul manifests as a shadowy creature that appears in an unoccupied space the priest can see within 30 feet of it. The creature has the size and silhouette of its original body, but it otherwise uses the stat block of a shadow."",""The shadow obeys the priest's mental commands (no action required) and takes its turn immediately after the priest. If the creature is within 5 feet of the priest, it can turn back into a tattoo as an action, reappearing on the priest's flesh and regaining all its hit points.""],""name"":""Soul Tattoo {@recharge 5}""}]",FALSE,"[""frightened"",""paralyzed""]","N,P","[""constitution"",""wisdom""]",,FALSE,,,,FALSE,,,,"[""frightened""]","[""any three languages""]",X,,,MW,VRGR,FALSE,,,,,TRUE,,
Rath Modar,TRUE,TRUE,6,16,71,11d8 + 22,L E,humanoid,Human,,M,11,16,14,18,14,10,,7,5,,,,7,,5,,,6,,,,,3,,,,,,,,,12,,30,,,,,,,,,,,TRUE,,"[{""ability"":""int"",""headerEntries"":[""Rath is an 11th-level spellcaster who uses Intelligence as his spellcasting ability (spell save {@dc 15}, {@hit 7} to hit with spell attacks). Rath has the following spells prepared from the wizard spell list:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell fire bolt}"",""{@spell minor illusion}"",""{@spell prestidigitation}"",""{@spell shocking grasp}""]},""1"":{""slots"":4,""spells"":[""{@spell chromatic orb}"",""{@spell color spray}"",""{@spell mage armor}"",""{@spell magic missile}""]},""2"":{""slots"":3,""spells"":[""{@spell detect thoughts}"",""{@spell mirror image}"",""{@spell phantasmal force}""]},""3"":{""slots"":3,""spells"":[""{@spell counterspell}"",""{@spell fireball}"",""{@spell major image}""]},""4"":{""slots"":3,""spells"":[""{@spell confusion}"",""{@spell greater invisibility}""]},""5"":{""slots"":2,""spells"":[""{@spell mislead}"",""{@spell seeming}""]},""6"":{""slots"":1,""spells"":[""{@spell globe of invulnerability}""]}},""type"":""spellcasting""}]","A, C,F,I,L,O,T, Y",CW,,"[""charisma"",""dexterity"",""intelligence"",""wisdom""]",TRUE,,,TRUE,,B,,,FALSE,,,,FALSE,,,,,"[""Common"",""Draconic"",""Infernal"",""Primordial"",""Thayan""]","C,DR,I,OTH,P",quarterstaff,,"MLW,MW",HotDQ,FALSE,,,,,,,
